global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11
4504.794982886561	n/a	20293177.83783993	n/a	3635.188658597177	n/a	13214596.583593544	n/a	4591.0818853138935	n/a	n/a	21078032.877657376	4467.540880040153	3334.728715297154	n/a	n/a	n/a	n/a	-0.1214570032	0.0468358022	-0.0107344263	-0.149972631	-0.0311819383	-0.0260298404	-0.0278083749	0.0293476829	-0.009525881	0.0812085052	0.0817199671	0.0154758755	-0.0449424364	0.116882732	-0.0117827349	0.0143084196	-0.0508273574	0.0900533799	0.0326227628	-0.0215561385	0.0919064887	0.084625906	0.0497551407	-0.1008728036	0.0251086441	-0.0078297332	0.0016081407	-0.0435433939	-0.0565504535	0.1060197808	-0.0575406151	0.017679816	-0.0077193467	0.01650526	-0.0777555411	0.1071110003	-0.0206314844	0.0615671066	-0.0616367741	0.0125446031	-0.0215756141	0.0711714313	-0.031506102	0.1690082526	-0.0077465819	0.0925932494	-0.1020203871	0.0468832464	-0.130797888	0.1026850949	-0.0927300637	0.0275128083	0.1054052417	0.105393201	0.1053731342	0.1053450429	0.00037439847938	n/a	n/a	1.401742213620563e-07	0.0526497406872579	n/a	n/a	0.0027719951944354	-0.0655875698081445	n/a	0.0043017293133382	n/a	0.0013661011586548	n/a	n/a	1.866232375677987e-06	-0.0017769252035777	n/a	n/a	3.1574631791096507e-06	0.0001122135384545	n/a	n/a	1.259187821247955e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4493.010983468641	-11.783999417920311	20187147.697569843	138.86264228154627	3596.4889836896928	-38.69967490748422	12934733.00980132	1497.664837944964	4588.755362547216	-2.3265227666779538	5.412708183870841	21056675.777305827	4462.353555838982	3282.949142661215	1.005875	12.90098	0.0558036807520195	0.0374680427499824	-0.1006184405	-0.0573928658	0.0804888244	-0.1009260387	0.0962901815	-0.0099875839	0.2075707126	0.0497048068	-8.81941e-05	0.0725818762	0.048141309	0.0379087174	0.0411712337	-0.0929353244	-0.0303188241	-0.0399097005	-0.0073506498	0.0704489753	0.0073906267	-0.0125964489	0.0921332694	0.0172853002	-0.0164647188	0.1272334699	-0.0036555235	-0.0762612565	0.0102665385	-0.0464300662	-0.0499291083	0.0923144156	-0.0470001395	0.0485630594	-0.0428222117	0.1237808867	0.0549852133	-0.007766864	-0.0562467107	0.0694263309	-0.0912622464	-0.0180789918	9.28807e-05	0.1143868012	0.0570671938	0.124378149	-0.0277217053	0.030457763	-0.1196757346	0.0667620936	-0.1127592835	0.0493746307	-0.0546928377	0.1668797251	0.1053731342	0.1052647956	0.1050843138	0.1048318124	0.0003357585336658	-3.863994571420002e-05	1.4930454047963242e-09	1.1273379292940817e-07	0.0528258570296316	0.0001761163423737	3.1016966051091295e-08	0.002790571170915	-0.0839781589412211	-0.0183905891330766	0.0070523311791569	0.0003382137686616	0.0018910050708737	0.0005249039122189	2.755241170627067e-07	3.575900178070047e-06	-0.0016669997966105	0.0001099254069672	1.208359509690455e-08	2.7788883218994483e-06	3.07615102349858e-06	-0.000109137387431	1.1910969335264506e-08	9.46270511937136e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4491.404773370992	-1.6062100976487272	20172716.83825973	2.579910877788734	3630.920640733507	34.431657043814084	13183584.69930462	1185.539006782832	4583.116105153979	-5.639257393236221	31.80122394716938	21004953.233321782	4460.744575727104	3299.3914491797696	1.147823	14.721551	0.0786352256659781	0.0458784356182243	-0.0831242386	0.0136511254	-0.0977307838	-0.1082099401	0.0609836818	-0.0554451154	-0.1028982973	0.0124619196	0.0305119246	0.007853934	0.0539469418	0.0793311396	-0.0018861722	-0.0020770328	0.2093995301	0.0242477445	-0.1018982448	-0.0809033546	0.0160890107	0.0310792225	0.0350323534	0.0542320006	0.089686522	0.040472296	0.0477926874	0.1432854973	0.0534609142	-0.1369631759	-0.0244334414	0.1113160931	-0.0551433579	0.0881811361	-0.0904640271	-0.0886367429	-0.0621415362	0.0495814846	-0.1007077723	0.1249063774	0.1193049955	0.113846654	0.1062062692	0.1192211701	-0.0881448231	0.2326905913	0.1475083093	0.292698349	-0.0781574017	0.1019155629	-0.126357148	-0.233737525	-0.1838879628	0.162835813	0.1053089291	0.1050081413	0.1045074645	0.1038078519	0.0354557319698045	0.0351199734361387	0.001233412534155	0.0012571089295146	0.0529186715076264	9.281447799480008e-05	8.614527325447228e-09	0.002800385794132	-0.057225167164205	0.0267529917770161	0.0032747197569712	0.000715722569021	0.0017465608428022	-0.0001444442280714	2.0864135023171487e-08	3.050474777609932e-06	-0.0017989492026067	-0.0001319494059962	1.741064574275005e-08	3.236218233559282e-06	6.0071436452369554e-05	5.6995285428870974e-05	3.248462561118472e-09	3.6085774774510735e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4490.525428422536	-0.8793449484564917	20164818.6233094	0.7732475383759501	3604.357332642315	-26.56330809119163	12991391.781372426	705.6093367475667	4583.362208095536	0.2461029415562734	0.0605666578426505	21007209.130598385	4458.177646695333	3268.808141474364	1.155496	14.819963	0.1609465925599799	0.0748173103089677	-0.0774199621	0.0282567549	0.067694861	-0.100746706	-0.0693175058	0.0276461154	0.0178787066	0.0087561306	-0.0161084469	0.0408974916	0.0499647808	-0.0056925136	0.0493993307	0.1782017055	-0.1007667492	-0.0472505346	-0.0513205449	-0.0240183446	-0.0640998311	-0.0246899306	0.0440739578	0.0539206205	0.0560754332	-0.1195664598	-0.0801075298	-0.0949369424	-0.0527227993	-0.0763124207	-0.0317484861	0.0943954979	-0.0195767422	-0.0265433366	0.0668617249	-0.007755059	-0.0819015611	-0.0377864017	-0.093493887	0.0448628757	-0.0469077629	0.028088692	-0.0026660037	0.0803371935	0.0085179798	0.1009871847	0.0648263245	0.0356307752	0.0758423607	-0.0725600518	-0.1320056454	0.2010454763	0.155343338	0.0405498678	0.1052126458	0.1046235507	0.1036441676	0.10227815	-0.0065532494573545	-0.0420089814271589	0.0017647545205473	4.294507845031705e-05	0.0348520485679273	-0.0180666229396991	0.0003264028644452	0.0012146652893811	-0.0529436532967366	0.0042815138674683	0.002803030424405	1.8331360997324184e-05	0.0022763149846441	0.0005297541418418	2.806394507986478e-07	5.181609909315269e-06	-0.0008809835585483	0.0009179656440584	8.426609236715534e-07	7.761320304324259e-07	-0.0004239982641604	-0.0004840697006127	2.3432347505133642e-07	1.7977452801103238e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4480.3156877749225	-10.209740647613216	20073228.66212208	104.23880409152554	3598.2112937168768	-6.146038925438461	12947124.51423168	37.77379447300475	4582.649734476913	-0.7124736186224254	0.5076186572329333	21000678.58890132	4457.53884242184	3223.286630467006	0.97149	12.459971	0.0640678697328469	0.0291798285626103	-0.0633599067	0.0073740914	0.1200736398	-0.0840831002	-0.037271857	0.022926318	0.0815046496	0.0574742477	-0.0012137282	0.0185296116	0.0743830425	0.0120814132	0.0457009158	-0.0125514715	-0.0621443597	-0.0020100918	0.0214092973	-0.093911209	-0.1091463294	-0.0195391405	0.0401878676	0.0638394321	-0.0055655409	0.0275574351	-0.0634318861	-0.0822620699	-0.0480124171	-0.0015257645	-0.0004780649	0.1033629117	0.0050707274	0.0263559148	0.010721198	0.1097526532	0.0060715979	-0.0608799118	-0.1147250473	0.0594215936	-0.0747262844	0.0338244258	0.0780484244	0.0281914589	0.1074934279	0.1118247334	0.021105381	0.032282581	0.0970320619	-0.0656650097	0.0708430085	0.0546579831	0.1473319271	-0.0654743008	0.1050843138	0.1041114925	0.1024967892	0.1002501592	0.0061678809655063	0.0127211304228607	0.0001618271592354	3.804275560465492e-05	0.0559502326284899	0.0210981840605626	0.0004451333706533	0.0031304285311821	-0.0527073932556731	0.0002362600410635	0.0027780693038081	5.581880700332758e-08	0.0024978643818838	0.0002215493972397	4.9084135417274415e-08	6.2393264702837385e-06	-0.0010888221602189	-0.0002078386016705	4.3196884344390324e-08	1.1855336965837518e-06	-0.0002531403589035	0.0001708579052569	2.919242378877581e-08	6.408004130579281e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4463.1644950461705	-17.151192728751994	19919837.30984074	294.16341201879527	3576.1636352539062	-22.047658462970503	12788946.346112434	486.0992436997949	4574.649980552603	-7.999753924310426	63.99606284952006	20927422.44456993	4447.01700260358	3188.646452402066	1.074325	13.778893	0.0449817609865826	0.0236033797620609	-0.0100681758	0.0681038878	-0.044436104	-0.0034363665	-0.0537547447	-0.0482389236	-0.0503344822	0.0016562022	-0.0211996252	-0.0207384063	0.0186759494	0.0171339053	-0.0240000702	0.0153363787	0.079774321	-0.0072917456	0.0067480947	-0.0208349945	-0.0926873939	-0.0185358359	-0.0223317512	0.026224066	0.0217195407	-0.0070834024	0.0204130565	0.041021273	0.0492569819	-0.0131311443	0.0082914648	0.0814607768	0.0423010825	0.0312434525	0.0175472752	0.0202552833	-0.1225192948	0.060330783	-0.091853551	0.1009474855	-0.0632751457	0.0036548617	0.1122380074	0.0129955103	0.105118158	0.0510741749	0.0114902984	0.0989980287	0.1473174435	-0.1281100553	0.0431570568	0.0011114176	0.1672093251	-0.0728137801	0.104923972	0.1034725904	0.1010684743	0.0977337597	0.0058152117814813	-0.000352669184025	1.2437555336085932e-07	3.381668806347891e-05	0.0670983234662543	0.0111480908377643	0.000124279929327	0.004502185011982	-0.0455190704094974	0.0071883228461756	0.0020719857709447	5.167198534085146e-05	0.0024880044800824	-9.859901801400133e-06	9.721766353325355e-11	6.190166292910093e-06	-0.0008279988900912	0.0002608232701276	6.802877824010711e-08	6.855821619922591e-07	2.030031539751584e-06	0.0002551703904432	6.511192815896148e-08	4.121028052386187e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4457.024940020489	-6.139555025681148	19865071.315964647	37.69413591336664	3536.77088972839	-39.39274552551615	12508748.326430148	1551.7884000380725	4572.636053894124	-2.01392665847834	4.0559005857297326	20909000.48137243	4441.987895591317	3143.174510308273	0.943388	12.099546	0.0461477475933369	0.0237480371826279	0.0275194823	0.0119817932	-0.0572334632	0.0648633596	0.0617621268	-0.0118899931	-0.0511008816	-0.089081649	0.0176881705	-0.0334864744	-0.0010899748	-0.0458259666	0.0485555091	-0.053556304	0.1552631559	0.0379432819	0.0428959438	-0.0378459943	-0.0237446441	0.023935086	-0.0384992038	-0.0127002399	-0.0394419076	0.0358543175	-0.0219691695	0.1399948388	0.0333598093	-0.02840323	0.0297901977	0.0451204324	0.0359151997	-0.0073433274	0.0061204897	-0.0290447948	0.0614920045	0.0105965941	-0.1294297509	0.1763807186	-0.0244933712	0.0081252154	0.0848645659	0.0061393135	0.068521558	0.0247874552	0.0373429151	0.0475806614	0.1007035559	-0.019115639	0.0236952457	-0.0460085398	0.0815272285	-0.0594857849	0.1047316694	0.102707623	0.0993631376	0.0947412111	-0.003750698264028	-0.0095659100455093	9.150663499877572e-05	1.4067737467782656e-05	0.0489015973573003	-0.018196726108954	0.0003311208410842	0.0023913662240955	-0.0362385858200298	0.0092804845894676	0.0013132351022356	8.612739421534571e-05	0.0024100047415178	-7.79997385645997e-05	6.0839592161459025e-09	5.808122854138279e-06	-0.0009319986591529	-0.0001039997690616	1.0815951964886928e-08	8.686215006628034e-07	2.123060901572556e-06	9.302936182097217e-08	8.654462160817354e-15	4.507387591786075e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4471.099634771948	14.074694751458992	19990731.94405785	198.09703234674728	3542.494959424114	5.724069695723756	12549270.537545254	32.76497388150305	4579.424657138839	6.788603244714977	46.08513401415472	20971130.190411177	4446.900420181179	3147.0065524061188	0.976253	12.521058	0.1013795628057589	0.0603834027060383	0.002894966	0.0219764487	0.0695329553	0.028226067	-0.00118552	0.0109163082	0.0460507663	-0.0496826544	-0.0192624734	0.0069438962	0.0771286822	-0.0594183348	0.0529959852	-0.0942268462	-0.0356267168	-0.0420987128	0.0513055649	-0.0238679111	-0.0452429931	-0.0309379124	0.0021331413	0.046750474	-0.1001404687	0.0894864157	-0.0570413908	-0.0211285107	0.0336493678	0.0952449418	0.0083204993	0.0454688232	0.0074727083	-0.0459814171	-0.0108110974	0.0085221462	0.0636612146	-0.0729263212	-0.0639435694	0.130336693	-0.0742842124	0.0669643277	0.0071634877	-0.0084945364	-0.0246870771	-0.0029534546	0.0438846742	0.0135516631	-0.025492401	-0.0390527061	-0.0418573778	0.0016705655	0.0203818755	-0.0535955744	0.1045074645	0.1018175221	0.0973854535	0.0912870929	0.0059666280505012	0.0097173263145292	9.442643070304164e-05	3.560065029302775e-05	0.0293727589786669	-0.0195288383786334	0.0003813755284187	0.0008627589700188	-0.0436745976268042	-0.0074360118067744	0.0019074704778632	5.529427159048833e-05	0.0012620019270976	-0.0011480028144202	1.3179104619167004e-06	1.5926488639980565e-06	-0.0010770000956226	-0.0001450014364696	2.102541657827644e-08	1.1599292059710897e-06	1.1795856750330177e-06	-9.434752265395384e-07	8.901455030938334e-13	1.3914223647430998e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4490.339689377609	19.24005460566059	20163150.525999803	370.17970122880126	3582.2114550495708	39.7164956254569	12832238.908688365	1577.4000247669371	4580.445850125392	1.0211929865527054	1.042835115784434	20980484.185930926	4451.058216991133	3256.487968367889	1.06545	13.665068	0.026044069934111	0.0168696041444462	-0.0573425432	0.1353928464	-0.0305084097	-0.0781367033	-0.0735866841	0.1701543694	-0.0066879018	-0.0864301161	-0.0038568358	0.0022156328	0.1231575533	-0.0376082829	-0.0488353199	0.1067711283	0.0391154564	-0.0022471177	0.1024399531	0.0049925422	0.0264792547	-0.0130232057	0.0070321497	0.1284423304	-0.0177990946	-0.1177929332	-0.0232356912	0.046990044	0.0385861137	0.0482564064	-0.0175170949	0.069349296	-0.0009493321	-0.0228437602	-0.0035665448	-0.0649776845	-0.0460177947	0.053128078	0.0469361337	0.0962040847	-0.0458260511	0.0855842411	-0.0768950502	0.0058073969	-0.0572665897	0.0178533125	0.023406987	-0.0298608817	-0.0369467276	0.016893275	-0.0155655294	0.0652194111	0.012361131	-0.0561846435	0.1042514257	0.1008033722	0.0951408427	0.0873882332	0.0059585154156565	-8.11263484470047e-06	6.581484412344821e-11	3.550390595861615e-05	0.0241311891936391	-0.0052415697850278	2.747405381131639e-05	0.0005823142918992	-0.0462092116253671	-0.0025346139985628	0.0021352912390379	6.424268121710998e-06	0.0009360006812934	-0.0003260012458042	1.0627681226589047e-07	8.760972753817091e-07	-0.0010379996726983	3.900042292429994e-05	1.52103298827426e-09	1.077443320521778e-06	9.857840900206723e-07	-1.9380158501234538e-07	3.755905435329733e-14	9.71770272137885e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4495.382018491564	5.04232911395502	20208459.49217729	25.425082893438415	3598.0363205580684	15.824865508497624	12945865.364055043	250.42636836203772	4592.807041505841	12.361191380448872	152.7990523440835	21093876.52050564	4464.054917137221	3276.52685526359	1.094456	14.037094	0.0630152717473222	0.0385230174380426	-0.0827019971	-0.0352268832	0.0112292392	-0.0514145986	0.0825002747	-0.0362886212	0.0621037156	-0.1596851324	-0.0115317392	0.1033281842	0.0740300984	-0.0309810348	-0.0353291281	-0.046967468	-0.1029388041	0.0769002569	0.075098742	-0.0560930749	0.0519895784	-0.0278480951	0.1068203529	0.0393628498	-0.0667545384	0.0613778472	0.0360992839	0.0165423831	-0.1121562052	0.1438335531	-0.0251423471	0.0773127706	-0.0389529566	-0.0428319274	-0.042864538	0.0165014212	0.1267991466	-0.0035805329	0.0215727135	0.0038781441	-0.0197255622	0.0963652432	-0.0421577413	-0.0152068439	-0.0140614916	-0.0203023172	0.0008561559	-0.0350571103	0.0142495439	0.012683037	0.0450749282	0.0683846621	0.0071043902	-0.1117842119	0.1039636308	0.099666409	0.0926354574	0.0830636267	0.0088647923922167	0.0029062769765602	8.446445864483897e-06	7.858454415710308e-05	0.0303758740115114	0.0062446848178723	3.8996088474564816e-05	0.0009226937219632	-0.0194321819323732	0.0267770296929939	0.0003776096946528	0.0007170093191794	0.0008980003696123	-3.800031168110004e-05	1.444023687860748e-09	8.064046638238274e-07	-0.000534999948174	0.0005029997245243	2.530087228715217e-07	2.862249445461827e-07	2.402150975029443e-07	-7.45568992517728e-07	5.558731226038999e-13	5.770329306834906e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
