global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10
4094.6142344104255	n/a	n/a	16765865.728636475	3608.304674353966	n/a	13019862.622964682	n/a	4071.65960443003	n/a	16578411.934347307	n/a	3978.236485645291	2958.053235496746	n/a	n/a	n/a	n/a	-0.061994224	-0.0106272687	0.0287693757	0.0951530081	0.0295182607	0.0670482826	0.0358977874	-0.0635585527	0.0081124613	-0.0406473034	-0.0029060314	0.0179450724	-0.0136649316	-0.0045654247	0.0061326151	-0.0113740332	0.0351323843	-0.0405621871	0.0176691068	-0.0171059744	0.1369954583	-0.0210487156	0.0514118258	-0.0485195472	0.0602762994	-0.0045276955	0.0392662438	-0.0022798658	0.0109128332	-0.0458376723	0.0119650584	-0.0077890523	-0.0062410145	0.0003953509	-0.016850993	0.0170387398	-0.0052203433	0.0570735992	-0.0704253424	0.0071159609	-0.0341374548	0.074455461	-0.0134161813	0.015458409	-0.0686310601	0.1021522736	-0.0309296843	-0.0358167672	-0.006149063	0.0218710648	-0.027959299	0.0594297829	-0.0164120828	0.0947420976	-0.0626685136	0.0680115764	-0.0675448766	0.0318443222	-0.0083825405	0.0287379076	-0.0754506829	0.0988138187	-0.007363588	0.0900767956	-0.0178801461	0.0352905683	-0.0709970089	0.0015607146	-0.0131162997	0.0390163615	0.1054052417	0.105393201	0.1053731342	0.1053450429	-0.0085677581840286	n/a	7.340648029998905e-05	n/a	0.0482095739248507	n/a	n/a	0.0023241630180156	0.074198447929163	n/a	n/a	0.0055054096750967	0.0021978860751082	n/a	4.830703199154528e-06	n/a	-0.0005729406361507	n/a	3.282609725527688e-07	n/a	-0.0004003712156346	n/a	n/a	1.602971103087274e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4078.120609862228	-16.49362454819766	272.0396507369084	16631067.70858307	3606.7497877854566	-1.5548865685095734	13008644.031690435	2.417672240931476	4066.6316463572975	-5.027958072732417	16537492.947154664	25.280362381155086	3973.0676340220193	2918.4367268951546	1.019569	14.776588	0.0293694630923146	0.0175565781475855	-0.0221772739	-0.0098698042	0.0945139453	0.0365465993	-0.0030851653	0.0664763885	-0.067642191	0.0303814426	0.0206742255	-0.0153673005	-0.032577905	-0.0045345103	0.026675331	-0.0163882878	0.0508620456	0.0011139303	0.0305810706	-0.0399571535	-0.0532116929	-0.0140996529	0.0295082011	0.0104311368	-0.0575000388	0.0031801978	-0.0709246194	-0.047900059	-0.0457489951	-0.0844922636	0.0758593515	-0.0527781943	0.0746275683	0.0199386786	0.013828938	0.0380630318	0.0220353032	-0.0186825194	-0.0827874923	-0.0018869707	-0.0257875174	0.0212985806	0.0166716305	0.0514121005	0.0150319164	-0.0015735829	0.0133915954	-0.0347098157	-0.0302909171	-0.0188301117	-0.009267653	0.0366597405	-0.0328958834	0.071319388	0.0060278472	0.0735621181	-0.0659225286	-0.0006464276	0.0427244191	-0.0291825054	-0.040259073	-0.0459868351	-0.0708376967	0.0725596698	-0.0962820923	0.1179254115	-0.0852881556	0.0131582537	-0.0593514298	-0.0152983957	0.0269333099	-0.0640377352	0.1053731342	0.1052647956	0.1050843138	0.1048318124	-0.0152452268498848	-0.0066774686658562	0.0002324169417044	4.458858778349139e-05	0.047985252724203	-0.0002243212006476	5.032000106002541e-08	0.0023025844790056	0.0844362448802087	0.0102377969510457	0.0001048124864108	0.0071294794494705	0.0019708817121211	-0.0002270043629871	3.884374723173397e-06	5.153098081517918e-08	-0.0005729122458366	2.8390314100058128e-08	3.282284414295368e-07	8.060099346999594e-16	-0.0004179359878287	-1.7564772194099973e-05	3.0852122223062755e-10	1.7467048992235126e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4075.861374816002	-2.2592350462259674	5.104142994095649	16612645.946716988	3579.593435747196	-27.156352038260597	12813489.165244415	737.4674560259402	4073.7519648658495	7.120318508551918	16595455.07124837	50.69893566322701	3976.091425388768	2865.774748921227	0.990247	14.351612	0.0510661644999856	0.0331534858426203	-0.015256028	-0.0351803905	-0.1004685675	0.0738944918	0.0067457007	0.0309535823	0.0725261821	-0.003364934	0.0911905331	0.1028430557	0.0081046476	-0.0179900373	-0.0023152931	-0.0106734031	0.0388423221	0.0813285123	0.0115452598	0.062047381	0.0723428836	-0.0019470657	-0.040657856	0.0614349727	-0.0258386852	0.0604193906	0.0111891049	-0.0612732541	0.069882638	-0.0669795109	0.1482879734	0.074449771	0.0573066357	0.0028320078	-0.0245780918	-0.0071305696	-0.0006718621	-0.0476149137	0.0453257193	-0.0363358528	-0.0910539451	0.0018904114	-0.0039468901	-0.0584834697	0.0485429037	0.0441881637	0.0877652061	0.0612160229	-0.0260813339	0.0009799411	-0.0111914951	0.0123325316	-0.0387128416	0.0074761572	0.0275217878	0.0581377239	-0.0295088973	0.0887475448	0.1042459684	0.0582735208	0.0296815836	-0.0417707863	-0.0995615888	0.030930217	0.0087556517	0.1107000491	-0.0077816202	0.0343616008	-0.0115857023	0.0585830265	-0.0258844777	-0.071584832	0.1053089291	0.1050081413	0.1045074645	0.1038078519	-0.0192993561328478	-0.0040541292829629	0.0003724651471424	1.6435964242978077e-05	0.0477665993059304	-0.0002186534182726	4.780931732229399e-08	0.0022816480092533	0.0686910806317087	-0.0157451642485	0.0002479101972122	0.0047184645583519	0.001373887570235	-0.000596994141886	1.887567055646232e-06	3.564020054463208e-07	-0.0005727709294742	1.413163623999788e-07	3.28066537650739e-07	1.9970314281962143e-14	-0.0003941070950722	2.382889275650001e-05	5.678161300007785e-10	1.553204023862481e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4074.4748021851074	-1.386572630894534	1.9225836607457896	16601344.913641367	3584.076867988782	4.483432241585888	12845606.995652275	20.101164664891854	4071.403998519272	-2.347966346577323	16576330.519158715	5.512945964659661	3975.8391223534895	2875.858923121555	0.979274	14.19259	0.0582095439487602	0.0347424145761553	0.0162871222	-0.0141531087	0.1025083588	0.0164743562	-0.0332815504	0.0290879437	-0.0225250142	-0.0690575067	-0.0068378399	-0.0186467813	0.0094177965	-0.0109215609	0.0389862857	-0.0287916753	0.0037117074	0.0106397191	-0.0274143935	-0.0220694242	0.0452161447	-0.0776080947	-0.074168846	0.0370165179	0.0250574959	-0.002986644	-0.0311804687	0.0541392492	0.0234463224	-0.0044153956	0.0282026463	-0.0526577842	0.0262986863	-0.0071412515	0.0080248667	0.0393217342	0.0248134347	0.0141423581	-0.0134314418	0.0467036344	-0.0011168867	0.0652800179	-0.0184432556	-0.0487838229	-0.0010723799	0.024326229	0.0238372975	0.0085919307	-0.0209171483	0.0042737419	-0.022292213	0.0329779434	-0.0156142216	0.0339455469	0.0099875803	0.0579826265	-0.0655597393	0.0191730243	-0.0509236184	-0.0316557572	-0.0469743797	-0.0038966894	-0.0826655112	0.054960264	-0.0172860309	0.1012906958	0.0092930082	0.0446602041	0.0339462963	0.072619625	-0.0691761406	-0.0382437523	0.1052126458	0.1046235507	0.1036441676	0.10227815	-0.0196312978611814	-0.0003319417283336	0.0003853878557144	1.101853110090979e-07	0.0258641569150199	-0.0219024423909105	0.0004797169826871	0.0006689546129247	0.0679145896636583	-0.0007764909680503	6.029382234638388e-07	0.004612391489183	0.0016820012473608	0.0003081136771258	2.8291281961232877e-06	9.493403803198183e-08	-0.0005719993763304	7.715531437999662e-07	3.271832865223666e-07	5.952942537076113e-13	9.810518875141925e-07	0.0003950881469597	1.5609464386806072e-07	9.624628059951598e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4071.7514802415903	-2.7233219435170213	7.416482408041326	16579160.116849585	3571.4990071614584	-12.577860827323548	12755605.158155285	158.2025829915202	4077.5900025968	6.186004077527741	16626740.22927737	38.26664644718984	3982.4237680921497	2827.0717954060474	1.000852	14.505323	0.0304997356139882	0.0187636482290125	0.020274329	-0.0435893509	-0.015071661	-0.0668021287	-0.0310399587	-0.0265445188	-0.0155112754	0.0952648323	0.0703528163	0.0719987192	0.0529455509	-0.0037087854	0.0188091624	-0.0281480759	0.0113234345	0.0244059279	-0.0194552627	-0.0651925754	-0.0405789265	0.0647332648	0.0270474365	0.0227490256	0.0359612744	0.0417972046	-0.0566128606	-0.0554169617	0.0576419202	-0.0080625941	0.037652311	-0.1530070394	-0.0576628952	-0.0341235982	-0.0071972937	0.007000375	0.0479501946	-0.0047040527	-0.0202239806	-0.10368327	0.0433031167	-0.0174528742	-0.0574157823	0.0154740346	-0.0181918305	-0.0568039127	-0.0233190097	0.0266022818	-0.0205558686	0.0207236802	-0.0289082539	0.0373199738	-0.0232341035	0.0433921722	0.0332115062	0.0560068283	-0.0480196103	0.0182646292	0.0784412188	-0.0607754916	0.0062487121	-0.0348872369	-0.0684994487	0.0038673002	-0.0247866106	0.0989197703	-0.0043866154	0.024155931	-0.0447046945	0.0644649428	-0.0194182105	0.057009662	0.1050843138	0.1041114925	0.1024967892	0.1002501592	-0.0172581939686722	0.0023731038925092	0.0002978452590603	5.631622084642317e-06	0.0220275393222664	-0.0038366175927534	1.4719634553025658e-05	0.0004852124885939	0.0782005652694408	0.0102859756057824	0.0001058012941627	0.00611532840846	0.0014020006966907	-0.0002800005506701	1.965605953521208e-06	7.84003083755593e-08	-0.0005719995163302	-1.3999979994738787e-10	3.271834466819827e-07	1.9599943985308622e-20	9.009720985522296e-07	-8.007978896196286e-08	6.4127726001925095e-15	8.117507223696085e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4074.510244001471	2.758763759880821	7.610777482831766	16601633.728472928	3593.970325646034	22.47131848457548	12916622.70162426	504.9601544352235	4072.285984670593	-5.304017926207052	16583513.14094454	28.13260616152576	3978.2418465577225	2888.836989992631	0.951998	13.797277	0.0180114147329947	0.0112370595543292	0.0063823399	-0.0288717457	-0.0297535	0.0615037952	-0.0068376568	0.0016566462	0.0133726151	-0.035542482	0.0058361838	-0.0325516981	0.0105243274	0.0208706864	0.0030519426	-0.0054766161	-0.0087931809	0.0331708213	-0.0337580091	-0.0011874099	-0.0134944185	-0.0021428247	0.08338811	0.1205930053	-0.079398699	-0.0841907402	-0.0813664439	0.0796018371	0.0052295548	0.1051094672	0.0680870091	0.0129422769	0.0058379308	-0.0072969736	-0.004279852	0.0042881275	0.001874775	0.0083126845	0.0246934404	0.0109020455	-0.0251701108	0.0146357649	0.0006664983	0.0556308143	0.0880619099	0.1396486365	-0.0869490547	-0.009588808	-0.0241152214	0.0137030617	-0.0144038829	0.0334240767	-0.0227800879	0.0342859787	0.0261013094	0.0551432901	-0.034286897	0.0852946993	0.0100635288	0.0599587629	0.0242586024	0.0569284778	-0.0451355704	0.0572878928	0.0033880156	0.0858044048	-0.0002824875	0.0501821954	-0.0283545452	-0.0880653257	0.0694384346	0.0018381177	0.104923972	0.1034725904	0.1010684743	0.0977337597	-0.00907326120074	0.0081849327679322	8.232406881685387e-05	6.699312441557025e-05	0.02209083565333	6.329633106360102e-05	4.006425526112984e-09	0.0004880050198624	0.070587992950081	-0.0076125723193598	5.795125731748305e-05	0.0049826647487206	0.0013590007498632	-4.299994682750003e-05	1.84688303812874e-06	1.8489954271678294e-09	-0.0005719995378301	-2.1499900059070157e-11	3.27183471277848e-07	4.622457025500048e-22	8.886741331698552e-07	-1.2297965382374392e-08	1.5123995254607887e-16	7.897417149651936e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4073.8066934931567	-0.7035505083144926	0.4949833177495809	16595900.975949649	3598.2318991636616	4.261573517627767	12947272.800158933	18.1610088461463	4068.537517887531	-3.748466783061758	16552997.534458432	14.051003223717366	3972.81265446062	2870.836579588988	0.922286	13.366661	0.0602836967693709	0.0313249357065676	0.0109132231	-0.0164132191	0.0902337577	-0.0485831557	-0.0081570046	-0.0025918993	-0.0308812634	-0.0061644136	-0.0318151107	-0.0542097017	-0.025153651	-0.0062406547	0.0026648466	-0.0019401674	0.0067089496	0.0245518885	-0.0197009095	-0.0134366105	0.0220625545	-0.0782374674	-0.0117990004	0.0686069925	-0.0453674955	0.0039242354	-0.0582158442	-0.0886411287	-0.0268927292	0.138478966	-0.0030470414	-0.0475335389	0.0343191255	0.0269770076	0.0009843052	0.012008865	0.0050599209	-0.0074626514	-0.0147820159	0.031208893	-0.0115275542	0.0662454041	0.0041275513	0.0087302818	0.0463538261	0.0014796768	0.0494287681	-0.0609999753	-0.0323937847	0.0059800436	-0.0266065262	0.0333014284	-0.0063949208	0.0609330626	0.0330854052	0.0494200845	-0.076513351	0.0072956183	-0.0015491934	-0.0218375579	-0.0203572874	0.011088947	-0.0324038196	0.0623641849	-0.0746692666	0.0516015556	-0.0343604349	0.0060445686	-0.008935158	0.025692917	-0.0159237776	-0.0998637126	0.1047316694	0.102707623	0.0993631376	0.0947412111	8.341735282613172e-05	0.0091566785535661	6.958454752519345e-09	8.384476213333794e-05	0.0114190391601312	-0.0106717964931988	0.0001138872403922	0.0001303944553406	0.0803085691451173	0.0097205761950363	9.448960156350642e-05	0.006449466278136	0.0008619997458704	-0.0004970010039928	7.430435618806341e-07	2.470099979698512e-07	-0.0004550002003609	0.0001169993374692	2.0702518232845922e-07	1.3688844968231748e-08	1.961050437747272e-07	-6.925690893951281e-07	4.796519435855969e-13	3.8457188193887675e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4076.4367232806494	2.630029787492731	6.91705668309906	16617336.358911078	3581.163452148437	-17.068447015224592	12824731.67100371	291.33188351152927	4072.2667963224894	3.72927843495836	16583356.860430632	13.907517645445472	3974.0302041728846	2824.247925789125	1.028609	14.907596	0.0396921923925689	0.025511216695154	-0.0099752097	-0.0524644906	-0.1026839986	-0.0552465981	0.0115660033	-0.077898928	0.0593378418	0.0476550544	0.064684727	0.0854822869	-0.0003565169	-0.0027288903	-0.0450697803	-0.0153332362	0.0344054379	0.0436816793	0.0551735462	-0.0407204873	-0.0452604729	0.1496055086	0.0786156137	0.0262024819	-0.1192567706	0.0296640878	0.0504218637	-0.1447736365	-0.0309359169	-0.0131643321	0.0473428059	0.0089349657	-0.0206810201	0.0116536892	-0.0121032178	-0.0656160297	0.0199850944	-0.0786625823	-0.0024724863	-0.1246476221	-0.0278798405	-0.037018846	-0.0304844532	0.0918543957	-0.0014704768	0.0261367517	0.0609273821	0.0661887897	-0.0341149259	-0.0002647933	-0.0221888893	0.0161731228	-0.0217656236	0.0430370283	0.0494535901	0.0412013501	-0.0407714773	0.0218870553	0.1113360999	-0.0142518251	0.0417330982	-0.0011472033	-0.0252376861	-0.0012843644	-0.0104951318	-4.12684e-05	0.0159438419	-0.0239961314	-0.0223423887	0.0727758558	-0.0180874017	0.05440159	0.1045074645	0.1018175221	0.0973854535	0.0912870929	-0.011919206967903	-0.0120026243207291	0.0001420674947437	0.0001440629905845	0.0093240629066428	-0.0020949762534884	4.388925502680295e-06	8.693814908703218e-05	0.08041668040984	0.0001081112647226	1.1688045559940888e-08	0.0064668424881383	0.0008613880681848	-6.116776855999905e-07	7.419894040111416e-07	3.7414959106096093e-13	-0.000572668751176	-0.000117668550815	3.279494985734794e-07	1.3845887850925767e-08	-0.0003912532775281	-0.0003914493825718	1.5323261911590193e-07	1.5307912717648045e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4084.933509473944	8.49678619329461	72.19537561456193	16686681.776823113	3594.01949619391	12.856044045473029	12916976.139021927	165.27786849914247	4069.74387472927	-2.5229215932195075	16562815.205896411	6.365133365533258	3974.578111336988	2888.5041102961773	0.939326	13.613619	0.0418513752449596	0.0246017916653289	-0.0180930504	-0.02654596	-0.007569233	-0.002895759	0.0051810134	-0.0140175011	0.0057398717	-0.0754273838	-0.0040865641	-0.0038318515	-0.0215299585	-0.0313556623	-0.0213256762	-0.0090065097	0.0562468823	0.0361775779	-0.0243100446	-0.0128579117	-0.0442089302	-0.0454188665	0.0447551605	0.0341970018	-0.0074937465	-0.0540510153	0.0250492313	-0.018982699	0.0265007466	0.0068115319	0.0869659794	0.0511395993	-0.0455492729	0.0203174031	-0.0153263218	-0.0127660675	0.013482084	-0.0329329566	-0.0252557633	0.0500591538	-0.0095789984	0.0478968848	0.0485542135	0.0151405585	0.0009556205	0.104271925	-0.0622381252	0.1112691061	-0.0356969539	-0.0132657557	-0.0190240938	0.0123793369	-0.0124263451	0.0369915734	0.0191818919	0.0477664164	-0.0764689462	0.0441165415	-0.0621607486	0.0444817171	0.0149511555	0.0556904744	-0.0169641535	0.0700221921	0.0168330294	-0.0309368585	-0.0075294021	0.0578238607	0.0398372143	-0.0114078785	0.0350384947	0.0783901011	0.1042514257	0.1008033722	0.0951408427	0.0873882332	0.0001414292519257	0.0120606362198287	2.000223330026312e-08	0.000145458946027	0.0165776794993064	0.0072536165926636	5.261495367336469e-05	0.0002748194575817	0.0802528554454227	-0.0001638249644173	2.6838618966330557e-08	0.0064405208071439	0.0008614670821915	7.901400670003949e-08	7.421255336995366e-07	6.2432132547938834e-15	-0.0002181288990212	0.0003545398521548	4.758021658820088e-08	1.2569850676594746e-07	-0.0002984061943286	9.284708319949998e-05	8.620580858654873e-09	8.90462568136782e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4082.010840743416	-2.9226687305281303	8.541992508406912	16662812.503946768	3613.408658228165	19.38916203425515	13056722.13135827	375.93960439060135	4076.847670753404	7.103796024134226	16620686.930527456	50.46391795250524	3982.556989743984	2910.063030430177	0.960455	13.919844	0.0562057250319516	0.0358951173062151	-0.002895781	-0.0105295725	0.0941901089	-0.0068026118	0.010166104	0.0018561381	-0.129251887	0.0111193022	0.0155485181	-0.0088253629	0.0518876004	-0.0342516806	0.0465610841	-0.010888597	0.0111460753	-0.0333603611	0.0321624219	-0.0395404136	-0.0616028916	-0.0416693947	-0.0063444066	0.0663043424	-0.0704019913	0.0393840475	-0.0290019391	-0.0857426461	0.059264103	-0.0932195902	0.0409900648	-0.0062895117	0.1942201902	-0.0363587541	-0.0166591119	0.0507645573	0.0373798493	0.014536066	-0.1052149858	-0.0133598981	0.0229768522	0.0529989729	0.0458834317	-0.0116818421	0.0649289849	0.009455291	0.0750911155	-0.0403583976	-0.0332145303	-0.0126359572	-0.0100545743	0.0126076988	0.0025331909	0.0303755396	0.008791198	0.0570990732	-0.0810693558	0.0009023165	0.0360810815	-0.0322549812	-0.0216704421	-0.070745681	-0.0407365331	0.0535941042	-0.0863864982	0.0597123782	-0.0810830186	0.0174045178	0.0177029588	-0.0175072861	0.059238777	-0.0372745629	0.1039636308	0.099666409	0.0926354574	0.0830636267	9.62678662261851e-05	-4.5161385699514885e-05	9.267502067742672e-09	2.0395507583003475e-09	0.0475200434950267	0.0309423639957203	0.0009574298896436	0.0022581545337692	0.0802714331261142	1.857768069150889e-05	3.4513021987566227e-10	0.0064435029761202	0.000861999733761	5.326515694999883e-07	7.430435410040348e-07	2.837176944908009e-13	-0.0004230001794851	-0.0002048712804638	1.789291518444268e-07	4.1972241558917973e-08	1.823130348064021e-07	0.0002985885073634	8.9155096729507e-08	3.3238042660320386e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
