global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28
4320.527919809308	n/a	n/a	18666961.505851746	3604.881087656096	n/a	n/a	12995167.656140598	4125.707650310996	n/a	n/a	17021463.615834676	4025.584439149037	3660.946927001963	n/a	n/a	n/a	n/a	-0.0288012992	-0.0390153646	-0.0023020086	0.0070924291	0.0424900683	0.0286295924	-0.0239741508	-0.0117885889	0.0163173979	-0.0031962094	-0.0187275904	-0.014188498	0.0136768928	-0.0002853495	-0.0134399144	-0.0368018637	0.0036700571	0.0074255073	-0.0255669453	0.0329292319	-0.0104535223	0.0530951465	-0.0242960448	0.0186550496	-0.0813886184	0.0349122129	0.021967518	-0.0298398741	0.0048921783	-0.0689752141	0.0484582877	-0.1268684957	0.0053277249	-0.0585662765	0.1141857974	-0.0488870892	0.0041999004	-0.0146740648	0.1054052417	0.105393201	0.1053731342	0.1053450429	4.045731174073808e-06	n/a	n/a	1.636794073287263e-11	0.0392174093417168	n/a	n/a	0.0015380051954757	0.1157064802068106	n/a	n/a	0.013387989561849	0.0012600006581443	n/a	n/a	1.587601658524069e-06	2.3058025466760057e-07	n/a	5.3167253842575534e-14	n/a	0.0003660001620241	n/a	n/a	1.3395611860166745e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4312.344650881625	-8.183268927682548	66.96589034277467	18596316.387987364	3590.33067285733	-14.550414798766267	211.71457081615645	12890474.340460166	4122.362886145863	-3.3447641651328013	11.187447320356526	16993875.76507285	4022.169525806534	3657.726345576541	0.606004	12.128353	0.1469356261979669	0.0790450224613398	-0.0295786359	-0.0401126858	-0.0130332474	-0.0004781516	0.011387365	0.0082451811	-0.0147935465	-0.013600962	0.0006702896	-0.0295705778	-0.0171160719	-0.0076604529	-0.005384229	0.024840774	-0.0209653871	-0.0371098015	-0.0018118546	0.0203795535	-0.0265579499	0.0370870312	-0.0453001048	0.0303354941	-0.0331234222	0.0250868905	-0.1182392819	-0.014442291	-0.0052608485	-0.0117156843	-0.1044263187	-0.095748804	-0.0390458485	-0.0877068406	0.0015498033	-0.0775802293	-0.002879118	-0.0340641504	0.0811461465	-0.0818565247	0.1053731342	0.1052647956	0.1050843138	0.1048318124	-0.0078375519349123	-0.0078415976660863	6.149065395677127e-05	6.142722033244754e-05	0.007126576159834	-0.0320908331818828	0.0010298215743074	5.078808776191432e-05	0.18260798308971	0.0669015028828994	0.0044758110879905	0.0333456754880918	0.0011051260972464	-0.0001548745608978	2.3986129613317306e-08	1.2213036908150597e-06	-0.0004411846593252	-0.0004414152395798	1.946439036238928e-07	1.9484741373335198e-07	0.0005717442108883	0.0002057440488642	4.233061364303432e-08	3.268914426842849e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4307.705554384346	-4.639096497278842	21.521216311064823	18556327.14327375	3605.2453144704255	14.914641613095682	222.44653444708536	12997793.777510958	4118.681649472678	-3.681236673184685	13.551503443999849	16963538.52970298	4021.3441856714303	3654.0582072972	0.635206	12.712791	0.0868615028298135	0.044677399427075	-0.0285417103	-0.0310535021	-0.0023777322	0.0024605996	0.0266224887	0.012785006	-0.0081413819	0.0067098264	-0.0057833784	-0.010499793	-0.008996645	-0.0005602378	5.45971e-05	0.0200983201	-0.0157401801	-0.0433166283	-0.0101931844	0.0181352032	-0.0102352493	0.0314312489	-0.0506075309	0.0332855043	-0.0413600256	0.0310877516	-0.0998487053	-0.0419290237	0.0036868676	0.0082527525	-0.0882785449	0.0578380162	-0.0789921882	-0.1230350624	-0.0181437912	-0.0566575609	0.0557380973	-0.0122307078	-0.001830329	-0.0351212828	0.1053089291	0.1050081413	0.1045074645	0.1038078519	0.0002435496864308	0.0080811016213431	6.530420341447409e-05	5.931644976054101e-08	0.0137301785165959	0.0066036023567619	4.360756408623133e-05	0.0001885178020975	0.1461479375689265	-0.0364600455207834	0.0013293349193776	0.0213592196556508	0.0005141097094477	-0.0005910163877987	3.4930037064662337e-07	2.6430879334839855e-07	-0.0004658784032098	-2.469374388459997e-05	2.1704268657731298e-07	6.097809870382184e-10	0.0004731192759531	-9.862493493520002e-05	9.726877790972436e-09	2.2384184927838562e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4307.01560325165	-0.6899511326964785	0.4760325655091536	18550383.406653173	3591.598405252292	-13.64690921813326	186.23813120797053	12899579.104610808	4115.850021345024	-2.831628127653857	8.01811785332049	16940221.398205835	4018.515966284366	3656.366549725932	0.650331	13.015498	0.0896716784350025	0.0438192532076255	-0.0325405025	-0.0339612286	-0.0112047268	-0.0031932188	0.0215452025	0.0530513427	-0.0005326602	0.0098411491	0.0190182829	-0.0043950509	0.0039952374	-0.0094328016	0.0244462061	-0.0024088764	-0.0155939109	-0.0386354278	-0.0117740861	0.0143536447	-0.0224213528	0.035019319	-0.0365891751	0.0405967864	-0.0383543892	0.0379111593	-0.1126821787	0.0164622571	0.0072592256	0.0212474321	0.068257261	-0.0009588802	0.0287003005	-0.1647001657	0.0084271918	-0.0297451611	0.1099012313	-0.0144429488	0.0273090637	-0.0799030181	0.1052126458	0.1046235507	0.1036441676	0.10227815	0.0001057136425686	-0.0001378360438622	1.899877498758233e-08	1.1175374225121718e-08	0.0362366587665548	0.0225064802499588	0.0005065416532417	0.0013130954385637	0.13659117139143	-0.0095567661774964	9.133177977134076e-05	0.018657148102083	0.0010950217112166	0.0005809120017689	3.374587537991504e-07	1.1990725480357308e-06	-0.0001828975658773	0.0002829808373325	3.3451519603841294e-08	8.007815429740282e-08	0.0001876001957808	-0.0002855190801723	8.152114514243628e-08	3.519383345699449e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4307.418699816473	0.4030965648234996	0.1624868405725058	18553855.85552864	3599.599280890517	8.000875638224898	64.01401097834066	12957114.982987529	4115.297612122205	-0.5524092228197333	0.3051559494563017	16935674.43633872	4016.319408348802	3652.033503038097	0.57292	11.466206	0.0522715375890928	0.0266847144275131	-0.0269179662	-0.0296781532	-0.0131288953	-0.0041195169	0.0272695437	0.0273620547	0.0015312605	0.0042793443	0.0056058983	-0.0288806681	0.0041612007	-0.0036059862	0.006684864	0.0207864994	-0.0129790127	-0.0354574321	-0.0074330069	0.0096345661	-0.0060025295	0.0366127041	-0.0326362688	0.0435976699	-0.0079860075	0.0065109771	-0.0914331445	-0.0163855456	-0.0173816663	0.0320849714	-0.0216992841	-0.1111740368	-0.0416984428	-0.0576365385	0.0146332882	-0.0370003575	0.0140415973	-0.0385851942	0.0490330591	-0.0863394675	0.1050843138	0.1041114925	0.1024967892	0.1002501592	-0.0026185719308244	-0.0027242855733929	7.421731885397224e-06	6.856918956901425e-06	0.0583285182411685	0.0220918594746137	0.000488050255046	0.0034022160402103	0.1288552849651836	-0.0077358864262464	5.984393879978368e-05	0.0166036844634586	0.0012329966293181	0.0001379749181014	1.9037078025115604e-08	1.5202806879097958e-06	3.513929701859375e-05	0.0002180368628958	1.2347701949609515e-09	4.7540073581482766e-08	0.0002259785370802	3.83783412994e-05	1.4728970808932316e-09	5.1066299220907326e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4305.999259771709	-1.4194400447640874	2.0148100406798743	18541629.625154503	3601.4134021668924	1.8141212763753172	3.291036005397611	12970178.493307311	4116.084938265324	0.7873261431195715	0.61988245563954	16942155.219014656	4018.97620906296	3655.714548892376	0.615296	12.314314	0.0987273923495719	0.0679364335797919	-0.0175133757	-0.0230273984	0.0018821037	-0.0121613599	0.0153856441	-0.0152576153	0.0010454345	-0.0089066237	-0.0091462658	-0.0087963431	0.00548282	-0.0156703333	-0.0057434226	0.0100176573	-0.0094951556	-0.0273611507	0.00657631	-0.0015549202	0.0029664728	0.0283010054	-0.0187555015	0.0438342845	0.0002976399	0.0191357459	-0.0626051608	0.0060176905	0.0057633115	-0.0187272852	-0.0756191107	0.0284698993	-0.0352147474	-0.0283027235	-0.0702664419	-0.0182661625	0.0899117004	-0.0072768011	-0.0641037851	0.013251151	0.104923972	0.1034725904	0.1010684743	0.0977337597	7.129000145766895e-05	0.002689861932282	7.235357214740225e-06	5.082264307834441e-09	0.0731465926028676	0.0148180743616991	0.0002195753277888	0.0053504240094098	0.0685897230330994	-0.0602655619320841	0.0036319379549898	0.0047045501057572	0.0015989970063496	0.0003660003770315	1.339562759872003e-07	2.556791426314983e-06	3.522304653702513e-05	8.374951843137525e-08	1.2406630073494378e-09	7.01398183748726e-15	0.0002789722930004	5.299375592019998e-05	2.80833816652973e-09	7.782554026190102e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4303.555406853599	-2.443852918109769	5.9724170853536345	18520589.13985885	3607.188292015256	5.774889848363728	33.34935276073444	13011807.374051942	4118.310959398004	2.2260211326802164	4.955170083138913	16960485.15829771	4020.047170740957	3640.8248016110265	0.685719	13.723733	0.0395174449819639	0.0254432856516516	-0.0186553859	-0.0269084279	-0.0003135894	0.010520836	0.034062785	0.0105546807	-0.0033954256	-0.0139799897	-0.0129137335	-0.0246457535	-0.0057360654	-0.0110348606	0.0049475263	0.0179844075	-0.0116161039	-0.0255686179	0.0013924073	0.0006342626	-0.0027982108	0.0343304801	-0.0201215103	0.0405190791	-0.0288350111	0.0339177198	-0.0411079364	0.0180806782	0.0033421405	-0.004176323	-0.003248564	0.0801350921	0.0331534935	-0.0704849865	-0.0267162526	0.0337582111	-0.0241146627	-0.0121085755	0.0885332687	-0.0693619325	0.1047316694	0.102707623	0.0993631376	0.0947412111	1.2979733256202051e-05	-5.83102682014669e-05	3.400087377727001e-09	1.684734754021575e-10	0.0516139082162112	-0.0215326843866563	0.0004636564968953	0.0026639955213514	0.0725547627707783	0.0039650397376788	1.572154012137271e-05	0.0052641936007239	0.001599001830637	4.8242873999012476e-09	2.327374891684594e-17	2.5568068543804774e-06	3.4999934521939835e-05	-2.2311201508529169e-07	1.2249954165400756e-09	4.977897127541941e-14	-2.7982485659551817e-08	-0.000279000275486	7.784115372129711e-08	7.830195036870231e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4297.409586977286	-6.145819876312999	37.77110195208392	18467729.15824429	3583.720678254376	-23.46761376088034	550.7288956298603	12843053.899748003	4119.622765408232	1.3118060102278832	1.7208350084699973	16971291.72926977	4017.390176923524	3616.7035078265903	0.641699	12.842731	0.0614677991720529	0.0322893584674058	-0.0052312748	-0.0211620296	0.0074811162	0.0011159005	0.0003890866	-0.0075843106	-0.0150294488	0.006045206	-0.0162154058	-0.0106074152	-0.0150695975	0.0065334619	-0.023728705	0.0092349226	-0.0080911898	-0.025174892	0.0082185099	-0.0045644329	-0.0032714005	0.0507530169	-0.008650416	0.0309118062	-0.026087836	0.0042239089	-0.0081715742	0.0127651848	0.008026924	-0.0308215764	0.0058442621	-0.0760719313	0.0452197019	-0.0876655407	0.0453772429	-0.0045866942	0.0281286251	0.0429218779	-0.0338057074	0.0833790502	0.1045074645	0.1018175221	0.0973854535	0.0912870929	-0.0052737416199164	-0.0052867213531726	2.7949422666091145e-05	2.781235067363845e-05	0.0348793462092089	-0.0167345620070023	0.0002800455655662	0.0012165687919818	0.0717701254208407	-0.0007846373499375	6.156557709170958e-07	0.0051509509029232	0.0011969935771468	-0.0004020082534902	1.61610635874241e-07	1.432793623730692e-06	3.522204225658854e-05	2.2210773464870215e-07	1.2405922607249083e-09	4.9331845790778284e-14	0.0003709792255283	0.0003710072080139	1.3764634839831346e-07	1.376255857735773e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4290.930939466336	-6.478647510950395	41.97287357114375	18412088.327269454	3570.7896656426856	-12.93101261169022	167.21108716369156	12750538.836260602	4113.730211337857	-5.892554070374899	34.72219347229179	16922776.251673814	4012.577124831028	3596.4774936705985	0.650553	13.019929	0.1329337959444204	0.0833736440135483	0.0051297052	0.0034538258	-0.0008895705	0.0082970826	-0.0183319098	0.001760399	-0.0034848856	0.0127637447	-0.0504264799	0.018160834	-0.0035136202	0.0085558673	-0.026493236	0.0045166074	-0.003809885	-0.007940328	-0.0144400863	-0.0210792188	0.027219748	0.0531366881	0.0070638612	0.039596961	-0.0048043399	-0.0046658518	0.0202300605	-0.0110283272	-0.0345460661	0.0447413581	0.0322460797	-0.0494798558	-0.0178871692	0.0699883119	0.0288857429	0.010708173	-0.1033443943	0.0525274642	0.0026577449	0.014901201	0.1042514257	0.1008033722	0.0951408427	0.0873882332	-0.0180133081802296	-0.0127395665603132	0.0001622965561446	0.0003244792715959	0.0535042682409709	0.0186249220317619	0.0003468877206892	0.0028627067200017	-0.0015458102168111	-0.0733159356376518	0.0053752264184243	2.38952922639758e-06	0.0015989982488408	0.000402004671694	1.616077560638009e-07	2.556795399795945e-06	3.5166282152721e-05	-5.576010386753471e-08	1.2366674004447835e-09	3.10918918331826e-15	0.0002079722230323	-0.000163007002496	2.6571282862730953e-08	4.325244555299673e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4288.802417500574	-2.1285219657620478	4.5306057587315305	18393826.176358767	3573.1714297317144	2.3817640890288203	5.672800175787287	12767554.066250984	4117.77549900906	4.045287671202459	16.364352342782613	16956075.06023931	4012.349519802414	3584.479734510652	0.627019	12.548938	0.0856676470538564	0.0623302695169076	0.0225635169	-0.005894221	-0.0008790216	0.0078371368	-0.0270597753	-0.0286033671	-0.0091702292	0.0011980122	-0.0196104386	-0.0134752595	-0.0086943409	0.0090698088	-0.0238858304	0.0168562436	-0.0109820753	-0.002271788	0.0043461091	-0.0108594749	0.0130955185	0.0506177862	-0.0374824529	0.0108127626	-0.0051029179	-0.0048219735	-0.0062787057	0.0159661176	-0.0157228394	-0.0447070001	-0.0669078775	-0.0567539007	-0.0075318441	0.0339379421	-0.0386632663	0.0150487485	-0.0646034288	0.0309483363	0.0239809677	0.0204428213	0.1039636308	0.099666409	0.0926354574	0.0830636267	-0.0251198626585136	-0.007106554478284	5.050311655281838e-05	0.0006310074999825	0.0386057302544742	-0.0148985379864966	0.000221966434135	0.0014904024084812	0.0584637587024303	0.0600095689192414	0.0036011483618731	0.0034180110816159	0.0015989969713497	-1.2774911001007386e-09	1.6319835108365961e-18	2.5567913143855134e-06	3.5224645543507904e-05	5.8363390786901784e-08	1.240775653665771e-09	3.4062853841446117e-15	0.0002809722955471	7.300007251480003e-05	5.329010587166063e-09	7.894543086500694e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
