global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61
4542.019267159934	n/a	n/a	20629939.023252062	5102.248223501877	n/a	n/a	26032936.93422806	4236.37428991779	n/a	17946867.124276455	n/a	4255.082820263859	3553.9950129083777	n/a	n/a	n/a	n/a	-0.0125173374	0.0299933503	-0.0517620494	0.0032489213	-0.0531699141	0.0716328897	-0.1105962686	0.024119205	-0.0685468877	-0.0561334233	-0.0760432538	0.0221157573	0.0190775247	0.048820471	0.0189961061	0.0263344296	0.0055474729	-0.0358247752	-0.0337819885	0.1171150667	-0.0098676149	0.0160066681	-0.0003829015	0.1515655495	-0.0696615023	0.1106412951	-0.1004886227	0.1776906762	-0.0646814054	0.0201451114	-0.0335567094	0.087662342	-0.020479961	0.0496112637	-0.0174228219	0.0522249589	-0.1820910652	0.0506697901	-0.2456315508	0.0368971953	-0.0502794671	0.0591409038	-0.1170198498	0.0237467095	0.1054052417	0.105393201	0.1053731342	0.1053450429	0.1528989432598848	n/a	n/a	0.0233780868499894	0.1513061298720686	n/a	0.0228935449368632	n/a	0.973260046979746	n/a	n/a	0.9472351190470174	-0.0108722459632618	n/a	n/a	0.0001182057322856	-0.0060567602634507	n/a	3.66843448889154e-05	n/a	0.0024906751001817	n/a	6.203462454665122e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4549.482568096761	7.463300936826272	55.70086087363191	20697791.637416296	5010.222157739394	-92.02606576248309	8468.796779720862	25102326.06990279	4262.803150850184	26.428860932393945	18171490.702898253	698.484690183819	4261.025340113147	3583.744242049806	1.252188	36.880322	0.8413709337546044	0.4536878175099323	-0.0391664538	-0.0055959263	-0.0642356204	-0.0107746453	-0.0349168996	0.0515337492	-0.021840115	-0.0477007725	0.0155105985	-0.0082288649	-0.0235069682	0.0635668986	0.0248613922	0.0018854663	0.0470192474	0.0581961146	0.0225403479	-0.0165544252	-0.0249144646	0.011951465	0.0311147617	0.0054152042	0.0062024821	0.0784082919	-0.0403388912	0.0219486507	-0.05621136	0.0718112176	-0.0244588729	-0.092395129	0.0424580208	-0.0047555319	-0.136173068	0.0240068542	-0.002209651	0.0533862051	-0.0043615353	0.0192010848	-0.1237502749	0.0260401818	0.0468952224	0.0571393535	-0.0453521588	-0.0022463786	0.1053731342	0.1052647956	0.1050843138	0.1048318124	0.1353623649443562	-0.0175365783155286	0.0003075315790166	0.018322969843329	0.2233827903258998	0.0720766604538312	0.0498998710137849	0.0051950449821768	0.6005769481225514	-0.3726830988571946	0.1388926921738015	0.3606926706161977	-0.0073169416933805	0.0035553042698812	1.2640188451436198e-05	5.35376357443299e-05	-0.002080824791198	0.0039759354722527	4.329831811664201e-06	1.5808062879517303e-05	0.0025409272806087	5.0252180426999925e-05	6.456311445341523e-06	2.525281637667754e-09	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4556.616937773017	7.1343696762560285	50.89923067748155	20762757.917599943	5034.577591027627	24.355433288233144	593.1871306575752	25346971.520077545	4254.633686938317	-8.169463911866842	18101907.810030334	66.74014060729468	4272.036364792864	3631.538524075064	0.866421	25.518461	0.5410855690657645	0.3472551358879736	-0.0551599728	-0.0132312752	-0.0058072484	-0.0198246379	-0.0202626457	0.0146833257	-0.0516416423	0.0060946385	0.0191852166	-0.0555928017	-0.0171178272	0.0550085295	0.0036644966	-0.0503103785	-0.0195960809	0.0592813644	-0.0257947614	0.0373599206	0.0183018421	-0.0182838129	0.0444224945	-0.012110305	0.0142944928	-0.030270643	0.0003287944	-0.027123076	-0.0354928764	-0.0002750062	0.0057973998	-0.0540570003	0.0094837732	-0.0300259926	-0.1032804955	0.0202171028	-0.0269547879	0.0347782693	0.0238419218	0.0404787216	-0.0829380561	-0.0071771316	0.0086544154	0.0117449093	-0.1090137168	-0.0550583317	0.1053089291	0.1050081413	0.1045074645	0.1038078519	0.1053606319885176	-0.0300017329558385	0.0009001039803534	0.0111008627730198	0.214195690756739	-0.0091870995691608	0.0458797939387565	8.440279849367466e-05	0.3029262420248813	-0.2976507060976701	0.0885959428404415	0.0917643081073169	-0.004173018665363	0.0031439230280175	9.884252006098729e-06	1.7414084781467992e-05	-0.0024907099602269	-0.0004098851690288	6.203636105973486e-06	1.680058517898498e-07	0.0020098148687932	-0.0005311124118154	4.039355806822228e-06	2.820803939844772e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4527.875695532692	-28.741242240324937	826.0590055170384	20501658.31419565	4997.146339118148	-37.431251909479215	1401.0986195108917	24971471.534561902	4238.716259127349	-15.917427810967638	17966715.525390547	253.364508117366	4249.618412880149	3588.703521036397	0.769358	22.659681	0.1699821588937889	0.08356742149178	-0.0476958499	-0.0137233685	-0.0159118476	0.0038417114	0.0275103616	-0.0110727537	-0.0076423694	-0.0411496914	-0.0093164766	0.0105971713	-0.0203405614	0.0346014345	-0.0461618849	-0.0151984718	-0.0443061056	0.0379733946	0.0521341364	0.0440970017	0.041601763	-0.0166402391	0.0460692447	-0.0135000587	0.0183972052	-0.034462292	0.0054565329	-0.0141873414	-0.0380906068	-0.0157087916	0.0203679636	-0.0505944386	0.0057003227	0.0037098332	-0.088107373	0.0385066312	0.0186181538	0.0379558327	0.0346180361	0.0270698785	-0.0405097617	-0.0087938932	0.0005254847	-0.0370397192	-0.0825925019	-0.0257331525	0.1052126458	0.1046235507	0.1036441676	0.10227815	0.0520354615766791	-0.0533251704118385	0.0028435737994516	0.002707689261498	0.1905298896032832	-0.0236658011534557	0.0363016388322392	0.0005600701442349	0.3127930734439559	0.0098668314190746	9.735436225243824e-05	0.0978395067945159	-0.0031021660671717	0.0010708525981912	1.146725287053057e-06	9.623434308311532e-06	-0.0023169776838061	0.0001737322764208	5.368385587255479e-06	3.01829038703533e-08	0.0015919126252169	-0.0004179022435763	2.5341858063249623e-06	1.746422851861053e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4546.013910795106	18.138215262414636	328.9948529056911	20666242.477142617	5022.642887733502	25.496548615354182	650.0739912951194	25226941.577699933	4251.588256038092	12.871996910743292	18076002.698881023	165.68830447018485	4264.994959104107	3589.8119493637405	0.97492	28.71405	0.4038568875644213	0.2402728321810933	-0.0551868104	-0.0146278807	0.0394007031	0.0048411091	0.0379164994	-0.0130999891	-0.0194736076	-0.0487159511	0.0351002345	0.0216008608	-0.0226452611	0.0480208164	0.0121455417	-0.016395621	-0.058753978	0.0510964738	-0.0014052523	0.0127542696	0.0496084314	-0.0066777622	0.0315428076	-0.0208474334	0.000525585	-0.0814077002	0.0250693486	-0.0182989719	0.0312196341	-0.0760288579	0.0065348032	0.0763655863	-0.0239511653	0.020064186	-0.0069454022	0.0187837179	-0.0701527889	0.0227163597	-0.0272060918	0.0172712906	-0.0262349448	-0.0416769583	0.0370250595	-0.0920803145	-0.0252467143	0.0213815343	0.1050843138	0.1041114925	0.1024967892	0.1002501592	0.0539345095281333	0.0018990479514542	3.6063831219223977e-06	0.0029089313180403	0.1286986049437217	-0.0618312846595615	0.0165633309144601	0.0038231077626517	0.1951259037972903	-0.1176671696466656	0.0138455628126571	0.0380741183327093	0.0005679727086216	0.0036701387757933	1.3469918633581545e-05	3.2259299773895694e-07	-0.0030870575264185	-0.0007700798426124	9.52992417141711e-06	5.930229639979392e-07	0.001600881712946	8.969087729099974e-06	2.562822258844919e-06	8.044453469229173e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4540.195979024204	-5.81793177090276	33.84833009087973	20613379.527947545	5006.248529018637	-16.39435871486512	268.774997671674	25062524.334301267	4255.8007844413805	4.212528403288161	18111840.31685187	17.745395548509503	4263.956351210788	3636.4864063236114	0.7580949999999999	22.327967	0.1871912048578335	0.1038204411672311	-0.0514554242	-0.004622528	0.0376695447	-0.0138357733	0.0149091166	-0.001899568	-0.0193526896	-0.0193621486	0.0227024573	-0.0047070016	-0.0465687418	0.0566765567	-0.0363517326	-0.0152958249	-0.0065448422	0.0486926172	0.0269788055	0.0285300925	0.0123870887	-0.04131811	0.0249053345	-0.0305835653	0.0074328377	-0.0814395237	0.0177159399	-0.0036476606	0.0502525132	-0.0703634244	0.0140725962	0.0750505398	-0.0276461539	0.0642007424	-0.0048141949	-0.0028820414	-0.1159725562	0.0610840203	-0.0135361348	0.0291793091	-0.01268355	-0.0570344807	0.074343094	-0.1620934452	-0.0905328594	-0.0321238753	0.104923972	0.1034725904	0.1010684743	0.0977337597	0.0561443049600285	0.0022097954318952	4.883195850824897e-06	0.0031521829794446	0.1712133687283312	0.0425147637846095	0.0293140176313035	0.0018075051396611	0.2054619819342491	0.0103360781369588	0.0001068345112533	0.0422146260203497	0.0022123199583361	0.0016443472497145	2.70387787764364e-06	4.894359598052244e-06	-0.0040542083895795	-0.0009671508631609	1.64366056661368e-05	9.353807921130668e-07	0.0016319949501579	3.111323721190001e-05	2.6634075173408865e-06	9.680335298039595e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4392.8566129111405	-147.33936611306308	21708.88880659924	19297189.22159714	4873.733208171482	-132.51532084715473	17560.31025922436	23753275.38443349	4173.719040415645	-82.08174402573513	17419930.628328096	6737.412702306306	4183.156110624701	3234.234983548836	2.313768	68.146744	0.7970797648902676	0.4550110411016321	0.1754623721	-0.214896853	0.2420494719	0.0342334493	-0.1382537934	-0.0057486993	0.1151047	-0.1051367732	-0.0184915968	0.1206197888	0.0636682496	-0.0983481541	-0.27931611	-0.0196095917	0.028035375	-0.09165284	0.1700199739	0.0900999496	-0.1230206076	0.0691019884	-0.0003514169	0.065377151	0.0294043207	-0.0310747369	0.0886268904	-0.0136262922	0.1245254736	-0.0388820588	-0.0783511381	0.0979261088	-0.0409740924	-0.1412069051	-0.0080627074	0.0527381744	-0.2346895703	-0.1117104423	0.1068658517	-0.0399026411	-0.1370489195	-0.1545074098	-0.0416795158	-0.0500191121	-0.1795322977	-0.2091958181	0.1047316694	0.102707623	0.0993631376	0.0947412111	-0.0108092783651727	-0.0669535833252012	0.0044827823200846	0.0001168404987757	0.242206260627853	0.0709928918995217	0.0586638726873274	0.0050399907002571	0.5216045347164737	0.3161425527822246	0.0999461136796616	0.272071290636789	-0.0035659020031581	-0.0057782219614942	3.3387849036293884e-05	1.2715657096126949e-05	-0.0046365492434865	-0.000582340853907	2.149758888727524e-05	3.391208701291344e-07	0.0011327430278927	-0.0004992519222652	1.283106767239522e-06	2.4925248188549733e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4386.292326863609	-6.564286047531823	43.089851313820965	19239560.37670257	4901.324548817213	27.59134064573118	761.2820786287774	24022982.33283826	4152.926079644098	-20.79296077154777	17246795.022988092	432.3472176471244	4143.405721964051	3302.5705216148904	2.57115	75.72732499999998	3.691028379706962	2.22243662029413	0.1233528226	0.0191368734	-0.1279818564	0.1396547898	-0.0338909636	-0.0188494133	0.1007293083	-0.1003122301	-0.059153187	-0.0638290956	0.1635484347	-0.1456833081	-0.0988760172	-0.0237308529	0.0284039778	-0.1677007397	0.0550943779	-0.0062704402	-0.15308632	0.0500046899	-0.0807161099	0.1554097093	0.0210721806	0.2071657166	0.0139370323	0.0599287493	0.0243701861	0.1050918374	-0.1167795946	-0.1002478663	0.0691435829	-0.0722240938	0.3021260528	-0.2631802898	0.2639947451	-0.3652777611	0.4083447082	-0.2631951328	0.0755415251	0.0104272047	0.1528164997	-0.2240012301	-0.1051618831	0.0951900334	0.1045074645	0.1018175221	0.0973854535	0.0912870929	0.2884565460778816	0.2992658244430543	0.089560033679581	0.083207178975181	0.2191328117451689	-0.023073448882684	0.0480191891833436	0.0005323840433418	1.9460007243954325	1.4243961896789588	2.028904505171936	3.786918819347548	-0.0363791680147346	-0.0328132660115765	0.0010767104263464	0.0013234438654442	-0.0016732053486294	0.0029633438948571	2.799616138682032e-06	8.781407039186847e-06	0.0042419914555044	0.0031092484276117	1.799449150857234e-05	9.667425784605831e-06	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4461.733021443892	75.44069458028298	5691.298398755538	19907061.55464284	4920.864070956268	19.539522139054498	381.7929254226008	24214903.20482829	4170.784647224776	17.858567580678027	17395444.5735259	318.92843603364423	4176.89883411159	3472.7579920858607	3.004492	88.49043299999998	1.7360537236561553	0.9189887754225332	0.085622909	-0.0248161138	0.0758265113	-0.1065112343	0.0116177105	0.2043663827	0.0763670987	0.0361637182	0.1135767121	0.0039005429	0.1511061963	-0.1242945256	0.0654904978	-0.0372940936	-0.0467743197	-0.1147599297	-0.0850303343	0.0357129935	-0.0186345362	0.0700194931	-0.0486060584	0.0417318907	-0.0227441339	0.2420867447	-0.1296718946	0.1052070739	-0.0531536067	0.1613301021	-0.1198479751	0.0285913268	-0.0413000183	0.0368605991	0.2121634881	-0.0940727729	0.1509453631	-0.1240551925	-0.3785712232	0.0871206142	-0.1192693654	-0.0253684034	-0.1963930208	-0.032062974	0.1051732979	0.2060274827	0.1042514257	0.1008033722	0.0951408427	0.0873882332	0.1823385079656674	-0.1061180381122142	0.0112610380127853	0.0332473314871457	-0.0187924558171062	-0.2379252675622751	0.0003531563956378	0.0566084329445802	1.2454870731280463	-0.7005136512673862	0.4907193756119651	1.5512380493290674	-0.0258581576880889	0.0105210103266456	0.0001106916582933	0.000668644319022	-0.00485707202781	-0.0031838666791805	2.359114868333434e-05	1.0137007030796496e-05	0.0041169331270451	-0.0001250583284593	1.6949138372561344e-05	1.5639585517034287e-08	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4388.063250670363	-73.6697707735284	5427.235125824219	19255099.09188376	4915.5810199076905	-5.283051048577363	27.91062838187437	24162936.76327673	4210.612874348958	39.828227124182376	17729260.777633194	1586.2876758554569	4212.18533173192	3436.215057689262	2.291108	67.479355	1.3006515616495975	0.8143281557098219	0.0788945372	0.008745549	-0.1057712901	-0.0352126142	-0.0694681186	0.201892004	0.0819653902	-0.0303512352	0.0426679122	0.0782454825	0.0660844301	-0.0365603527	0.0166855952	-0.0268364944	0.0144360142	-0.0459705492	-0.0093514082	0.0069587711	-0.0627822811	0.0547952175	-0.0146843468	0.0377711054	-0.0614248713	0.1877915819	-0.1207684505	0.0043385587	0.0461420324	0.1326004128	-0.0743020825	-0.079274825	0.0915717213	0.0226871048	-0.1047408487	-0.1260329873	-0.0641290521	0.1672996961	-0.2747423879	0.1251264907	0.1565627022	0.0647896642	0.0677091173	0.0305131241	0.2310761041	-0.0966980321	0.1039636308	0.099666409	0.0926354574	0.0830636267	0.2628661512730303	0.0805276433073629	0.0064847013366378	0.0690986134850956	0.1101002328653208	0.1288926886824269	0.0121220612769978	0.016613325195785	1.269161018962464	0.0236739458344177	0.0005604557113709	1.61076969205384	-0.010825426870099	0.0150327308179899	0.0002259829958461	0.0001171898669198	-0.0009109688611668	0.0039461031666431	8.298642660155367e-07	1.5571730201791485e-05	0.0017446214351704	-0.0023723116918747	3.043703952056026e-06	5.627862763405402e-06	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
