global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08
4562.354113756056	n/a	20815075.059306808	n/a	3622.240084710949	n/a	13120623.231286785	n/a	4559.825310607299	n/a	n/a	20792006.86325495	4433.065225568163	3212.0125021785498	n/a	n/a	n/a	n/a	-0.0472801678	-0.0704172267	0.0828002558	-0.0118014922	-0.0257705354	-0.0516316254	0.0444005618	0.0890234169	0.1226124827	-0.1552669372	-0.0236522067	0.0504735314	0.1412497228	0.0334562732	-0.0150649663	0.0883730654	-0.0544380844	0.0913544957	0.0562563205	-0.054669347	0.0272266406	-0.1185248508	0.0634721603	-0.1937227825	0.0200159161	-0.0239005058	0.1560934953	-0.0398981292	-0.1106943489	0.0327976201	-0.1126056693	0.0679173907	-0.0642423021	0.1050204835	-0.0496512103	0.0423006882	-0.045963561	0.0338901789	-0.0729969666	0.1061517635	-0.0195739281	0.0002709148	0.0589898569	-0.0146336417	0.1051852355	-0.0679468688	0.0558414821	-0.0185087561	0.0568230428	0.1168892478	0.0577228488	-0.0586497171	0.0857418805	-0.0086681554	0.102279064	-0.1186957712	0.0284629956	-0.1265997566	0.0220602314	-0.0008613473	0.0020479718	-0.2115221813	0.0509504155	-0.0910803083	0.1307789513	-0.0125310895	0.0906357789	-0.1276279809	0.1007515725	-0.0336809232	0.0806261645	-0.1426705384	0.1304422582	-0.0708346985	0.0763604845	-0.0497976741	0.0551919786	-0.0253821053	0.0180782376	-0.0697359493	0.0207264723	-0.0040507664	-0.0039603004	0.1320634764	0.0035306242	-0.017374172	0.0320910777	-0.0701032061	0.1187370682	-0.0502101221	0.0320709636	-0.0899994404	0.1064986736	-0.1001773727	-0.0178707517	0.1288595676	-0.053826885	0.0478093603	-0.146909923	0.0158719861	-0.0687277388	0.0150126102	-0.0061736082	0.0045127384	-0.0962083752	0.0178745655	0.1054052417	0.105393201	0.1053731342	0.1053450429	0.0668053234771548	n/a	0.0044629512448872	n/a	0.0997836253496871	n/a	0.0099567718879267	n/a	0.0243293345715471	n/a	n/a	0.0005919165206942	0.0041830403184617	n/a	1.749782630587616e-05	n/a	-0.0002275936772924	n/a	5.179888194347712e-08	n/a	0.0001949762413732	n/a	3.801573470002034e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4558.563612207426	-3.7905015486303455	20780502.206541613	14.367901990169049	3599.230837519297	-23.009247191651863	12954462.62174986	529.4254563265392	4555.368308680832	-4.457001926466546	19.864866172526504	20751380.427733667	4429.464437596074	3122.694228389341	1.340973	19.003731	0.3628302570553255	0.1732874837094325	-0.0354717	-0.0231452097	0.0206847359	-0.0275228334	-0.0085126054	0.0404763712	0.0927623715	0.0255256347	-0.0272644316	-0.0919802955	-0.0255222228	-0.0284092612	0.0499247685	0.0428717493	-0.012530103	-0.0071411077	0.0295905383	0.0186709518	0.0284106816	0.0649748237	0.0596797886	0.0127383403	0.0389461816	-0.1801622631	0.1509271647	0.0205862537	-0.0031403649	0.0544092385	0.0205605756	-0.0816137633	0.0879115665	0.0126831918	-0.0748030013	-0.0557574719	0.0453196748	0.1353519811	0.0599282285	0.0842861425	-0.0124962298	0.0660415393	-0.1411242047	0.1863968223	-0.0999763825	0.0192919847	-0.0636857788	-0.089471369	-0.1166312603	-0.0240924597	-0.0141632894	0.0653919819	0.0428056308	-0.0010793737	-0.0251912204	-0.0217887081	-0.0270241724	0.0263908702	0.0531418485	-0.0544839136	0.0467646315	0.0938636488	0.0527809912	-0.1060118065	0.0244426415	-0.0707995504	0.0362339543	-0.0849830142	0.0872889483	-0.0137811228	0.0619149065	-0.1718462575	-0.011655335	-0.0471402553	-0.1742151	-0.0379843949	-0.080422465	0.1236326767	-0.0062901965	-0.1702469882	-0.0972826042	0.1321508585	0.0631405733	-0.0666213292	-0.0325563858	0.0422928686	-0.0325045484	-0.0210971737	0.0122067248	-0.0204861474	0.0114313956	0.04159777	-0.0788516549	-0.1327720526	0.1312456843	0.098488252	0.0925346398	0.1362097562	0.0542080959	0.0123930692	-0.1478603722	0.0140204923	-0.0056098827	0.063420087	0.205321304	-0.062215935	0.1846202391	0.0339106789	0.1053731342	0.1052647956	0.1050843138	0.1048318124	0.0244838654616472	-0.0423214580155076	0.000599459667944	0.0017911058085583	0.0299171306692471	-0.06986649468044	0.0008950347074808	0.0048813270789319	0.0517582478455551	0.027428913274008	0.000752345283393	0.0026789162200419	0.0014676884847854	-0.0027153518336762	2.154109488371663e-06	7.373135580649241e-06	0.0008981865197086	0.001125780197001	8.067390241862472e-07	1.2673810519596103e-06	-0.0004281595496569	-0.0006231357910301	1.8332059996239945e-07	3.8829821406270853e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4554.837125381476	-3.726486825949905	20746541.238753386	13.8867040639782	3588.5750098314115	-10.655827687885449	12877870.601186516	113.54666371390614	4550.171530781712	-5.196777899120207	27.00650053278423	20704060.95953639	4424.768533879171	3107.6926478303	0.940244	13.324769	0.1643697011420582	0.0773063819913242	-0.0330772461	-0.0797796615	-0.0004713049	-0.0211220815	0.0161133032	0.0507240979	0.0709873306	0.0270382668	0.0477308284	-0.0449986883	0.0261086656	-0.048203749	0.1389556966	-0.0137683567	0.0156396045	-0.0425810054	-0.0004217637	0.000563796	-0.0315726856	0.0768045676	0.0928321099	-0.0740041751	0.2048635372	0.0178567325	0.1417961985	0.0431098627	0.0631057235	0.0001651294	0.0451337949	0.0624106703	-0.0023672514	0.0524740152	0.0568830232	-0.0773445342	-0.0775614046	0.0938227251	-0.0220634079	-0.0709819708	0.0459755446	0.1260258238	-0.045330265	-0.0471337376	0.0842194523	0.0776525586	0.0351301007	-0.0022692415	0.0909999842	0.0231144049	-0.0288253669	0.1388140925	-0.0306277366	0.0079389909	-0.0357211657	-0.0197507567	-0.0298026444	-0.0117962175	0.0588755447	-0.0949071052	-0.0177064102	0.1459234398	0.134721205	-0.1017554603	-0.0977728222	0.0178117012	0.0111338941	-0.0090596611	0.0301156689	0.0841109935	-0.0297867389	0.0149085891	0.0949600232	0.0225988711	0.041305665	-0.0068316147	-0.1157945182	-0.0582431345	0.0236711774	-0.0440583067	0.0820115239	0.0918454085	0.0741756095	-0.0448945432	-0.0233190545	0.0991325311	-0.0341008552	-0.0098084204	0.0401562485	-0.0148554486	-0.0224153379	0.0817333277	-0.031485613	-0.0904028951	0.1328626834	0.031710585	0.0697992031	0.1017233616	-0.015761887	0.0938412175	-0.1013992404	0.1729911662	-0.0030145565	0.0349243849	0.0775356545	-0.058071949	-0.0113866707	0.0306050001	0.1053089291	0.1050081413	0.1045074645	0.1038078519	0.0247404659541814	0.0002566004925342	0.00061209065563	6.58438127687941e-08	0.066833147824127	0.0369160171548798	0.0044666696480816	0.0013627923225793	0.1052623194805448	0.0535040716349897	0.0028626856815221	0.0110801559024242	0.0023750161511718	0.0009073276663864	5.64070171832691e-06	8.232434941901907e-07	0.0007219561883125	-0.0001762303313961	5.21220737842714e-07	3.105712970397923e-08	-3.785731024631158e-05	0.0003903022394105	1.4331759390854874e-09	1.523358380889203e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4559.745694616664	4.908569235188224	20791280.7995752	24.094051936636312	3589.119241131994	0.5442313005823962	12881776.9270639	0.2961877085336065	4552.565381148167	2.393850366454899	5.730519576976254	20725851.54962876	4425.4011540929805	3093.6702962439995	0.815836	11.561706	0.1883324418773144	0.0917215137078796	-0.0228242799	-0.1126493213	0.0015879034	-0.0335444113	0.016169379	0.0578865736	0.1264291509	0.0241758368	0.0796157619	-0.0468845668	0.036141211	-0.028778058	0.1681318314	-0.0428829408	0.0470137879	-0.1032554632	-0.0039056162	-0.0036328731	-0.0483812029	0.1576564242	0.0328360572	-0.1339723152	0.0680014666	-0.0068861371	0.1168010208	0.0139999153	-0.0022641137	-0.0841343823	0.0280794172	0.0814203028	-0.0208094709	-0.0616310749	-0.0378065959	-0.0161499915	0.0293861961	0.0352214691	0.0037445618	0.0170288685	0.0261325485	-0.1600325581	-0.005890596	0.1780508804	-0.0408114055	0.0078553462	-0.0275869751	0.0297429568	-0.0387782157	0.0395532705	-0.0175897516	0.1538835205	-0.0757409125	0.0392043405	-0.0380207815	0.0287813633	-0.0496319063	0.0338031535	0.0981795361	-0.1773494736	-0.0171110322	0.0346709094	0.0561883679	-0.0007106877	0.0010750694	-0.0393554873	0.0281249464	-0.0261169729	0.0145626354	0.021047623	0.0263446485	0.0221475296	0.1068135499	-0.0030945715	0.0101351164	0.1475364249	-0.1006294189	0.0411393124	0.0197274152	0.1142569173	-0.0311249714	0.0611902479	-0.0030772126	-0.0559691344	-0.0100864217	0.1328158019	-0.0140541168	-0.0052706464	0.0285627602	-0.0437434145	-0.0098499084	0.0167367397	-0.0128571578	-0.0949483889	0.0242829163	-0.011508632	0.1130604554	0.0690456288	0.0645635811	0.0717742667	-0.0621817661	0.1269191484	0.034813657	0.0828459901	0.0508939977	-0.0427014873	0.0287942097	0.0309544664	0.1052126458	0.1046235507	0.1036441676	0.10227815	0.0332661234872802	0.0085256575330987	0.0011066349718709	7.268683637168426e-05	0.0972291994345937	0.0303960516104667	0.0094535172226919	0.0009239199535061	0.0810845489916687	-0.0241777704888761	0.0005845645858127	0.0065747040851823	0.0037800080986155	0.0014049919474436	1.4288461225598768e-05	1.97400237238164e-06	1.1444891323542097e-06	-0.0007208116991801	1.3098553740768917e-12	5.19569505674969e-07	0.0003409982880273	0.0003788555982736	1.1627983243754945e-07	1.4353156434325618e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4574.289088635216	14.543394018552137	20924120.6664072	211.51030957885803	3603.130348068512	14.01110693651799	12982548.305172317	196.3111175865425	4550.910840576838	-1.6545405713286527	2.737504502172545	20710789.478879787	4423.928574127139	3133.079045990239	0.918105	13.011018	0.1024813116780637	0.0514479005609735	-0.0323667682	-0.1015466505	0.0490810181	-0.0143244947	0.006595864	0.0076478234	0.0674941363	-0.0229432184	0.0633445911	-0.0919979554	0.0588341274	-0.0220413513	0.1494278921	-0.0296500335	0.0412418419	-0.058958433	-0.0695225855	-0.0493050721	-0.0324060934	0.0657391461	0.0044082165	-0.1430008589	-0.0524177366	0.0913093332	-0.010695208	0.0735713971	-0.0550650073	-0.0417503996	0.0095469725	0.0003041283	-0.1662931518	0.0295096563	0.0009159902	-0.0620111191	-0.0002198921	0.0168103748	0.1064631909	-0.0174655251	0.1243226813	-0.0301273364	-0.0195543278	-0.0226560166	-0.1033444954	0.0069545293	0.2421261633	-0.0534572437	-0.0460061861	0.0521453115	-0.0125904975	0.1397613448	-0.0451980681	0.0299363542	-0.013577317	0.1018907669	-0.0079970296	0.1022071128	0.0326863508	-0.1862739376	0.0307567502	-0.0435166067	-0.0620043797	0.1419703376	0.0705904651	0.0269143336	0.0331421589	0.1393219203	-0.0068423979	0.0229067731	0.0386771752	0.0034646132	0.0181509013	0.01420206	0.1197506517	-0.0324178966	-0.1495043495	0.0347900461	0.0471277841	0.0500232475	0.0173002952	-0.104850248	0.0561370855	-0.0244314566	-0.0031643644	0.1434255797	0.0024716492	-0.0085882779	0.0457324829	-0.0653369359	0.0553344013	-0.1025716078	0.0604115632	-0.1103790581	0.0029544714	0.0111448938	-0.0583150174	0.0269299973	0.0364317771	0.0786618355	-0.0213134518	0.0715449599	0.1054052454	0.0960109167	-0.0590275722	0.0278790777	0.0676517836	0.0058453072	0.1050843138	0.1041114925	0.1024967892	0.1002501592	0.024831932382483	-0.0084341911047971	0.0006166248658482	7.113557959224014e-05	0.0977740755914027	0.000544876156809	0.0095597698577533	2.968900262589568e-07	0.0448808727415439	-0.0362036762501248	0.0013107061740238	0.0020142927380426	0.0041186754285982	0.0003386673299827	1.6963487286138567e-05	1.14695560397611e-07	-0.0004891470193386	-0.0004902915084709	2.392648065278367e-07	2.403857632787237e-07	0.0006580108129003	0.000317012524873	4.329782298937137e-07	1.0049694092635447e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4571.269514525512	-3.019574109704081	20896504.97443031	9.117827803995192	3634.66568760672	31.535339538208063	13210794.660665631	994.4776397900688	4560.406742946358	9.495902369519172	90.17216181143982	20797309.66111061	4436.904118134778	3170.263200428175	0.918906	13.022368	0.0536050672505279	0.0344985451628399	-0.0427259827	-0.0788658937	0.055506145	-0.0046135172	-0.0025754046	-0.0420866644	0.0777392262	0.023060585	0.0632529309	0.0578270322	-0.0293656354	0.056782818	0.1434963914	0.0272100572	0.0297411764	0.0287143784	-0.0842138065	-0.0260760018	-0.0507052298	0.0287405698	0.0905986045	0.0444619593	-0.0925284102	0.0155470142	-0.1131021496	0.0663391175	0.0156567661	0.0238115951	0.1411681549	-0.1037714246	0.0195804859	0.0164683878	0.0519137358	0.117998751	-0.0456519898	-0.0017899815	-0.0048306682	-0.032404964	-0.1259295102	-0.0080184523	-0.0057188207	-0.0551529887	0.0023261745	0.0760274244	0.1480158055	0.0191104258	-0.0229498597	-0.017390219	0.0797054296	0.1324552185	0.0193854372	0.0316356089	0.0214080928	0.0797244372	0.0292479401	0.0869273306	0.0461545425	0.0507642365	0.0413066562	0.0984782178	-0.0356625931	0.0378801467	-0.0964435305	0.0114083649	-0.0580940121	0.1722940343	-0.0315036295	0.0233046736	-0.0176339258	-0.0450744916	-0.0329360356	0.0396526058	-0.1415798213	-0.0096837962	0.1462093464	-0.1361694334	-0.0731381989	-0.0441471421	0.0240365132	0.027808961	-0.1084956677	0.1321447568	-0.0027561146	0.130821525	-0.0234943864	0.0247351106	0.0208828095	-0.058568846	0.1275580487	-0.0818864161	-0.0054169543	-0.0727389696	-0.064608096	-0.0562351384	0.0760946835	-0.0035335626	0.0446248192	0.0708732217	-0.0212601411	-0.0067957434	0.0311760366	0.055595273	-0.0550715574	0.0859503366	-0.0223102193	-0.0039411253	0.104923972	0.1034725904	0.1010684743	0.0977337597	0.0311031250698192	0.0062711926873362	0.0009674043891088	3.932785772169903e-05	0.0976828070259898	-9.126856541290251e-05	0.0095419307884767	8.329951032529265e-09	0.015002871521915	-0.0298780012196289	0.0008926949568801	0.000225086153903	0.0043121220215044	0.0001934465929061	1.859439632834319e-05	3.742158430701696e-08	-0.0003360843545245	0.000153062664814	1.129526933561498e-07	2.342817935999352e-08	0.0006572279750576	-7.828378427000111e-07	4.319486111983133e-07	6.128350879632073e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4560.93747151504	-10.332043010472262	20802150.619070005	106.75111277024872	3607.048431761965	-27.617255844755164	13010798.389076447	762.7128203946633	4559.8069626284905	-0.5997803178670438	0.3597364297006921	20791839.53643526	4436.391974742172	3145.9520735637	0.926702	13.132852	0.0719075904784217	0.0398934124697646	-0.0360000686	-0.0951687556	0.0218102645	-0.0124719787	0.0275618828	-0.0055930341	0.0166315107	0.0537900038	0.1188176257	0.0163324379	-0.0236971677	0.058322745	0.1149712227	0.0593475609	-0.0289682844	-0.0166274652	-0.0298142029	-0.0213804131	-0.1088267335	-0.0385991691	-0.0391601325	-0.111522889	-0.0473960072	0.1178288822	-0.1303542033	0.038200851	0.0029568418	-0.0290630069	-0.0090563025	-0.124088191	0.0187611456	0.0647125654	-0.0322548022	0.0745678143	0.0611667498	-0.0331836085	-0.0791518016	-0.0681540273	0.0805725345	0.0091214421	-0.0392387111	-0.0896533386	-0.0215072625	-0.0940578342	-0.0227323044	-0.0503463359	0.0090473583	-0.0142190798	0.0761769698	0.1174328869	0.0451263842	0.0373446707	-0.0258570528	0.0035733483	0.0700681231	0.0129796265	0.0498731757	0.0031628961	-0.0547428296	-0.0199826412	-0.0227147013	0.0008834174	-0.1629929327	0.080550924	-0.1071051073	0.1075888592	0.0261900675	-0.0008183859	0.022088925	0.0202137845	-0.0299092365	-0.0885158639	0.02448234	0.0052138519	0.1213166004	0.0033383377	-0.0432571176	0.0293704839	-0.0906652271	-0.0528482438	0.0404088173	-0.0119306275	0.003849265	0.1385775172	-0.008547028	0.0413624292	-0.0053431894	-0.0463989397	0.0733931184	-0.0751686288	0.0091649745	-0.0271289661	-0.1046240961	-0.1078174601	0.0905263222	0.0210786921	-0.0412891052	0.033126061	0.049787039	0.0202333896	-0.0522153835	0.0202160327	-0.1098908905	0.1349958348	-0.0823184869	-0.011355189	0.1047316694	0.102707623	0.0993631376	0.0947412111	0.0470245261600723	0.0159214010902531	0.0022113060605793	0.0002534910126767	0.0979675215147608	0.000284714488771	0.0095976352717451	8.10623401161326e-08	0.0150821218476977	7.925032578270062e-05	6.280614136664183e-09	0.0002274703994288	0.0042010038205378	-0.0001111182009665	1.764843310017319e-05	1.2347254586053614e-08	-0.0009087236651688	-0.0005726393106443	8.257786996378173e-07	3.279157800951791e-07	0.001085914954919	0.0004286869798614	1.179211289316734e-06	1.8377252670268846e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4560.591433930497	-0.3460375845425005	20798994.22724023	0.1197420099160082	3622.679095970656	15.630664208691089	13123803.832382768	244.31766360485656	4557.0173908542565	-2.789571774233991	7.781710683602977	20766407.50054813	4433.256460036889	3116.0079849077306	0.932362	13.213058	0.0440340001724825	0.0232837817318014	-0.019761008	-0.1269905475	0.0537641648	-0.0395414064	-0.0121199419	-0.0160433762	0.0190542783	0.0653272176	0.1094111844	-0.0209053779	0.0048770089	0.0267481652	0.1492545041	0.0465221674	-0.0374579598	-0.0072395507	-0.0129528397	-0.0073562089	-0.0540924265	-0.0358169871	-0.0162776568	-0.1197553155	-0.0588660189	-0.0317603576	-0.1216704626	0.0888438795	-0.036417822	-0.0126061053	-0.1487438969	0.0897844709	-0.064058401	0.0286066809	0.0541854316	-0.008021367	-0.0204539136	0.0047511482	0.0299846335	0.0975332055	0.079865119	0.0301924109	-0.0406705948	-0.1012353769	0.0847142893	0.0328830104	0.0151927961	0.0196660162	-0.0537063813	0.0021161886	0.0438980022	0.1386402512	0.0422205612	0.0068380118	-0.0255212826	0.0080985241	0.0706257312	0.0117307782	0.036035269	-0.072059508	0.00167865	-0.0595280987	-0.1030101247	0.0180679607	-0.0185427058	-0.0961510511	-0.0495972096	0.1235167289	-0.0914021782	0.0299487766	-0.0041743119	0.0177309909	-0.0011614859	-0.0504433795	0.1850764712	0.0130177078	0.0107268069	-0.044865519	0.0346559455	-0.0857328878	-0.0082392566	-0.0454284355	0.0119633546	0.0289070625	0.0049552408	0.156276093	0.0065573552	0.0306119596	0.0084298877	-0.0570041855	0.039782842	-0.1364550491	0.0867206337	-0.0752288518	-0.0408723361	-0.0462823336	0.0186538616	0.0386666965	-0.0759290529	0.0267792403	0.0655424747	0.0495940171	-0.0084474488	0.066754782	-0.0604502422	0.1355286601	-0.0341271892	-0.032623048	0.1045074645	0.1018175221	0.0973854535	0.0912870929	0.0489473684687737	0.0019228423087013	0.0023958448800179	3.6973225441321255e-06	0.0978484380143527	-0.0001190835004081	0.0095743168218486	1.4180880069448282e-08	0.0314326437225958	0.016350521874898	0.0002673395655815	0.0009880110913916	0.0040629531931131	-0.0001380506274246	1.6507588649427938e-05	1.905797573235324e-08	-0.0007009579295695	0.0002077657355992	4.913420190263602e-07	4.316660088911821e-08	0.0012529296416645	0.0001670146867454	1.5698326869615325e-06	2.7893905588697468e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4566.709545557589	6.118111627091821	20854836.0734868	37.43128988155613	3617.429344497041	-5.249751473615106	13085795.06242829	27.559890534723976	4554.625422747597	-2.3919681066590783	5.721511423274216	20744612.74153873	4428.194135038267	3130.3278120600658	0.975695	13.827161	0.023987410542415	0.0140946382055456	-0.0243220701	-0.1179588296	0.0522413507	-0.0418632102	-0.0227752941	0.0091150769	0.0766587321	-0.0231186097	0.0665170175	0.0228043527	0.012566583	0.0309538036	0.1332501308	0.0367616963	-0.0360857441	-0.0567717133	-0.0612331824	0.0006668881	-0.0889968219	0.1021027506	0.1140142057	0.0540511756	-0.0778742188	0.0388247174	-0.1719214357	0.0106133732	-0.0502039189	0.0131093319	0.0826526637	-0.0308896574	-0.0197532728	-0.0434289631	0.0009391161	0.0525140851	-0.0373740108	0.0473278759	0.0148543826	-0.0583928322	-0.1212612313	-0.0075217274	-0.0559320904	0.0085333111	-0.0152053774	0.1247277737	-0.0203092477	0.0895806199	-0.0238669672	0.0111160792	0.03364041	0.1303309907	0.0550638635	-0.0067771315	-0.0369073891	0.0740452025	-0.0480659643	0.0818382894	0.0669951074	0.011803385	-0.0407211605	0.133418953	-0.053359179	0.1247485971	0.1066754926	-0.0446157335	-0.0997291915	0.1386107155	-0.0013214127	0.0049376542	-0.0164845872	-0.0090670102	0.0268597312	-0.0249935064	-0.0958084881	0.0496521211	0.0422096474	-0.0736040227	0.0045749511	0.0044038904	0.0263720108	0.0170855797	-0.0808762395	-0.033137208	0.0072086177	0.1342975188	0.0049922832	0.0355046389	0.0210628681	-0.0385242428	0.0717539772	-0.123801558	0.1143371206	-0.0275224884	-0.1311975916	0.0205894195	-0.0566459044	-0.1582919104	0.095404644	0.0922573973	-0.0449315121	-0.0027702167	0.0776413474	-0.0829157261	-0.125620749	0.1374883264	0.0991932872	-0.076756116	0.1042514257	0.1008033722	0.0951408427	0.0873882332	0.0547275565425025	0.0057801880737287	0.0029951054451128	3.341057416767665e-05	0.0977500500317347	-9.838798261799232e-05	0.0095550722812066	9.680195123638356e-09	0.031437704421009	5.060698413203446e-06	2.561066842939988e-11	0.0009883292592627	0.0038300197109797	-0.0002329334821334	1.4669050986493024e-05	5.425800709879113e-08	-0.000786019229451	-8.506129988149994e-05	6.178262290667438e-07	7.235424737530462e-09	0.0012970103354027	4.408069373820008e-05	1.6822358101414247e-06	1.9431075604409913e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4551.919012645927	-14.790532911662012	20719966.697687477	218.7598638109572	3619.679627561284	2.2502830642433764	13102080.606182195	5.06377386922056	4550.986951361145	-3.638471386452693	13.238474030034984	20711482.231459405	4425.984790501035	3171.456510502359	1.162409	16.473196	0.1182863929990748	0.0521667390183157	-0.0302486515	-0.0915920044	0.0366531779	-0.0428862409	-0.0317611857	0.0083229416	0.0127873354	0.1190321105	0.0905627527	0.0142580327	0.0190516773	-0.0591199128	0.1076654507	0.0536175477	0.0090466477	-0.0386232517	-0.0744611292	0.0004331958	-0.1053568442	0.0015979427	-0.0080516982	-0.0357745248	-0.0551446149	0.066486631	-0.0929406717	0.1193373609	0.0676878824	0.0323512379	-0.0281885406	0.0465009449	0.0045379337	0.1378634277	0.19607381	0.0569208068	-0.0270717842	-0.0325485838	-0.0616381778	0.056423688	-0.2394043587	-0.0431877055	0.0577340356	0.043468368	-0.0307201903	-0.0379273896	-0.107679047	0.0307225618	0.0084586149	0.0084286396	-0.0384781352	0.1160999963	0.0505449009	-0.0017792131	0.007164062	0.0432787207	0.0613271373	-0.0239794043	0.0985275756	-0.0136944076	-0.0827289093	0.0171495836	-0.0574943287	-0.0520149833	0.0605324883	0.0316982202	-0.0819606122	0.0422174662	-0.0739914818	-0.0225225471	-0.1512425362	0.0871412485	0.0372779784	-0.1534055049	-0.1399316287	0.1261612295	0.0133290979	-0.024200057	0.1110294433	0.0313378922	0.1045490894	-0.0576243367	-0.0887948998	0.1793653563	-0.0035927096	0.1062111985	-0.0198997605	0.0628141391	-0.0361716926	-0.023634009	0.0603424863	-0.1091902284	0.0418162767	-0.0655085163	-0.0912960635	-0.0210244802	0.0866639513	0.0027576767	-0.0871816733	0.0199946432	0.0686777943	-0.0402784961	-0.0942035376	-0.054063444	-0.0214618954	0.1455841386	-0.055385207	-0.1053045773	0.1039636308	0.099666409	0.0926354574	0.0830636267	0.0342182321496551	-0.0205093243928473	0.0011708874114476	0.000420632387051	0.0943700502386377	-0.0033799997930969	0.008905706382043	1.142439860133576e-05	0.0060714761828535	-0.0253662282381555	0.0006434455350301	3.686282303895731e-05	0.0030882687990113	-0.0007417509119683	9.5374041749467e-06	5.501944154059529e-07	-0.0003491860942972	0.0004368331351537	1.2193092845053305e-07	1.9082318796829805e-07	0.00149904309978	0.0002020327643772	2.247130214998031e-06	4.08172378819336e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
