global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36
5178.485633961031	n/a	n/a	26816713.461140785	3631.232960782732	n/a	n/a	13185852.815474926	4861.5163019082365	n/a	n/a	23634340.75371953	4840.073834097959	3913.53588501989	n/a	n/a	n/a	n/a	-0.0076422404	-0.0253408873	-0.0396722911	-0.0257423694	0.0290531355	0.0170284284	0.0061555662	-0.0287134589	-0.0570731437	0.0338320273	0.107098952	-0.0095978342	0.0051671643	0.0384707013	-0.0394715761	0.0091916301	-0.0745696139	0.0243767079	-0.0083379092	0.0049209908	0.038581677	0.0190348881	-0.0105803567	0.0698327162	-0.040720109	-0.0505937278	0.0017345483	0.0419712441	-0.0237958512	0.0240070337	-0.0112979769	0.0236387733	-0.0068896036	0.0394752679	-0.0023779586	0.0312566683	-0.0156334548	-0.0343486069	0.0068712622	-0.0573200459	0.0190673803	-0.0534995235	0.0493865687	-0.0518956727	0.1043081882	-0.0169235883	0.0709294742	-0.0793903406	0.0447817902	0.1054052417	0.105393201	0.1053731342	0.1053450429	-0.0215518811553039	n/a	0.0004644835813323	n/a	-0.0780080783291339	n/a	n/a	0.0060852602846042	0.331539830956828	n/a	0.109918659510882	n/a	-0.0023230022058227	n/a	n/a	5.396339248257129e-06	-0.0007039991100017	n/a	n/a	4.956147468831857e-07	-1.817694576164908e-06	n/a	n/a	3.3040135722193243e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5188.127713967833	9.642080006801734	92.96970685756573	26916669.176441096	3685.7531226158144	54.52016183308251	2972.448046305507	13584776.080872228	4865.157587898584	3.641285990347569	13.258963663501476	23669758.35508717	4843.19325093152	3912.391586065669	0.615059	14.369832	0.0257878510327199	0.0186203954745215	0.0064935597	-0.0287216049	-0.0323158311	-0.0448679068	0.0371572605	-0.0105827602	-0.0068345947	0.0143846044	-0.0241562895	0.0248609124	0.0873265843	-0.0095982219	0.0081674987	0.034220661	-0.0216188517	0.0349978525	-0.0464960319	-0.0973574855	-0.0076140724	0.0069017187	0.028511353	0.0074729459	0.0008797082	0.0681559272	0.0835852302	-0.0485455004	0.003223256	0.0381250109	-0.029864077	0.0250490218	-0.0141724115	0.0154048564	-0.0064535214	0.0424469845	0.0045225835	0.0601372287	-0.0129223646	-0.0534099839	-0.0505495939	0.0449554126	-0.0569496253	-0.0447806048	0.0382968963	0.0362495406	-0.0680621501	0.0101635163	0.0405481388	0.047199575	0.0141413431	0.1053731342	0.1052647956	0.1050843138	0.1048318124	-0.0215550315806041	-3.150425300198212e-06	0.0004646193864408	9.925179572128992e-12	-0.0771855827454572	0.0008224955836766	6.7649898516767e-07	0.0059576141837558	0.3129299337347362	-0.0186098972220917	0.0979251434272264	0.0003463282746168	-0.0024500030357085	-0.0001270008298858	1.6129210791681964e-08	6.002514874980866e-06	-0.0007039984882366	6.217651000181915e-10	3.865918396006316e-19	4.956138714394182e-07	-1.8623989582891925e-06	-4.470438212428449e-08	1.998481781114047e-15	3.4685298798366695e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5190.646344047783	2.5186300799496166	6.343497479627012	26942809.468976613	3686.392138344901	0.6390157290866227	0.408341102020108	13589486.997651093	4869.946596476734	4.78900857815006	22.93460316159486	23716379.85253533	4848.064329749122	3955.7595207129984	0.627441	14.659108	0.0656972112562524	0.0333801831126747	0.0313300962	-0.0372280073	-0.044820545	-0.0277234652	0.0253920311	-0.0139658955	0.0501850387	-0.0027455919	-0.0383885372	0.0592673928	0.0071057171	-0.0311428387	0.0261792085	0.043407192	-0.0443552865	0.0170424627	-0.0655404668	0.013133576	-0.0271181778	0.0294335319	0.0414943754	0.01365564	-0.0220587365	0.0843780261	-0.0149351526	-0.0466521103	0.0010162346	0.0356130037	-0.030094138	0.024826868	-0.0201252556	0.0266123116	0.0097276382	0.0244546697	0.0154944797	0.0582937651	-0.0403422292	-0.0411346472	0.0016935096	-0.0486684871	-0.00942609	-0.0995259394	0.0617844379	-0.0812220017	0.0097332551	-0.0091292181	0.0687287948	-0.0350628353	0.043903105	0.1053089291	0.1050081413	0.1045074645	0.1038078519	-0.0325815443163435	-0.0110265127357393	0.0010615570300378	0.0001215839831114	-0.0581216876282439	0.0190638951172133	0.0003634320970401	0.0033781305727551	0.302595652860802	-0.0103342808739342	0.0915641291302549	0.0001067973611813	-0.0020640399819482	0.0003859630537603	1.4896747886797626e-07	4.260261047080726e-06	-0.0007038754332295	1.2305500709998852e-07	1.5142534772378225e-14	4.954406255040163e-07	-0.0001212267407782	-0.0001193643418199	1.4247846098100509e-08	1.46959226797049e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5185.872656106986	-4.773687940796663	22.78809655610748	26893275.20535813	3710.7510815211695	24.35894317626844	593.3581126646748	13769673.58901053	4868.740323316206	-1.206273160528326	1.4550949378109967	23704632.335885197	4849.250398360472	3980.417134482337	0.645047	15.070444	0.0680171692647256	0.036173089212522	0.0269794096	-0.0550161206	-0.0536380775	-0.0294494811	-0.0076833267	-0.0466368454	0.0065477201	0.0095246708	-0.0226069613	-0.0241517812	0.0223561507	-0.0242251526	0.0071596196	0.0505733687	-0.0111971497	0.0161603357	-0.0777294267	0.0155139995	-0.0256899894	0.0080474305	0.0450381908	-0.0178031884	-0.0090156929	0.0722131904	-0.0190570908	-0.0480394995	0.0027475636	0.0371873424	-0.026242848	0.0198317426	-0.0121006149	0.0136644282	-0.0041440656	0.0409542998	0.0106052814	0.0627622131	-0.0434641792	-0.0512611753	-0.0713805159	0.0162499345	-0.0267662665	0.0590356472	0.0307919398	0.0601975586	0.0595148421	-0.0031154561	0.0553447128	-0.0282660372	0.0106299842	0.1052126458	0.1046235507	0.1036441676	0.10227815	-0.0388912735416795	-0.006309729225336	0.0015125311576937	3.981268289705924e-05	-0.0820874406222458	-0.0239657529940018	0.0005743573165695	0.0067383479079107	0.3128412589708347	0.0102456061100327	0.0978696533144568	0.0001049724445619	-0.002450102509106	-0.0003860625271578	1.4904427487546708e-07	6.003002305127517e-06	-0.0007031519048772	7.235283522999533e-07	5.234932765818853e-13	4.944226013324349e-07	-0.0002843623039752	-0.000163135563197	2.6613211979602384e-08	8.086191992208406e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5175.317207852273	-10.555448254713156	111.417487857927	26783908.201891847	3680.356254741124	-30.394826780045605	923.8454949889776	13545022.161812112	4864.797440681986	-3.942882634220041	15.54632346723397	23666254.138866	4844.772341641513	3898.155218127403	0.617989	14.438279	0.0180548485577228	0.0131068000291797	-0.0113524121	-0.0249903927	-0.0276505671	-0.0380178241	0.0248525117	-0.0192329395	-0.018597026	0.0269120918	-0.0409958573	0.0050730768	0.0340744683	-0.0105580875	0.0143736725	0.0302890794	-0.0155351543	0.0342682509	-0.0696147978	-0.0058448221	-0.0104868211	0.0142668288	0.0277935565	-0.0087128536	-0.0035098882	0.0752522889	-0.001654903	-0.0478792452	-0.0020384026	0.0414563607	-0.0238266274	0.0269373351	-0.0162929294	0.0161983584	-0.0205539283	0.0357781695	-0.0023053766	0.0383540007	0.0007439707	-0.0448956097	-0.0466594821	0.0094734071	-0.0412433617	-0.0071321073	0.0127577844	0.0278708053	-0.0883226259	-0.0238491108	0.0692707533	0.0602952522	0.0349123757	0.1050843138	0.1041114925	0.1024967892	0.1002501592	-0.0389106481296295	-1.937458795000374e-05	0.0015140385378678	3.7537465823243016e-10	-0.0916208144752914	-0.0095333738530456	9.08852170219336e-05	0.0083943736451157	0.3127773750599374	-6.388391089728884e-05	0.0978296863493847	4.08115407153274e-09	-0.0024501614443054	-5.893519939995442e-08	3.4733577283123884e-15	6.003291103160724e-06	-0.0007029458703491	2.060345280999881e-07	4.24502267693848e-14	4.941328966408538e-07	-0.0004528616583643	-0.0001684993543891	2.8392032429543517e-08	2.05083681616464e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5174.171275278663	-1.145932573609571	1.3131614632594542	26772048.38591883	3711.377976499285	31.02172175816122	962.3472208407732	13774326.484443927	4857.460934117448	-7.336506564537558	53.82432857150268	23594926.726477157	4838.498153931317	3872.491107163271	0.554194	12.947831	0.0530860705488882	0.0351209116040887	-0.0353353779	-0.0045462759	-0.0176891645	-0.0370125794	0.0412583272	-0.0220251637	0.0077687724	0.0645902551	0.0228259101	0.0585891083	-0.0459463665	0.0140036121	0.0125419936	0.0488118422	0.0217736749	0.0136449459	-0.0976898081	0.0178511625	0.0124000963	0.0146233476	0.0382671491	-0.0490880114	0.0028291174	0.0874640665	-0.0264686031	-0.0458962431	0.0034721766	0.0420806498	-0.0304439392	0.029679379	-0.0097101567	-0.0012155681	-0.0142050001	0.0275394536	-0.0107492907	0.0037293957	0.0159596399	-0.032373129	0.0168085507	-0.0538966456	-0.0115377358	-0.084699245	-0.0009551529	-0.0251889831	-0.0721855627	-0.0159280969	0.0692930728	0.0243745115	0.0377176696	0.104923972	0.1034725904	0.1010684743	0.0977337597	-0.0334005982651319	0.0055100498644976	0.0011155999644687	3.036064950925004e-05	-0.091524137944404	9.667653088739347e-05	9.346351624421144e-09	0.0083766678264662	0.3126360572221642	-0.0001413178377732	0.0977413042754203	1.997073127289638e-08	-0.00206652830144	0.0003836331428654	1.4717438830478445e-07	4.270539220652491e-06	-0.0001415340326196	0.0005614118377295	3.1518325154281453e-07	2.0031882389566e-08	-0.0004511461126446	1.7155457197000129e-06	2.943097116381035e-12	2.035328149543341e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5185.913391699387	11.742116420723503	137.87729803782457	26893697.70620704	3658.1070414134433	-53.27093508584176	2837.792524919966	13381747.126438616	4863.898559470826	6.437625353377371	41.44302019044712	23657509.19682237	4844.129077523788	3919.301022033933	0.615654	14.383724	0.0705888686692434	0.0387399192168633	-0.0025447678	-0.035452453	-0.0369002976	-0.0590415567	0.0165906139	-0.0063449504	0.0443501603	-0.0829310956	-0.0051996786	0.0036359778	0.0542020777	-0.0021818735	0.0072525223	0.0474571199	0.0540161394	-0.0239858133	-0.0651541864	-0.0178878575	-0.0039171404	0.0098815609	0.0412201912	-0.078245503	-0.0046596858	0.0497793777	0.005973364	-0.046000068	0.0029661667	0.0366280509	-0.0280114676	0.0259596114	-0.0190864235	-0.0034016036	0.0082413728	0.0127758139	0.0141295842	0.0030711765	-0.0199150013	-0.049744425	-0.0299533501	-0.0464800028	0.0133525077	0.0721745303	0.0113503587	0.0610238061	0.0808632202	0.0134874686	0.0734743013	-0.0169438968	0.0359325872	0.1047316694	0.102707623	0.0993631376	0.0947412111	-0.0387675344793052	-0.0053669362141733	0.0015029217296041	2.8804004327004837e-05	-0.0651134574195708	0.0264106805248332	0.0006975240457848	0.0042397623371302	0.3126884954977953	5.243827563111703e-05	0.0977740952166747	2.7497727511650013e-09	-0.0019510018497872	0.0001155264516527	1.3346361031486718e-08	3.806408217873076e-06	1.745219224225103e-05	0.0001589862248618	2.5276619695823057e-08	3.04579014060487e-10	4.9517483932864166e-05	0.0005006635965774	2.5066403693788186e-07	2.451981215041461e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5189.268775821735	3.3553841223483687	11.258602608507532	26928510.42771841	3721.997205788749	63.89016437530563	4081.953103903573	13853263.199899254	4866.235307390358	2.336747919532172	5.460390839437935	23680246.06689253	4845.15182054489	3945.5217495838415	0.595288	13.907926	0.0360204141038993	0.0191067182339091	0.0161930645	-0.0458777562	-0.0383264714	-0.0460047698	0.0197696421	-0.0469810404	0.0396252269	0.0223486478	-0.0650682451	0.0327755509	0.0008597735	-0.0096027327	0.0181977745	0.0370848102	0.0136665553	0.018012685	-0.0671709278	-0.0302718346	-0.0082252485	0.0184858315	0.0315394584	-0.0234577248	0.0042875263	0.0640158722	0.0130241465	-0.0456650946	0.0018108068	0.0318382135	-0.0221375904	0.0198512449	-0.0140312744	0.0003661461	0.0067050806	0.009394318	0.0077746494	0.0184987425	-0.0010184529	-0.0555925904	-0.0278031024	-0.0136902024	-0.0282245036	-0.0254322603	0.0158946569	0.0386549179	-0.1075091925	-0.029801701	0.0800516117	0.0838747064	0.0146677912	0.1045074645	0.1018175221	0.0973854535	0.0912870929	-0.0323230670280594	0.0064444674512458	0.0010447806621004	4.1531160730166535e-05	-0.0765560692997837	-0.0114426118802129	0.0001309333666411	0.0058608317466332	0.3127594924582269	7.099696043155745e-05	0.0978185001227276	5.0405683905201355e-09	-0.0020689957024413	-0.0001179938526541	1.3922549264157497e-08	4.280743216720569e-06	-0.0002250504160077	-0.0002425026082499	5.880751500802922e-08	5.0647689745238825e-08	4.876718859673384e-05	-7.502953361303256e-07	5.629430914189183e-13	2.3782386836294073e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5176.619891602131	-12.648884219604042	159.99427200094817	26797393.502130862	3739.644914245605	17.64770845685598	311.4416137781861	13984944.084643018	4867.587748159892	1.3524407695340417	1.8290960350978305	23693410.48603629	4848.081484707919	3934.911887736871	0.609146	14.231684	0.0315625879060581	0.0229519750497004	-0.0054400574	-0.0270714663	-0.0341142296	-0.0167741378	0.0152453801	-0.0567496463	0.0680424565	0.0435563119	0.0398780276	0.0716405784	-0.111705393	-0.019316878	0.0059447885	0.030281205	-0.0310877297	0.0223673297	-0.0702601266	-0.0156571906	-0.0195583567	0.0079392903	0.0248503446	0.0126972933	-0.0083196239	0.0674514186	-0.008720794	-0.0437264454	0.0024953317	0.0306610401	-0.0136318243	0.017358206	-0.0194985703	0.0150335138	0.0077820119	0.0104248002	-0.011646928	0.0037942622	-9.94186e-05	-0.022806983	0.0265445091	-0.0700378536	0.0194092483	-0.0773981744	0.0103197644	-0.0448956715	-0.0377595434	-0.0362158074	0.0570127328	0.0243499219	0.0155263796	0.1042514257	0.1008033722	0.0951408427	0.0873882332	-0.0312209125072087	0.0011021545208507	0.0009747453777827	1.214744587831637e-06	-0.0804116806608874	-0.0038556113611036	1.4865738967871904e-05	0.0064660383867085	0.33371283823233	0.0209533457741031	0.1113642584010772	0.0004390426991291	-0.002168997278044	-0.0001000015756026	1.0000315123022481e-08	4.704549192162281e-06	-0.0002380529891528	-1.3002573145100006e-05	1.6906690839367587e-10	5.666922564458312e-08	4.874181234452079e-05	-2.5376252213047887e-08	6.439541763802177e-16	2.3757642706284797e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5173.967558084758	-2.652333517373336	7.034873087382011	26769940.292113557	3643.541102749961	-96.1038114956441	9235.942583990294	13275391.7674284	4869.185465892739	1.5977177328468315	2.5527019538532194	23708967.101261087	4850.143992051721	3912.1324625090574	0.618261	14.444633	0.0416387876233083	0.021393684512189	-0.0171010389	-0.0238321934	-0.0406117164	-0.0217738192	-0.0009048605	-0.0054873264	-0.0067106465	-0.0476899549	-0.0320865029	0.0142911663	0.147237528	-0.0255499228	-0.006409773	0.0401376404	-0.0345887741	0.0245733165	-0.0518875298	0.0161217532	-0.0275380523	-0.0072195251	0.0364903911	0.0163580544	0.0038867093	0.0578930937	-0.0256596804	-0.0456240864	0.0014055875	0.029794136	-0.0080246675	0.0152721406	-0.0106209387	0.0189617234	0.0099114988	0.016658098	-0.0035150795	-0.0177563081	-0.009683441	-0.0517402711	0.0397236486	-0.0794489371	0.0396190514	0.0350088904	0.0172517778	-0.0033563062	0.1079954485	-0.0216418903	0.0814422298	-0.030268648	0.0366995344	0.1039636308	0.099666409	0.0926354574	0.0830636267	-0.0388498611175833	-0.0076289486103745	0.0015093117088555	5.820085689973651e-05	-0.0938307502597268	-0.0134190695988394	0.0001800714288984	0.0088042096943032	0.3290724254379711	-0.0046404127943588	0.108288661183629	2.1533430902049724e-05	-0.0024499975776056	-0.0002810002995615	7.896116835370889e-08	6.002488130273308e-06	-0.0002000593185618	3.799367059099999e-05	1.4435190049774178e-09	4.002373094341177e-08	4.875497458663039e-05	1.3162242109600321e-08	1.7324461735173587e-16	2.3770475469429756e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
