global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
4390.844702591824	n/a	19279517.202278685	n/a	3520.2814139701227	n/a	12392381.233543484	n/a	4348.516634348771	n/a	18909596.91920796	n/a	4187.096367058581	3019.591442288945	n/a	n/a	n/a	n/a	-0.0213992912	-0.0052784806	-0.0744374188	0.0466889919	-0.010814564	0.0010609501	0.0248117219	-0.1039425332	0.0768116473	-0.1062702228	0.1185672728	-0.0276404078	0.0118036747	-0.0710856729	-0.1479404757	0.0125536927	-0.1014151141	0.0057115488	-0.1079004331	0.0328809883	-0.0809903258	0.1290469457	-0.0025862164	0.0278423927	-0.0168738693	0.0520987886	-0.0139864893	0.0953675134	-0.0906067824	0.0321659219	-0.128111463	0.1929763862	-0.0962835614	0.0070510375	-0.0109623562	-0.1057479221	0.1462166115	0.0927359924	-0.0554157228	0.0105983464	-0.028690649	-0.0723242657	0.1271142085	0.119888199	-0.0621863016	0.0175897879	-0.1094543504	0.0011385612	-0.0284964808	0.082160096	-0.0617058929	0.0108592689	0.0955787624	-0.0559162832	0.1588907937	-0.1096851676	0.1418990468	-0.0007839233	0.1442099867	-0.072479572	0.0218231838	-0.1223249899	0.0465030837	-0.069102817	-0.0116517144	-0.0401591304	0.0208325758	-0.0395748312	0.0389490844	-0.1297136078	0.0519004475	-0.0631411787	0.1243250344	-0.0286600304	0.0413267594	-0.0418032282	0.0463179872	0.0113588889	-0.03628928	0.0363116439	-0.0033879	0.055260969	-0.0822084306	0.0199394832	-0.0093671663	0.0908281416	-0.0165310198	0.0371175106	-0.0171763302	0.1054052417	0.105393201	0.1053731342	0.1053450429	-2.7349593366921e-05	n/a	n/a	7.48000257335929e-10	0.0909129188301989	n/a	n/a	0.0082651588102263	-0.2412741077455962	n/a	n/a	0.0582131950684335	0.0048300185005345	n/a	n/a	2.3329078715505546e-05	0.0004579973817364	n/a	n/a	2.097616016773977e-07	-2.106068652345944e-06	n/a	4.4355251683942615e-12	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4381.67895047238	-9.165752119443823	19199110.425012738	84.01101191508894	3501.016008366765	-19.26540560335752	12257113.090840358	371.1558530618794	4341.637765568795	-6.878868779976074	18849818.4874132	47.31883569212952	4177.390311565337	2999.7616609329298	0.90536	14.673342	0.0331511561297811	0.0195101151027295	-0.0159929224	-0.0013899153	-0.0816055184	0.0931269628	-0.0346244192	-0.1115482901	0.0489959357	0.012394719	0.0742214288	-0.1090517526	0.0743600898	0.035700883	-0.1078978048	-0.1132832009	-0.1187805246	0.0142101054	-0.1046760511	-0.0710478399	-0.1140484585	0.0896394415	-0.0155934503	0.1415510574	-0.0308044637	0.1550037967	-0.0841235712	-0.0036127369	0.0062799688	0.0813112496	-0.014433791	0.004485149	-0.0344345196	0.1606552681	-0.0703258071	0.092893078	0.0321609943	-0.1011907889	0.0164990015	0.0013432173	-0.080413795	-0.033080149	-0.1109254294	-0.0610281819	0.1012410699	0.1698864682	0.0458715856	0.078811771	-0.104818502	-0.0334747786	-0.0476505359	0.0432100558	-0.0889253323	0.0210317471	0.0372286673	-0.0933482687	0.1329995505	-0.0905926111	0.1447292109	-0.0211794512	0.1673639072	-0.0430982084	0.0079754424	-0.0001244241	0.0124082111	-0.0800101944	-0.0885754416	-0.0395495151	0.0182671168	-0.0386989779	0.0391380187	-0.1274748098	0.0630043137	-0.0220020818	0.1328493988	0.0486110401	0.0633832025	-0.0302326002	-0.0168688398	-0.0136161663	-0.0358906647	0.0457289063	-0.0463818328	0.0576779865	-0.0735064259	0.0178818291	-0.0076981627	0.0437776502	-0.0331233224	-0.000643607	-0.0109521184	0.1053731342	0.1052647956	0.1050843138	0.1048318124	0.007234380701206	0.0072617302945729	5.273272687111812e-05	5.233626412998181e-05	0.0934730263494714	0.0025601075192724	6.554150510235553e-06	0.0087372066549289	-0.241408283712289	-0.0001341759666927	1.8003190037946173e-08	0.058277959444913	0.0045120146812104	-0.0003180038193241	1.0112642910471525e-07	2.0358276483458185e-05	0.0003129982936462	-0.0001449990880902	2.1024735546989578e-08	9.796793182543285e-08	-1.206129081787917e-06	8.999395705580272e-07	1.4547473619345636e-12	8.098912306561665e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4375.2489997526045	-6.429950719775661	19142803.809836168	41.344266258743545	3491.35248297614	-9.663525390625182	12189542.160383658	93.38372297525756	4335.889168645553	-5.748596923242076	18799934.88277782	33.04636658590826	4173.784184874481	2971.6643185246426	0.910549	14.757441	0.1082024719025166	0.0651820498395485	-0.0350578512	-0.0076905061	-0.0354857708	0.1295596821	-0.0492472302	-0.037260834	0.0595099194	0.1428582129	-0.0246798123	-0.0004831261	-0.0834021947	0.0510567759	0.0275267938	-0.1355993942	-0.0305643724	-0.0098647996	-0.0609949016	-0.0019942952	-0.1362042408	0.0282443821	-0.0396529671	0.0782341828	-0.0295644905	0.1305337067	-0.1278546345	-0.0993522373	0.0976518013	0.0487385934	0.0437863524	0.0319224617	-0.0341031872	0.0672233852	0.091416603	0.0468880745	-0.0489438689	-0.0554049448	0.0536560529	-0.0017889042	-0.1244702032	-0.0006757244	-0.1388759239	-0.0337118856	0.0390132214	0.0700558429	0.1208529833	0.0072014996	-0.1094109337	-0.0084863558	0.024904537	0.0378408536	-0.1126362583	0.094641938	0.0065315261	-0.1310186643	0.034451726	-0.0499672523	0.0002620306	-0.0365660778	0.0778311643	0.0258872908	0.0358782973	0.0321317938	0.0001739614	-0.1146039215	0.0001334049	-0.0437597069	0.0138371312	-0.0408895969	0.0441510136	-0.1017964915	0.0116280278	-0.0122517443	0.0588382483	0.1133841268	0.0868908537	-0.0734766234	-0.0467796843	0.0288525081	-0.002496622	0.0149042555	-0.0895750177	0.0369483142	-0.0101364805	0.0141207339	0.0007017222	-0.0452549429	-0.0150956508	0.0748860998	0.0699183536	0.1053089291	0.1050081413	0.1045074645	0.1038078519	-5.32004202113967e-06	-0.0072397007432271	5.24132668514836e-05	2.830284710669187e-11	0.088819654871699	-0.0046533714777723	2.165386611014564e-05	0.0078889310915277	-0.1847634496321575	0.0566448340801315	0.0032086372279656	0.0341375323199747	0.0041710587682312	-0.0003409559129791	1.1625093459547955e-07	1.7397731248038375e-05	0.0006317222165139	0.0003187239228677	1.0158493900817561e-07	3.990729588372348e-07	-0.0001348176052626	-0.0001336114761808	1.8175786688742227e-08	1.785202656721571e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4380.484389522855	5.235389770250549	19188643.48685342	27.409306046444097	3520.6801893079605	29.327706331820536	12395188.995385537	860.1143586855064	4333.096230925416	-2.7929377201362517	18775722.94646005	7.800501108559881	4172.411044079872	2993.342425638654	0.923123	14.96122	0.0400731499915405	0.0205693197505368	-0.0254319503	0.0008628775	0.0729449286	0.129231782	-0.0175627882	0.0612095106	-0.0884468778	-0.0194952867	-0.0205633058	-0.0451654396	-0.0112327656	0.048243077	-0.1079618687	-0.0393064105	0.0288321071	-0.0346523198	0.0138857112	0.0003308369	-0.045042894	0.0142739829	-0.0804697947	-0.0980253651	-0.0210919792	-0.0160170225	0.0152361431	-0.077904869	0.1531283587	0.0512042082	-0.0132331326	0.0003831312	-0.0414263686	0.0497446318	0.0815829597	-0.0483264412	-0.054181801	0.0282656228	0.0395850851	-0.1121832623	0.0129048477	-0.0685486053	-0.0502009603	-0.0129294779	-0.0348513249	-0.0558163047	-0.0003324562	-0.0264080059	-0.0584773548	0.1049680896	0.0373460438	-0.0226702591	-0.0916861448	0.0267746985	-0.0430911679	-0.1344840987	-0.0825517272	-0.017527281	0.0760799809	-0.0890766396	-0.0570518829	0.034428827	-0.0026644017	-0.005685969	-0.1088516188	0.0126452819	0.0166213959	-0.0430591429	0.0091269378	-0.0332716517	0.0480997214	-0.1000273865	0.0150042871	0.0228814505	0.0285733192	0.09577577	-0.0294244815	-0.1089802069	-0.0071957043	0.0888567336	0.0949796284	0.0598067363	-0.0416118741	0.0048645637	-0.0102313604	-0.0070214968	-0.0350277786	-0.00663438	0.0191310429	-0.0058787325	0.0400508621	0.1052126458	0.1046235507	0.1036441676	0.10227815	-0.0130613905713374	-0.0130560705293162	0.0001704609776664	0.000170599923657	0.0806910505074114	-0.0081286043642875	6.607420891111538e-05	0.0065110456319896	-0.1848194927982547	-5.604316609719717e-05	3.14083646619803e-09	0.0341582449182041	0.0041880137762711	1.6955008039900264e-05	2.874722976330826e-10	1.7539459390236524e-05	0.0004049981205964	-0.0002267240959175	5.140381566960777e-08	1.6402347768661618e-07	-1.848070583211192e-06	0.0001329695346793	3.415364880530556e-12	1.768089715285318e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4381.4116375505	0.9272480276449642	19196767.937662955	0.8597889047714762	3478.5206503378377	-42.15953897012287	12100105.914826771	1777.426726173309	4326.7778756487	-6.318355276716829	18721006.785203077	39.9216134028154	4164.002970025091	2996.643974093276	0.92926	15.060685	0.0559179424417294	0.0293814128567789	-0.0257348259	-0.0034516879	-0.0540176606	0.0070092346	-0.0113971697	-0.0349717183	-0.0957807425	-0.0566573516	-0.0941212635	-0.0278929554	0.0239803302	0.0100476049	-0.0076068582	-0.0039759073	0.0677582686	-0.0232986464	-0.0154278941	-0.1039953635	0.012977906	-0.0180665768	-0.1300961867	-0.0083648024	-0.096017467	-0.077173766	-0.048194332	0.0072353934	0.0124411836	0.0076420808	-0.0028837803	-0.0153241907	-0.0766213098	-0.141102155	0.0112507355	-0.1235717868	0.0340390531	-0.0593550856	-0.010795868	0.0811911732	0.0046178387	0.01177991	0.0363773144	0.0116579166	-0.0846078281	0.0171660361	-0.1249812042	0.0390122939	0.0825686493	0.0943109129	0.0179737412	-0.0069272548	-0.0946614185	0.0769408764	-0.0080916436	-0.0549765524	-0.0058358876	0.0344719974	-0.0966618558	-0.0319746412	-0.0109565718	-0.0252685636	0.054405925	-0.0346871726	0.087445619	-0.066163119	-0.0164108863	-0.0360456007	0.0072782346	-0.0312495898	0.0515850153	-0.1130649388	0.0585853824	-0.0035641728	0.067475059	-0.0887683357	0.0120536189	-0.0703028083	0.0179598318	0.0786346317	0.0182524183	0.0476766478	0.0079821377	-0.0386077211	0.0025580768	-0.0122117952	0.0682651601	0.0899037088	0.0070637278	0.0411354497	0.0192836058	0.1050843138	0.1041114925	0.1024967892	0.1002501592	3.280453522336302e-05	0.0130941951065607	0.0001714579454886	1.076137531220865e-09	0.1057392715236744	0.025048221016263	0.0006274133760795	0.0111807935423573	-0.1845064608698834	0.0003130319283712	9.798898817984713e-08	0.0340426341027298	0.0042390432212083	5.102944493719924e-05	2.604004250598649e-09	1.7969487431272035e-05	0.000305076966742	-9.992115385440004e-05	9.98423698759468e-09	9.307195563649937e-08	-0.0002001473596023	-0.000198299289019	4.005896555577239e-08	3.932260802547611e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4391.381221123866	9.969583573366435	19284229.02923934	99.39259662633786	3487.817523688239	9.296873350401256	12164871.07854676	86.43185409340107	4328.933650247771	2.1557745990712647	18739666.54824749	4.647364122000872	4163.313266514945	3011.452541140395	0.90094	14.601697	0.1041899509851532	0.060307261841446	-0.054462624	-0.00670363	-0.0693968446	-0.0187927761	-0.0140931594	-0.109663318	0.0034990252	-0.0229451536	0.0307361037	-0.0113298179	0.1160173026	-0.0012694	-0.0195747202	-0.0935210413	0.0325250662	-0.0344631641	-0.0213791703	-0.1285443738	-0.0058532871	0.0075001258	-0.0477036334	0.0127042806	-0.0564046325	-0.0018886657	-0.0381914736	-0.0530489818	-0.0260413492	-0.0521981236	-0.0392509902	0.0010307514	0.0102193763	0.035135801	0.0467662817	-0.0043848131	0.0351882502	0.0232887691	-0.0901414671	0.0812484569	0.0070836674	-0.0100437838	0.0701965579	-0.0051732286	-0.0508823219	0.0718736653	-0.0139539567	0.0805054289	0.0680665461	0.0397886126	-0.0231452263	-0.0080380569	-0.0835748287	0.0617854144	0.0214813747	0.0193422375	0.0064404306	0.0169251275	0.0968779432	-0.0319677188	0.019497036	0.0457944075	-0.0353147081	0.0140298599	0.040359691	0.0040987088	-0.0101331556	-0.0349502023	0.0164359431	-0.0410046876	0.0161785574	-0.0846276355	0.0588429604	-0.0714729305	0.0794642079	0.0274027407	0.1064126227	-0.0116870099	0.0063709027	-0.0213438866	-0.0664467937	0.062950558	0.0354013454	0.032645609	-0.0207442027	0.0295402407	0.0273321665	0.0029554288	-0.0196045671	-0.0684796475	-0.0506683434	0.104923972	0.1034725904	0.1010684743	0.0977337597	-0.0117002549064295	-0.0117330594416528	0.0001376646838613	0.0001368959648754	0.0995721875083148	-0.0061670840153596	3.803292525250396e-05	0.009914620525191	-0.1748636955886127	0.0096427652812706	9.298292226967958e-05	0.030577312034907	0.0053240659681966	0.0010850227469883	1.1772743614820382e-06	2.83456784337092e-05	0.0006816621261604	0.0003765851594184	1.4181638229418178e-07	4.646632542415172e-07	-0.0001288144210716	7.13329385307e-05	1.6593155076011464e-08	5.088388119424625e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4385.155786250228	-6.225434873638733	19229591.269683853	38.7560393659173	3506.741415817673	18.92389212943408	12297235.357410938	358.1136933264571	4331.202136435383	2.268486187612325	18759311.946662422	5.146029583387901	4169.601938178437	2990.695103618206	0.941741	15.26297	0.1386181022688958	0.0758315307878929	-0.0226506293	-4.11517e-05	-0.0478707695	0.0657967114	-0.0134123506	-0.0228408523	0.0556860284	0.0954152379	0.0419419991	0.0394099935	0.0239937631	0.0483092306	-0.0208847152	-0.0397005082	0.019896176	-0.0544174708	-0.0285223218	-0.066362359	-0.0524276554	-0.0466904904	-0.0580498793	-0.0752393117	-0.0421926355	0.1030754978	0.020655373	-0.0543033129	0.0395395113	0.0121750706	-0.1090505113	0.0209758727	-0.0926455751	-0.0496868531	0.0923139919	-0.0064606164	-0.0447428491	0.0356250067	0.0328004955	0.0978288316	0.132086191	-0.0336262722	-0.0097777185	-0.0369329529	-0.0434692123	0.0730120832	0.0820709527	0.0108357421	0.0148218774	0.0923797064	0.0924621169	-0.0150046101	-0.0929718737	-0.0085658057	0.0129789805	-0.0337676198	-0.0161213029	0.0408996294	0.0632064449	-0.0789599192	-0.0696805045	0.0676350613	0.0425801337	0.0609767441	-0.0005088252	-0.0897487242	0.0474703194	-0.0349766937	0.0082280836	-0.0295719815	0.0374470053	-0.0751005664	0.0350114057	0.0603727381	0.0306090693	0.0961282746	0.0551693935	0.0089840733	0.0294301028	0.0745337059	0.0279419024	0.0040145642	-0.029935241	-0.0111466994	-0.0157547124	-0.0137855108	0.0509362349	-0.0222796165	-0.0099135861	0.0343167714	0.0590439643	0.1047316694	0.102707623	0.0993631376	0.0947412111	2.2443766525270803e-05	0.0117226986729547	0.0001374216641768	5.037226558408661e-10	0.0746864417082804	-0.0248857458000344	0.0006193003440239	0.0055780645750443	-0.1847583133093735	-0.0098946177207608	9.790345983999376e-05	0.0341356343369246	0.0039150073524663	-0.0014090586157303	1.9854461825637903e-06	1.532728256986519e-05	0.0003759983426405	-0.0003056637835199	9.343034855570032e-08	1.4137475366840284e-07	-1.236018818882162e-06	0.0001275784022527	1.5277425206308546e-12	1.6276248721356283e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4387.320018167221	2.1642319169932307	19248576.941810824	4.683899790532195	3514.3609064875423	7.619490669869265	12350732.58104794	58.05663806822478	4335.814458979691	4.612322544307972	18799287.022697352	21.273519252731564	4172.989345588307	3018.4632278791914	0.967856	15.68622	0.0471052092435625	0.0308764200378538	-0.0213092238	-0.0024120413	0.106516329	0.0998371599	-0.0071720216	0.0721245036	-0.0749200305	-0.0353595334	-0.0211002788	-0.0334364745	0.0784536171	-0.0407689132	-0.0366749374	-0.0511366492	-0.0178547041	-0.0247394299	-0.0333047757	-0.0140558407	-1.41287e-05	0.013119724	-0.0169900206	-0.0285963158	-0.0691436518	-0.1002780306	-0.0291636609	-0.112780067	0.0320372666	0.0690371583	-0.0275010591	-0.025564451	-0.029353491	-0.0464378661	0.1433989797	-0.0828422427	-0.0659107255	0.0149957879	-0.0670364649	-0.0829684026	-0.0367892569	-0.0206081292	-0.0237335616	-0.0268726305	-0.0057682746	-0.0303828496	-0.0402131763	-0.1034352562	0.043270325	0.0908745991	-0.0558078541	-0.0249394517	-0.0901449618	0.0528009706	0.0020730395	-0.049377753	-0.0298935259	-0.0399639968	0.0141622527	-0.0650159044	-0.0825860433	0.0489405745	0.0298383402	0.0327498286	-0.0463886454	0.051318967	0.0968831531	-0.0306424415	0.0082755704	-0.0316574311	0.0323392797	-0.094517263	0.0306243376	-0.0314032858	0.0448102868	0.0888304589	-0.0543006581	-0.1258452101	-0.007954184	-0.0064138557	-0.0245858021	0.0450771181	0.0176396361	-0.0328228162	-0.0413699466	-0.0066602411	-0.0479678024	0.0264212424	0.0037247276	0.0110668102	-0.0114214532	0.1045074645	0.1018175221	0.0973854535	0.0912870929	-3.1366777619723507e-06	-2.5580444287243157e-05	6.543591299327508e-10	9.838747382451876e-12	0.0895590715405063	0.0148726298322258	0.0002211951181264	0.0080208272951975	-0.2111598984437677	-0.0264015851343941	0.0006970436976086	0.0445885027107822	0.003973011246257	5.800389379070035e-05	3.364451694882847e-09	1.5784818362884603e-05	0.0003179982744276	-5.800006821290001e-05	3.364007912701054e-09	1.011229025389312e-07	-1.1317041693783246e-06	1.0431464950383733e-07	1.2807543269882837e-12	1.0881546101108426e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4384.5253555958725	-2.7946625713484536	19224062.59386311	7.810138887695951	3502.8990118903084	-11.461894597233822	12270301.4875021	131.3750277580979	4333.246872423936	-2.5675865557550424	18777028.457371823	6.592500721294042	4171.665628515061	2995.4150509676097	0.807829	13.092636	0.1600006214483288	0.0865804862829957	-0.0388433516	0.0129341913	-0.0182639472	0.0333438004	-0.0131393944	-0.0143492782	-0.0396204746	-0.0232178923	-0.0321049159	-0.0489440037	-0.0162579543	-0.0089134303	-0.0102082513	-0.1005901207	0.0057860536	-0.0121798324	0.0067576707	-0.0067983845	-0.0241189156	0.0193985064	-0.0626517781	0.07603199	-0.0969515323	-0.0642823936	-0.027507358	-0.0429765682	0.1010430141	0.0441155975	0.0299103	-0.0919257905	0.0094443395	0.0072798904	0.009434887	-0.0291905805	-0.1076717841	-0.0009587511	-0.1384691286	0.0205837712	-0.0752458547	-0.0191080066	0.0029831077	-0.0035375573	-0.0060700621	-0.0193332789	-0.0636050114	0.0284735261	-0.0166621644	-0.0186014168	-0.0300450595	0.0420969427	-0.074829099	0.0884420296	0.0016206372	-0.0781886133	-0.0201205356	-0.0050466443	-0.1076590641	-0.0365680723	0.0050617352	0.0314414401	-0.0695597176	0.0022409439	0.0126570833	0.0709105147	0.0303847459	-0.0318245484	0.0049065629	-0.0352032218	0.0355899238	-0.0429878779	0.0023476928	-0.0789580497	0.0484801831	-0.0602383438	-0.0325747755	-0.0923776672	-0.0213538782	0.0205892906	0.0388313621	0.0426369965	-0.0080437878	0.0280761333	-0.0054697477	0.0290446842	-0.0110039283	-0.0315776681	-0.0017491425	0.1134043584	-0.0523746101	0.1042514257	0.1008033722	0.0951408427	0.0873882332	-0.0085770409164211	-0.0085739042386591	7.351183389369695e-05	7.35656308819617e-05	0.0421609736033303	-0.047398097937176	0.0022465796880621	0.0017775476951807	-0.1473350106051754	0.0638248878385923	0.0040736163076088	0.0217076053500271	0.0035340089709531	-0.0004390022753039	1.927229977220015e-07	1.248921940677699e-05	0.0006819972375118	0.0003639989630842	1.3249524512637277e-07	4.651202319737266e-07	-2.205094459306612e-06	-1.0733902899282875e-06	4.86244157446472e-12	1.1521667145123332e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4387.332993299077	2.8076377032048185	19248690.79409064	7.882829472457229	3485.122256057327	-17.776755832981507	12146077.139666112	316.01304794544205	4330.6769410643365	-2.56993135959965	18754762.76786636	6.604547193053706	4166.827843140454	2959.8444696580063	0.8543199999999999	13.846128	0.0999378961483832	0.0495511819268826	-0.0357415001	0.0129351145	-0.1062152178	0.0655282774	-0.0311782336	-0.0615713689	-0.0219637603	0.0060417201	-0.1057612807	0.0265567168	0.0086831292	0.0755640038	-0.0194806203	0.0029445041	0.0357147755	-0.0291488135	-0.0073035704	-0.0455295518	0.0281308535	-0.0299740014	-0.052737776	-0.071708556	-0.0426379183	-0.0281997389	0.0007838636	-0.0102466472	0.0956562318	-0.0024997181	-0.0746831252	0.004090377	-0.0035837243	0.0536143461	0.0663229613	0.026964514	-0.0002584073	0.0059211242	-0.1160876833	0.023527736	-0.0393081595	-0.0252789682	0.0973917407	-0.00279178	-0.0587559886	0.0017066614	-0.0543827612	0.0200199994	0.0339360525	0.0271180455	0.0633346951	0.0055079709	-0.0510284813	-0.0267898729	-0.031097783	-0.0839184353	-0.0566424879	0.0566952647	0.054941918	-0.0037095537	0.0278083282	0.0801110386	-0.0004743351	0.0338456324	0.0056208472	0.0370466525	-0.0315247208	-0.0313240362	0.007059437	-0.0282569632	0.0499210707	-0.0655309707	0.0451970022	0.0641836263	0.0507351881	-0.0515514483	0.0437667209	0.0246086139	-0.0015268589	0.0777876845	0.0770310677	0.0692016866	-0.019625344	-0.0151271935	0.0271990574	0.0027309971	0.0125863345	0.0312933622	-0.0258953282	-0.0419420456	-0.0251662358	0.1039636308	0.099666409	0.0926354574	0.0830636267	3.000000120323421e-06	0.0085800409165414	7.361710212952498e-05	9.000000721940541e-12	0.068770981986546	0.0266100083832157	0.0007080925461548	0.0047294479633938	-0.1669727312114162	-0.0196377206062408	0.0003856400706087	0.0278798929681998	0.0033160087780765	-0.0002180001928765	4.75240840942348e-08	1.0995914216280404e-05	0.0	-0.0006819972375118	4.651202319737266e-07	0.0	0.0	2.205094459306612e-06	0.0	4.86244157446472e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
