global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18
4612.3412297601	n/a	n/a	21273691.61974491	3805.994512231311	n/a	n/a	14485594.227134855	4384.486819919065	n/a	n/a	19223724.674043994	4225.902450523785	3468.5187761412726	n/a	n/a	n/a	n/a	-0.147078299	-0.1039080051	0.034881072	-0.0463483431	0.0309813129	0.0078006933	-0.1125600162	0.0203016284	-0.0794666867	0.016642265	-0.0005485165	0.0595935361	-0.0192164937	0.073467738	-0.0145450483	0.0922738528	0.0779331358	-0.055516232	0.0452729749	-0.0480793805	0.069260339	-0.108461532	0.0197586101	-0.0537348116	0.0361442475	-0.1005247209	0.0162263861	-0.0561411771	0.0538050319	-0.028148281	0.0142135385	-0.1069537939	0.0077633731	-0.0769295422	-0.0144872125	-0.0917232084	0.0115304068	-0.071940766	0.1357394787	-0.0040250257	0.0292507525	-0.0092282851	0.1393038761	-0.0632234315	0.0525856514	-0.0665619536	0.0112290552	-0.0462866625	0.0176886309	-0.0238029381	0.0233273013	-0.0435192567	0.0439655798	-0.1257365702	-0.0408566038	0.0440324487	-0.0947269587	0.0976563993	-0.0158758218	0.0152452193	-0.0246464348	0.0040873485	-0.0404020383	0.065760824	0.1838490699	0.1122768751	-0.0327497199	0.0334742272	-0.0344807379	0.0476777996	-0.0068040434	0.1200392961	-0.047788963	0.036627036	-0.028974118	0.1410321308	-0.008324933	0.1054052417	0.105393201	0.1053731342	0.1053450429	0.0238570365747676	n/a	0.0005691581941297	n/a	-0.0205209382374818	n/a	0.0004211089061465	n/a	-0.1114916899282292	n/a	0.0124303969230524	n/a	-0.0058289080498699	n/a	n/a	3.397616905383812e-05	0.0005593067657059	n/a	n/a	3.128240581643946e-07	-0.0004468728589548	n/a	1.9969535207043658e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4621.089650600366	8.74842084026659	76.5348671984108	21354469.558885816	3780.22238917904	-25.772123052271127	664.2023266214048	14290081.311650489	4383.977101131594	-0.5097187874707743	0.2598132423006763	19219255.223246176	4220.639084378059	3484.153930959437	0.862921	17.330938	0.059910599136884	0.0286311559995496	-0.1502303751	-0.0621746144	-0.0411509716	0.1390893231	-0.0279363771	-0.0203061023	0.0637303187	-0.1084744886	0.0534435798	0.0063787326	0.049507004	0.0157707755	0.0205186256	0.0306382026	-0.0213658044	0.0702143304	0.0938368681	-0.0121346812	0.0405199995	0.0347392739	0.1087441257	-0.1090147627	0.0348548767	0.0662688155	0.0554767052	0.1015522418	-0.0315458942	0.0461757017	0.0025931903	-0.0399315143	0.0190879354	0.0063288631	-0.0476744683	-0.0362043022	-0.0216575006	-0.0767002591	-0.0284494578	-0.0428360041	-0.028894054	0.18635363	-0.0324226657	-0.077986255	0.0512202856	-0.072551789	0.0658837234	-0.0263374171	-0.0678551417	0.0463375936	0.00901702	0.0347905319	-0.0370926601	-0.0386843056	-0.0012716307	-0.1276285368	-0.0516966316	0.0591559097	-0.1069920763	0.1003653283	-0.0399520161	0.0686268276	0.0073645857	0.096226592	0.0280449085	-0.0452406695	0.1171221774	0.1076004782	0.0252864626	0.0112170801	-0.1211150914	0.0459334346	-0.0145532993	0.0652341477	-0.0202407161	0.0600157856	-0.0243824137	0.0409427333	0.0362844099	0.1053731342	0.1052647956	0.1050843138	0.1048318124	0.0347899078794711	0.0109328713047035	0.001210337690262	0.0001195276749652	-0.0408028212566478	-0.020281883019166	0.0016648702225019	0.0004113547788031	-0.1113207747496147	0.0001709151786145	0.0123923148908544	2.9211998280828413e-08	-0.0061169754784552	-0.0002880674285853	8.298284341174717e-08	3.741738900402222e-05	0.0004039810379234	-0.0001553257277825	2.4126081711163294e-08	1.632006790016676e-07	-0.0003197674226346	0.0001271054363202	1.022512045783749e-07	1.6155791942148416e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4549.585395841282	-71.50425475908469	5112.858448652085	20698727.274052277	3708.393609990073	-71.82877918896702	5159.373519777381	13752183.166615205	4328.498783687894	-55.47831744370069	3077.843706384024	18735901.72038757	4165.382180914443	3479.160696898566	2.058776	41.348518	1.0623947674796297	0.7253727020240079	-0.1165870217	-0.1696702643	-0.1278590983	-0.0247989815	-0.0666220649	-0.168903135	-0.0981659405	0.3298946093	0.3113809256	-0.1091714687	-0.1658129151	-0.1384534521	-0.2698941167	-0.0098140841	-0.329623991	-0.271662546	0.1749104339	-0.1030570799	0.1720849494	0.1494078848	-0.0003412603	0.3429165294	0.0823264965	-0.3359183968	0.1475143614	0.0761435925	-0.0795250449	-0.0112716058	-0.1961805399	0.1536431689	0.0469084203	0.1136449805	0.0514852301	-0.0485241762	-0.337029999	0.140530813	-0.3257654939	-0.0682305463	-0.0151542582	-0.2011990947	-0.3279076378	-0.0601555896	-0.0315914283	0.3425102893	-0.1651385652	-0.0727387022	-0.2473786294	-0.0212446925	-0.138906323	0.080960991	0.062363827	0.1296727106	0.1560238526	-0.1555312223	0.2306747696	0.1828681229	0.0863810292	-0.1310563189	-0.0434104629	-0.0523607342	-0.1059557894	0.007597367	0.239602008	0.043891785	-0.1579876048	-0.0696752827	0.2680600247	-0.112614587	-0.1894846043	0.0936329851	0.0725697662	-0.0631260888	0.0909326841	0.0930430954	0.0714868197	0.002755272	-0.0770998916	0.1053089291	0.1050081413	0.1045074645	0.1038078519	0.0588224966380863	0.0240325887586152	0.0034600861107376	0.0005775653224407	-0.1234383195500896	-0.0826354982934418	0.01523701873335	0.0068286255782054	0.5099043432626331	0.6212251180122478	0.2600024392780972	0.3859206472493312	-0.0116483384539901	-0.0055313629755349	3.05959763671183e-05	0.0001356837887387	0.0011228394004074	0.000718858362484	5.16757345313178e-07	1.2607683191072494e-06	0.000120042487653	0.0004398099102876	1.4410198841920657e-08	1.9343275718718682e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4567.161602199931	17.57620635864896	308.9230299618121	20858965.10060944	3814.042538469009	105.64892847893589	11161.69608874731	14546920.48525112	4336.04504350621	7.546259818316685	56.94603724554096	18801286.61931477	4183.045545208483	3494.543271552192	2.134926	42.877914	0.3844164198591772	0.258388039309809	-0.1225269386	-0.0961084951	0.0240655798	-0.118203086	0.0196884895	-0.0273101167	-0.1949198719	-0.0191420468	0.1518229116	0.1416862721	-0.1775951852	-0.0746250174	0.165304821	-0.0111185621	-0.1915643757	0.2476861464	0.1461629032	0.38796055	-0.3827414583	-0.1933300842	-0.2105978638	-0.110620357	0.1222569164	-0.2332341417	-0.0596711833	0.0762988642	0.0904924357	0.2404095267	-0.1938237186	-0.0353606191	-0.0746773742	-0.0606854956	-0.0337630503	-0.0808720543	-0.1848893031	-0.2931606256	-0.1071525244	0.2299587659	-0.0142588716	0.0338938546	0.4594718153	0.2537188582	-0.2299561212	0.1963673541	0.2309472372	0.0395746284	-0.1251096297	0.0703340923	-0.3098745947	-0.086447736	-0.006702116	-0.0585716825	0.082166006	-0.1395398904	0.1369367457	0.1305560885	0.0912065914	-0.1666256149	0.0097993679	-0.106747126	-0.0915809143	-0.0017454437	0.0867096649	0.0930280777	-0.0814894637	-0.1574571433	-0.0427309912	0.0013364464	-0.0928018246	0.1368436237	-0.0251589519	0.0662137207	0.0934779131	-0.0526320253	0.1039490772	0.0573651937	-0.0654942271	0.1052126458	0.1046235507	0.1036441676	0.10227815	0.0488387319346657	-0.0099837647034205	0.0023852217369861	9.9675557653267e-05	-0.1227868793187383	0.0006514402313513	0.0150766177328344	4.243743750230383e-07	0.3636371995254279	-0.1462671437372052	0.1322320128786958	0.0213940773370402	-0.0079552808418228	0.0036930576121673	1.3638674526786843e-05	6.328649327227287e-05	0.0006923371223677	-0.0004305022780397	1.853322113973712e-07	4.793306910083876e-07	0.00054676402119	0.000426721533537	2.989508948678588e-07	1.82091267184169e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4656.684454196645	89.52285199671405	8014.34102962557	21684710.105956703	3825.2718188881217	11.22928041911291	126.09673873107263	14632704.48837964	4417.733007783227	81.68796427701636	6672.9235077231015	19516364.92805744	4249.24375841309	3555.823965115017	2.08463	41.867779	0.3440168504076417	0.2269828191691279	-0.1133277153	-0.0227010346	0.0666254321	-0.0688452138	0.0937212558	0.0697372056	-0.0377966547	-0.12287173	0.1302231255	-0.1175850852	-0.1288749291	0.1441677116	0.0787200948	-0.0686446013	0.0912037373	0.0852378694	-0.1082802667	0.0815719814	0.1943030504	-0.0846585545	-0.1414559474	0.0782700808	0.054360678	-0.0761649668	0.0166271195	0.0332671717	-0.0227583615	0.0927488044	-0.0635596174	0.1051035467	0.094449997	0.2178315182	-0.045704051	0.0988944019	0.0740842221	-0.0710054596	0.1190939184	0.1539561068	0.1167812514	-0.0310443848	-0.1873789194	-0.0191973086	-0.1755320774	0.0847396133	0.092616098	0.0712230358	-0.0844794129	0.0409878301	-0.0343283485	0.0725748356	0.1047417655	0.0633459201	-0.0267601831	-0.1449532611	0.0456859685	0.0272386405	-0.0024930068	-0.1060994969	-0.0717221815	-0.17462	0.0877433101	-0.0479584347	-0.0147422003	-0.0213279661	-0.1805281506	0.1170797607	-0.0874221753	0.1758856906	-0.0366232188	0.0799767567	-0.0398471367	0.167007888	-0.0928533385	0.0204468803	-0.0449482568	0.0750596518	0.1849747965	0.1050843138	0.1041114925	0.1024967892	0.1002501592	0.0229273832946148	-0.0259113486400509	0.0005256649047381	0.0006713979883462	-0.0890702085171426	0.0337166708015957	0.0079335020452872	0.0011368138899431	0.1532079645615311	-0.2104292349638968	0.0234726804050873	0.0442804629274908	-0.0071230604964565	0.0008322203453662	6.92590703241603e-07	5.073799083617912e-05	0.000594013958556	-9.832316381169998e-05	9.667444541942387e-09	3.528525829593693e-07	-1.88438967396818e-06	-0.0005486484108639	3.5509244433579038e-12	3.010150787435576e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4643.390798705502	-13.293655491143	176.7212763171964	21561078.10950292	3813.970324774473	-11.301494113648914	127.72376920084106	14546369.638260296	4397.905492110218	-19.827515673008747	393.1303777634075	19341572.71753322	4237.523350752589	3563.961068089803	1.163311	23.363979	0.103728612361496	0.0538456968654701	-0.1602892199	-0.0042677349	0.0322170836	0.003436681	0.0428836603	-0.0077167215	-0.1118661469	-0.035230496	0.0935628569	-0.1531220673	-0.0947825476	0.1235650258	0.0328567955	-0.0248353445	-0.002841153	0.0492002303	0.0359928125	0.030389773	0.1901679036	-0.1412521048	0.0629942005	0.0713678703	0.0826046435	0.0343310176	-0.030581914	0.0801029796	0.0058984966	0.0253852289	0.058763736	0.0054274895	-0.006807992	0.1759945077	-0.0393445973	-0.1070675241	-0.0120233897	-0.0525089024	0.0102581175	0.0590469727	0.1438995522	0.0713226962	-0.075443369	-0.2003917435	-0.0914559975	0.0597010499	0.037382043	0.1349357175	-0.012782995	0.0061010859	0.0422817852	-0.0579521533	-0.0383214049	0.0491538621	0.0418880257	-0.1652125637	0.0286328605	0.0552612562	-0.0537380855	-0.0700844998	-0.0807529455	-0.1473865596	0.0412664167	0.0202660237	0.0132664608	-0.034105248	-0.0907840909	0.0625280192	0.0181162761	0.0367427049	-0.051378153	0.0319942978	0.0592360396	0.0668954714	-0.050410449	0.0867861737	0.0248113592	0.0743679719	0.0330900292	0.104923972	0.1034725904	0.1010684743	0.0977337597	0.0228007659712119	-0.0001266173234029	0.0005198749288739	1.6031946585714743e-08	-0.065641140713808	0.0234290678033346	0.0043087593542099	0.0005489212181332	0.1093299585061942	-0.0438780060553369	0.0119530398269661	0.0019252794153921	-0.0075660039108092	-0.0004429434143527	1.9619886831842774e-07	5.72444151783801e-05	0.0006588417351836	6.482777662760006e-05	4.202640622478009e-09	4.34072432019737e-07	-0.0002200116222821	-0.0002181272326081	4.840511393920144e-08	4.7579489605282054e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4632.31828709081	-11.072511614691392	122.6005134574758	21458372.71291594	3805.383420153876	-8.58690462059667	73.73493096322444	14480942.974382011	4401.809296752052	3.90380464183454	15.239690681608902	19375925.0849728	4237.642723743914	3559.5076610565184	0.9006739999999999	18.089161	0.1129295744964124	0.0638794677734476	-0.1207139214	-0.0076283434	0.073868391	0.0559539684	0.1044551273	-0.0207741582	-0.1253177707	-0.0666278973	0.022835804	-0.0260958487	-0.1124439104	0.0895199246	-0.1944037872	0.0038968966	0.0143679422	0.0283299665	0.0147355779	-0.0053835246	0.1115298894	-0.1002620904	0.1224300377	0.091479244	-0.0726307689	-0.0561411975	-0.0783078495	-0.0298337922	-0.0066066133	0.1177741123	-0.0023098855	-0.0794883624	-0.0201668157	0.0688570446	-0.1101241681	0.0478100351	0.0071963358	-0.0264091533	0.0291481971	0.0133435401	0.1321818435	0.043896637	-0.042358934	-0.0748925081	0.0199459931	0.1329213251	-0.0967577819	0.0286023617	0.0730646249	-0.0283803492	-0.048418721	-0.0745659142	0.0183808971	-0.0353475784	0.0309832453	-0.1426565557	0.0126789944	0.0551922652	-0.0301697169	-0.0883161645	-0.0189667421	-0.1289494928	0.0169987431	0.0746999949	0.0283773361	-0.0218959569	-0.0648428999	0.0607109726	-0.0217992961	0.0113849492	0.028048108	0.0059975326	0.0586535848	0.1573902133	-0.0407189562	0.016289374	0.0954019608	0.1096323784	-0.0208603491	0.1047316694	0.102707623	0.0993631376	0.0947412111	0.0473593390428703	0.0245585730716583	0.0022429069945775	0.0006031235113159	-0.0679079459462599	-0.0022668052324519	0.0046114891226401	5.13840596187132e-06	0.108002202488592	-0.0013277560176021	0.0116644757423868	1.7629360422788451e-06	-0.0065170138196102	0.0010489900911989	1.100380211433685e-06	4.247146912499033e-05	0.0001712363539299	-0.0004876053812537	2.3775900782756618e-07	2.9321888907205976e-08	-0.0003789449533234	-0.0001589333310413	1.4359927764927382e-07	2.5259803715883464e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4604.058775550582	-28.25951154022823	798.5999924922926	21197357.208724327	3743.498100828729	-61.885319325147066	3829.7927479754208	14013778.0309083	4390.935524919908	-10.873771832144485	118.23891385753882	19280314.784003668	4227.090698242188	3543.5517660564847	1.549368	31.117561	0.7519540295944117	0.4572868940163279	0.0638528012	0.0195076349	-0.0502521591	0.1619424059	-0.0006549054	-0.137171127	0.0683415648	-0.0168608647	-0.034120584	-0.0832609781	0.1502124379	-0.0593496814	-0.1210625658	-0.007852117	-0.0417835857	-0.0737921704	-0.0724151441	-0.1394389684	-0.0251775546	0.0476709811	0.0939591172	0.0543592646	-0.0042476388	0.1232854466	0.0038501473	0.0462654568	-0.1200184574	-0.0730564897	0.0949021595	0.0424919305	-0.0325377022	-0.158434206	0.096327985	0.0906579209	-0.0451038496	0.0975647701	0.0543120775	-0.1046127497	-0.0999492472	0.0167315168	-0.0011348135	-0.1238474019	0.0414124204	-0.034081921	-0.0901836698	0.0107962879	0.0312539904	-0.1240875386	0.0432625599	-0.0506811366	-0.0460152591	0.020335618	-0.177913262	0.0746058636	0.0028390844	0.0331187238	-0.057367358	0.0474060265	0.1127832169	-0.0190526715	-0.1537430715	0.0714671188	0.0338321346	-0.1234329024	0.0406300123	-0.0246740714	-0.0198927043	-0.05786106	0.0637469699	-0.1135584286	-0.0890334862	0.021564995	-0.0371455006	-0.062596095	0.1243011603	0.0787698364	-0.1023477753	0.1045074645	0.1018175221	0.0973854535	0.0912870929	0.0166333587459348	-0.0307259802969354	0.0002766686231709	0.0009440858652076	0.0834425215884095	0.1513504675346694	0.0069626544090321	0.022906964022963	-0.0365538728916448	-0.1445560753802368	0.0013361856233785	0.0208964589293367	0.0011338814934752	0.0076508953130854	5.853619909179214e-05	1.2856872412455498e-06	-0.0003179230633365	-0.0004891594172664	2.3927693550040404e-07	1.010750742012642e-07	-0.000745320350623	-0.0003663753972995	5.555024250527917e-07	1.342309317464397e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4605.848868034638	1.7900924840560035	3.204431101473794	21213843.79517596	3765.213393069104	21.715292240374765	471.5539170848805	14176831.895346954	4392.491315004637	1.5557900847288693	2.4204827877406623	19293979.952391163	4232.379359007078	3491.890777534909	1.277216	25.651638	0.1705410882967321	0.0843984122936352	0.1129023826	-0.0864706693	-0.1103386858	-0.042595449	-0.0129825201	-0.0423257574	0.0782537351	0.0728655179	-0.0304432286	0.0693441822	0.1247970517	0.0483129942	0.0506156522	0.0860192445	0.0144415782	0.0026500275	0.0230939449	-0.0849933645	-0.0580168245	0.0482178212	-0.0642853851	-0.0443696248	0.0244750669	-0.02957028	0.0293916246	-0.0063247067	0.0209917433	-0.135621446	0.0007102554	-0.0165344267	0.0458961953	-0.0695997734	-0.033643849	-0.0793372946	0.0219327708	-0.0180293797	-0.0278111587	-0.093536986	-0.0641592544	-0.0786746779	0.0282616364	0.008580059	0.0073901969	-0.0782746609	0.0372046521	-0.1053291113	0.0142385248	-0.0029106925	0.0627995672	0.0557538493	-0.0215636116	-0.0486806	0.0484205164	0.1034965766	0.0469015009	0.0927693598	0.0084648164	0.0436370732	-0.0011782177	0.1233175383	0.0004826254	-0.0836743074	-0.0313928749	-0.0056552562	0.0353888526	-0.0080564555	0.032882802	0.0697202835	0.0670548958	-0.018223125	0.0480116405	-0.051200238	0.0432881297	-0.0032277937	-0.0256011815	0.0641277552	-0.0516577562	0.1042514257	0.1008033722	0.0951408427	0.0873882332	0.000274453028453	-0.0163589057174818	7.532446482702323e-08	0.0002676137962734	0.0835476471998788	0.0001051256114693	0.0069802093526354	1.1051394186794921e-08	0.0346664641277669	0.0712203370194117	0.0012017637351217	0.0050723364051585	0.0019550019184203	0.0008211204249451	6.742387522620216e-07	3.822032501027053e-06	3.774196149386455e-06	0.0003216972594858	1.0348912676072977e-07	1.4244556574043543e-11	-0.0002310036360866	0.0005143167145364	5.3362679885230334e-08	2.645216828515168e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4609.221526046976	3.3726580123375243	11.3748220681845	21244923.07617481	3755.198286024905	-10.015107044198883	100.30236910676211	14101514.167364383	4388.021709780613	-4.469605224024235	19.97737085862473	19254734.52550597	4222.159481995182	3496.242645030552	1.059766	21.284378	0.1598477982763574	0.0775282549284314	0.0685869357	-0.0546326384	0.0549008969	-0.0886449237	0.0753070137	-0.0358681426	0.0051939133	0.0396710057	-0.0917236776	0.0565925266	-0.0464541766	0.0821051055	0.0245311842	-0.0592001098	0.0062999178	0.096163203	-0.0057537665	-0.0590155928	-0.0689504068	0.0182794079	-0.0492353655	-0.117424426	0.0020573886	-0.0606725496	-0.1267969853	-0.0426217547	0.0402888015	-0.0996933456	0.1762329456	0.0136251266	0.1543512288	0.0779010298	0.0884577341	0.0263301123	0.0006197693	-0.0761612486	0.0455830786	-0.0569632412	0.0147937585	-0.0422324546	0.0071117628	0.1000743601	0.0716455211	0.0294881377	0.1777853141	-0.0317737173	0.1277490739	-0.0676782897	0.2154081228	0.0676012354	0.0207044659	0.052314681	0.1034102927	0.0490257571	0.0138851011	0.010834	0.0086770129	0.0102613836	0.1195349785	-0.0247851358	-0.0140341447	-0.0064550069	-0.0965237011	0.0457665593	0.1118332847	-0.0463605484	-0.1113766665	0.0947401642	0.0056239235	-0.0016154318	-0.0531365503	-0.027854077	0.0083501462	-0.0267503893	-0.0937274523	0.0912296537	-0.0706754107	0.1039636308	0.099666409	0.0926354574	0.0830636267	0.0109149812972901	0.0106405282688371	0.0001191368167201	0.0001132208418399	0.0473806271157712	-0.0361670200841076	0.0022449238258837	0.0013080533417642	0.041783765562954	0.0071173014351871	0.0017458830646199	5.065597971931637e-05	0.0010009442991806	-0.0009540576192397	9.102259408293244e-07	1.0018894900621422e-06	0.0007970706949125	0.0007932964987631	6.293193349498147e-07	6.353216926882957e-07	0.0001401012156751	0.0003711048517617	1.9628350633640884e-08	1.3771881100107334e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
