global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23
4333.589805946771	n/a	18780000.606205773	n/a	3284.034838867188	n/a	10784884.822893435	n/a	4114.209710794391	n/a	16926721.544394866	n/a	3924.6682934199	3114.456725216984	n/a	n/a	n/a	n/a	-0.0863038451	-0.0008620577	-0.0724619454	0.0527603736	0.0150042531	0.0465018503	-0.1546913771	0.1384430942	-0.0607043913	0.0566059517	-0.1420564892	-0.025421354	0.0951448548	0.0006383682	-0.0747053796	0.0404246928	-0.0211687593	0.1979546772	-0.0595936613	0.0950013359	-0.0821206801	-0.0650734076	0.0641215681	-0.1694018548	0.0218969915	-0.0678314154	0.2201459381	-0.0616843088	0.0593871564	-0.1094777196	0.0311730434	-0.087912804	-0.0775551232	0.0075938599	0.0606904641	-0.1428029646	0.0175524127	-0.0084814269	0.1148825889	-0.1487405994	0.0595263238	-0.0745869365	0.0148131957	-0.0407453709	-0.1074451752	-0.1228316523	0.0535427736	-0.2242405819	0.0060151478	-0.0732287402	-0.1395389612	0.0073773106	0.0968147078	-0.045117989	0.0065397157	-0.1148141432	0.0358822168	-0.10722301	0.0914358579	-0.0880351831	0.0130137597	0.2432232545	-0.0488205147	0.0093469515	-0.0388857602	0.174179495	-0.0137240486	0.0117801154	-0.0778487972	0.0614391189	-0.1542393551	0.0579703004	-0.0293606707	0.1054052417	0.105393201	0.1053731342	0.1053450429	-0.0337989221540624	n/a	0.0011423671387763	n/a	-0.0762283912277581	n/a	0.0058107676291721	n/a	-0.0373707058147658	n/a	0.0013965696530937	n/a	-0.0077621412800004	n/a	6.025083725068624e-05	n/a	-0.0020409350038719	n/a	n/a	4.165415690029593e-06	0.0019071107449962	n/a	3.637071393679961e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4340.158902270411	6.569096323640224	18836979.296957094	43.15302650926351	3293.927027085248	9.892188218060255	10849955.25976266	97.85538774153012	4112.670893088753	-1.5388177056383938	16914061.874859437	2.3679599311862103	3922.064534582566	3125.375338950854	1.095355	19.517443	0.1634659358214616	0.0951887126939416	-0.1326523079	0.0224563779	-0.0296670799	0.077030575	0.060723453	-0.0141222489	-0.0265630274	0.0805337552	-0.0661943176	0.1521525813	-0.0548617976	-0.0520887738	0.0917775969	-0.0194252079	0.0243381593	-0.0725683043	0.0279206178	0.2424212701	0.0142571489	0.0112834233	-0.004910327	0.0817616107	0.0621049871	0.0246194422	0.0207142357	0.0082370447	0.1938307626	0.0821988721	0.0620245886	-0.1951554287	-0.0505600832	-0.1284492311	-0.1055083744	-0.0009516521	0.0215383909	0.0893299793	0.0075983598	0.0136224487	0.0682479033	-0.2226426347	-0.095263552	-0.0567255192	-0.0151624089	0.148157115	-0.050656117	-0.1029810123	-0.0949469032	-0.136194484	-0.035393096	-0.0984446549	-0.1154832686	0.0096392775	0.0619885777	-0.1272335801	-0.0030548884	-0.114784662	0.0906357533	-0.0620643007	0.0682556451	-0.1127600888	0.0895617348	0.1762397904	-0.1394510302	-0.0582656253	-0.0668766762	0.1528844554	-0.1156017371	-0.0265877864	-0.0332871782	0.0510864504	-0.0808303902	0.1538800844	-0.1045518359	0.1053731342	0.1052647956	0.1050843138	0.1048318124	-0.0404856573425149	-0.0066867351884525	0.0016390884504555	4.471242748048893e-05	-0.1193766324577723	-0.0431482412300142	0.014250780376958	0.0018617707212434	-0.1199214328407407	-0.0825507270259749	0.0143811500545762	0.006814622532517	-0.0082866538267676	-0.0005245125467672	6.866863164468212e-05	2.751134117162147e-07	-0.0020957676424921	-5.483263862020001e-05	3.006618258053449e-09	4.392242011316895e-06	0.0018648512828432	-4.22594621529999e-05	3.477670307121929e-06	1.785862141460831e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4345.304299049753	5.145396779342264	18881669.45134027	26.475108016865736	3298.5690523035387	4.642025218290655	10880557.792814665	21.548398127246404	4120.298347331997	7.627454243244756	16976858.47102679	58.17805823279244	3936.072404888042	3198.8319660143907	1.393894	24.836941	0.3535794564147678	0.2167026770896898	-0.0895047845	0.0009975581	-0.0102820297	0.0467922002	0.0139283131	-0.1458074727	-0.1392607952	-0.0197945556	0.035509177	0.1232827404	0.0060391785	-0.0039912911	0.017243036	-0.0488933009	-0.0370084971	0.1144617446	0.180469934	0.0769140721	0.0185151285	-0.0979987409	0.1541517318	0.0039273162	0.0020424834	-0.1382072862	0.0002570695	0.0370852811	0.0504983677	0.0233395571	0.0671528346	0.0872401446	0.1004708607	-0.1343942232	-0.0355675544	-0.032873517	-0.054549648	-0.0638563465	-0.1763151569	0.0320142682	-0.0320441804	-0.0564498931	-0.1827513108	-0.0849988171	0.1032334422	0.0418520976	0.0450119883	0.0583895398	0.0027383713	-0.1209888414	0.0451454544	-0.0216516712	-0.0930143498	-0.0542959723	-0.0286750276	-0.2274548118	0.0702050028	-0.0340713558	-0.0114798579	0.0159083374	0.0645052216	-0.1137611043	0.0820651343	0.0743650969	-0.0056358481	-0.0158063478	-0.0693353686	0.1396249865	-0.0830131872	0.0360835129	-0.0068556122	0.0414403794	-0.1112808062	0.0717453736	0.1390633946	0.1053089291	0.1050081413	0.1045074645	0.1038078519	0.00660323140076	0.0470888887432749	4.360266493198288e-05	0.0022173634430765	-0.0989242226897175	0.0204524097680548	0.0097860018347648	0.0004183010653204	0.0847863652118974	0.2047077980526381	0.0071887277258452	0.0419052825835596	-0.0076459770672355	0.0006406767595321	5.8460965312691177e-05	4.104667102045525e-07	-0.0014687806172541	0.0006269870252379	3.931127298167964e-07	2.157316501621335e-06	0.0015059078705973	-0.0003589434122459	2.2677585147268942e-06	1.288403731947301e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4351.151757384832	5.847458335078954	18932521.61579312	34.19276898048434	3306.733012120864	8.163959817325122	10934483.21344992	66.65023989889923	4139.621040797396	19.322693465398515	17136462.361412514	373.3664827577545	3950.0881554587854	3093.251709691594	1.30806	23.307514	0.2854208560939085	0.1672032283064086	-0.0008100987	-0.0219279676	-0.092272429	-0.0520990854	-0.034426154	-0.1142754386	0.0112992839	0.0522130959	-0.1076799009	0.1534941173	-0.023088342	0.0995002886	-0.0748736607	-0.0199711347	0.0136305634	0.0782981096	0.1103299183	0.1540048942	0.1123998062	-0.1156098278	0.1112123427	0.0476021394	-0.1983391221	-0.0976411431	-0.1158458244	-0.0143402046	-0.0774928948	-0.1251465635	-0.0796284058	-0.0006787423	-0.0191075908	0.0419670932	0.0824444339	-0.0712987068	-0.0385520587	-0.0034957348	-0.096199241	0.0075371118	0.1373969965	-0.0931138263	-0.1177013288	0.1162557887	0.1324725094	0.0245586754	0.1746991791	0.0385173654	0.082907123	-0.0149561542	-0.0575373945	0.0602096755	-0.0763702295	-0.0797994846	0.009907982	-0.1441242331	0.0140043739	0.0118799695	-0.1245328342	-0.0805400606	0.0522383873	-0.118709504	0.063169125	0.0302790711	0.0034588559	0.0753113319	0.0057271321	0.016303936	0.0304543788	0.0614435066	-0.0849578106	-0.0998306306	0.059502653	-0.0014712346	0.1788338705	0.1052126458	0.1046235507	0.1036441676	0.10227815	0.0212302942505999	0.0146270628498399	0.000450725393967	0.0002139509676131	-0.0767631744014352	0.0221610482882823	0.0058925849441851	0.0004911120612355	0.2399985142393887	0.1552121490274913	0.057599286837114	0.0240908112057321	-0.0070658871811484	0.0005800898860871	4.992676165671728e-05	3.365042759405449e-07	-0.001714030517423	-0.0002452499001688	6.014751353285535e-08	2.9379006146573566e-06	0.0025489800029072	0.0010430721323098	6.4972990552207886e-06	1.0879994732015209e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4342.214715206533	-8.937042178299635	18854828.63295615	79.87072289670668	3301.625410970052	-5.107601150811661	10900730.354363166	26.087589515772603	4121.69372469448	-17.92731610291594	16988359.160185855	321.3886626538691	3935.5901847810346	3086.97000113498	1.002843	17.869045	0.1442239064736648	0.0846171154849199	0.0489173633	-0.0296715392	-0.1005747857	-0.0974896014	-0.0703257611	0.0139437918	-0.0623114545	-0.0210993135	0.0005138792	0.1023422618	0.0938408223	0.0096194823	-0.0989940592	0.0508102709	-0.0461265653	-0.0800506863	0.0589289472	0.0625713838	0.0642871905	-0.0040339103	0.1201407667	-0.0252930859	-0.0372444528	-0.0831437197	-0.0402499427	-0.0497056452	0.0025057232	-0.0458767903	0.045180032	-0.0765002303	0.1582584783	0.0573371684	0.1045013705	0.0420593271	-0.0067857816	0.0109070678	0.0194110068	0.1084581605	0.0325228996	-0.0502603701	-0.1096101415	0.0079442018	0.0870865147	0.0001026873	0.0121649723	0.1011796686	0.0711813763	0.0183672551	0.0332803617	0.0805791062	-0.083390627	-0.0862386692	0.0433267307	-0.0882562175	-0.0071984827	0.0489738905	-0.1359570736	-0.0841867974	0.0483826333	-0.125700038	0.0140166407	-0.0139838631	0.071714139	0.0688255383	-0.0652370365	-0.0060491145	0.1083905762	0.0312145446	0.0227792232	-0.0001809638	0.0489080666	0.0527907252	0.1531603996	0.1050843138	0.1041114925	0.1024967892	0.1002501592	0.0139306233878784	-0.0072996708627214	0.0001940622679749	5.328519470406525e-05	-0.0525028423125775	0.0242603320888576	0.0027565484508993	0.0005885637130616	0.3177792412203644	0.0777807269809756	0.1009836461505905	0.006049841489689	-0.0067919189115925	0.0002739682695558	4.613016250164785e-05	7.505861272345406e-08	-0.0012911703714739	0.0004228601459491	1.7881070303209416e-07	1.667120928172049e-06	0.00254814488759	-8.351153171996112e-07	6.493042368151055e-06	6.974175930214073e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4329.440731735649	-12.77398347088365	18744057.049611717	163.1746537144087	3289.858498247932	-11.766912722120196	10823168.938494138	138.46023500999414	4112.092049633052	-9.601675061428068	16909301.024655353	92.19216398524968	3926.515728446467	3054.1642987969217	0.977731	17.421585	0.1169891294021489	0.0589241145852065	0.0833646967	-0.0273304675	-0.1180742518	-0.0941358886	-0.0837682047	0.0463996331	-0.0644716952	-0.025385872	0.0666170902	0.0877617937	0.1335545337	-0.0578653928	-0.1036984644	0.0490268216	-0.0671488373	-0.0775423184	-0.0131532248	-0.0017835257	0.0826924	0.0674494588	0.1181816318	0.0247927831	0.0317762849	0.0409366296	-0.0370071934	-0.0339538548	0.0874630258	-0.022273862	-0.0193146274	0.0361714312	0.0063575678	0.0512026922	0.09332321	0.1023511523	-0.0175272133	0.0064193709	0.0852327415	0.110845529	0.022922907	0.0324602322	-0.0580186297	-0.0808844316	0.0579011944	0.0504301388	-0.0046302838	-0.0583826248	0.0248813519	-0.0030304462	-0.0425579939	0.0946282281	-0.0771259128	-0.0821166973	0.0448779734	-0.0568013525	-0.0406179456	0.1088938068	-0.0927989653	-0.0811754323	0.0818823093	-0.0849250423	-0.0485768768	-0.0616610573	0.1343635742	0.1642520155	-0.0971571788	0.0351439967	0.0477192975	-0.0059205463	-0.0479902692	-0.0411500934	-0.065024675	0.0841615912	0.0389529226	0.104923972	0.1034725904	0.1010684743	0.0977337597	0.0069679866778784	-0.0069626367099999	4.855283834309086e-05	4.8478309955439616e-05	-0.0474169123449854	0.0050859299675921	0.002248363576332	2.586668363525137e-05	0.3579603401286562	0.0401810989082918	0.1281356051050232	0.0016145207094779	-0.0069444243166858	-0.0001525054050932	4.822502909017704e-05	2.3257898582671496e-08	-0.0006142401890616	0.0006769301824123	4.582344718607497e-07	3.772910098584301e-07	0.0020823911987703	-0.0004657536888197	4.336353104716007e-06	2.169264986491582e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4326.070517766093	-3.370213969556062	18714886.124684997	11.358342200590828	3280.0692186542587	-9.7892795936732	10758854.07916316	95.82999496310651	4098.09505057776	-13.99699905529178	16794383.043569934	195.915982553839	3910.877803478555	3029.8848637141537	1.407332	25.076378	0.4078743601977834	0.2392365588545758	0.0623526569	-0.0309670632	-0.1220387634	-0.0436403901	-0.0758882623	0.1351383557	-0.0080637996	0.0828142737	-0.0106048838	0.040970294	-0.0444533214	-0.142075926	-0.0389687118	0.1493852169	0.1132474882	-0.1331975436	-0.1119505652	0.1920078171	0.0332906563	0.0192152579	-0.0791669648	-0.0249211467	0.1198647813	0.0644212092	0.1314087025	-0.0360130621	-0.1556161623	0.1680093562	-0.0779429505	-0.1040180702	0.0776453814	-0.2127990569	0.0338036266	0.1712750299	0.0736780597	0.1097750672	0.0968452233	-0.0841541604	0.0676226596	-0.1646851003	-0.0900622797	-0.0578125621	-0.1457983338	0.045038858	-0.1071969393	0.1842875627	-0.0552976807	0.1232307221	-0.101180115	0.0339525563	-0.1401460616	0.0193050844	0.1619568372	0.1204329749	0.0053164597	-0.067883724	-0.0889869499	0.0638792309	0.1257177655	-0.0534813647	0.0397061891	-0.0666545449	-0.0530004833	-0.0516645725	-0.0670387085	0.1246418131	-0.061087689	0.0537814791	-0.0167988534	-0.152239949	0.0896254069	-0.0290788139	0.0878108572	0.1047316694	0.102707623	0.0993631376	0.0947412111	0.0024107725791395	-0.0045572140987388	5.811824428330917e-06	2.07682003417446e-05	-0.0164597647042938	0.0309571476406916	0.0002709238541207	0.0009583449900475	0.1427967005632382	-0.2151636395654179	0.0203908976917471	0.0462953917910371	-0.0053672786913531	0.0015771456253327	2.880768055065305e-05	2.487388323506073e-06	0.0003370659843466	0.0009513061734082	9.049834355645524e-07	1.136134778035424e-07	0.0014669158196525	-0.0006154753791178	2.1518420219467657e-06	3.788099423001996e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4335.872588844143	9.802071078050176	18799791.10669001	96.08059741914774	3278.731914445465	-1.3373042087937392	10750082.966803225	1.7883825468574488	4104.998946177809	6.9038956000486	16851016.34812092	47.66377445637041	3911.6433528228094	3076.909397489569	1.880771	33.512295	0.5615337263779656	0.3850419405048319	-0.1256148168	0.020109447	-0.0148808088	0.0771410673	0.0611307719	0.1084734419	0.0789751933	0.065392473	0.1124507972	0.045334468	0.0129761176	-0.0853463184	0.1441753439	0.0217497388	0.0306257464	0.0404388286	-0.0217774355	0.01157641	-0.0669703871	-0.0742602416	0.1142315828	-0.134182901	-0.1112044959	-0.10621167	-0.0863798202	0.0029083189	-0.0311805278	-0.0142102638	0.0768995621	0.032424308	0.0894555006	0.0197845355	-0.141076673	0.0478520376	0.0710317135	-0.0001812918	0.0122694632	-0.0794387821	-0.0724245038	-0.0140841303	-0.025645606	0.118496759	0.2057365309	-0.0584912212	-0.0539298286	0.0152740192	0.0945814916	-0.0269074187	0.0264751455	-0.1290848444	-0.0832611511	0.0644818147	-0.0134335966	-0.0919933906	0.0686106591	0.0294994714	0.1226316219	-0.0105378648	0.0123795027	0.0409339909	-0.1228064624	0.1865184943	0.1134552202	-0.1013616014	0.0644067354	-0.0809378945	0.181841558	0.0818248952	-0.0050030233	0.1845844177	-0.0172456112	0.0346447124	-0.2695249604	0.1045074645	0.1018175221	0.0973854535	0.0912870929	-0.0762339479002065	-0.078644720479346	0.0058116148124513	0.0061849920592744	-0.0230446818788436	-0.0065849171745498	0.0005310573628971	4.3361134195680935e-05	-0.2273501135493916	-0.3701468141126298	0.0516880741309212	0.1370086639977297	-0.0062799618179618	-0.0009126831266087	3.943792043505808e-05	8.329904895962326e-07	0.0003086861709138	-2.8379813432799997e-05	8.054138104805348e-10	9.528715211342377e-08	0.0026489983718398	0.0011820825521872	7.017192374009911e-06	1.3973191601856406e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4339.501664948048	3.629076103904481	18831274.70008688	13.170193367930528	3292.271406106388	13.539491660922977	10839051.011465734	183.3178344362028	4123.573846061135	18.574899883326	17003861.263919417	345.02690567558415	3929.2030589752776	3147.6835303574467	1.29328	23.044157	0.3303455738345417	0.266266579525521	-0.0432974212	-0.0250857636	-0.0362532594	0.0043658937	-0.0180775611	-0.0339172093	-0.0647564512	0.0120412576	0.0044250604	0.069491199	-0.016384334	0.0251413235	0.044055548	0.059790272	-0.05660069	0.0934903595	0.0092460771	0.0365729058	-0.0797306773	-0.0797601085	0.1126978101	-0.0363391725	-0.0762762042	0.0633621966	-0.0120671511	0.0492892373	-0.0433178921	0.0638806068	0.0191106936	-0.1044153143	0.0052438315	-0.1142480816	-0.0087674323	0.0027323991	0.0617236624	-0.0887337757	-0.0832012563	-0.0213697696	-0.0877673851	-0.0412269054	-0.0516226594	0.1629535211	0.1026612947	0.1349394356	-0.0692644716	-0.018131319	-0.0288763434	0.0874600668	0.0074826649	-0.0116516808	-0.0937728429	-0.007401973	-0.0069949896	-0.0891380154	0.135180991	0.027295049	0.0262162046	0.0476727255	0.1051914898	-0.0243061337	-0.0203066143	-0.0537310307	-0.1081433137	-0.0703816472	0.0334541472	-0.0657274471	0.0906054772	-0.0381332933	-0.0039629932	0.0159632669	0.0075278151	0.0393792485	-0.0421744612	0.1042514257	0.1008033722	0.0951408427	0.0873882332	-0.0469190679139472	0.0293148799862593	0.0022013989339135	0.0008593621886087	-0.0427163868307332	-0.0196717049518896	0.0018246897038728	0.0003869759757141	0.0359328841948212	0.2632829977442128	0.0012911721665584	0.0693179369011791	-0.0062793932031993	5.686147625007243e-07	3.943077900038556e-05	3.2332274813375513e-13	0.0002957792587809	-1.29069121329e-05	1.6658838080640123e-10	8.748536992497862e-08	0.0023009540756916	-0.0003480442961481	5.294389658441786e-06	1.2113483208129577e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4339.722503807155	0.2208388591070615	18833191.41005024	0.0487698016917085	3309.444609518612	17.17320341222421	10952423.6234718	294.91891543762927	4139.660722801261	16.086876740126172	17136790.899903458	258.78760325201245	3951.5698035255887	3158.866125171104	1.05344	18.770599	0.2975421303996116	0.1823943365265894	0.0456802364	-0.0447924199	0.0040046295	-0.04230825	-0.0217333191	-0.0430995848	-0.0592589634	-0.0168380319	-0.0636690786	0.0015596686	0.0718906081	0.1254764641	-0.0045966704	0.108417247	-0.0176623692	0.0675708116	0.0486457645	-0.0200334459	0.0251000789	0.0038833257	0.0327662776	-0.0149684146	-0.0613244046	0.0512613248	0.1700482785	0.0521858552	-0.0236861955	0.0928008225	-0.0447701628	0.0386557446	-0.027614747	-0.0494067049	0.0914904594	-0.0722635803	0.0926230058	-0.054507424	-0.0721451179	0.0131009262	-0.014395886	0.0505608446	-0.034336923	0.0280823943	0.0732008835	0.061510451	-0.0478905416	0.018966804	-0.0914026198	0.0016045875	0.0231253876	0.0733398688	-0.0389672676	0.0198204249	0.035849193	-0.0927003983	0.0681143993	0.0364283651	-0.0089897016	0.0892199446	0.0848230873	0.0122988826	-0.0289181567	-0.1277993872	-0.0972461591	0.0848602824	-0.0322228314	-0.1240942794	0.0721736822	-0.0293975526	-0.0200795954	0.062201018	0.1432855171	0.0006934921	-0.0747372075	0.1039636308	0.099666409	0.0926354574	0.0830636267	-0.0264424127054496	0.0204766552084975	0.0006992011896853	0.0004192934085276	-0.0408993065662457	0.0018170802644875	0.0016727532775997	3.301780687589963e-06	0.1820976280845627	0.1461647438897415	0.0331595461540237	0.0213641323563537	-0.0041269288821231	0.0021524643210762	1.7031541998101815e-05	4.633102653506027e-06	0.0004133964402195	0.0001176171814386	1.3833801369560557e-08	1.7089661678615469e-07	0.0019893625574687	-0.0003115915182229	3.957563385058406e-06	9.708927422845203e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
