global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01
4478.431435818924	n/a	20056348.12533115	n/a	3772.976939690807	n/a	n/a	14235354.987438606	4283.01248800484	n/a	18344195.972405408	n/a	4144.805491240406	3296.9769090555483	n/a	n/a	n/a	n/a	-0.0253717249	-0.1914961337	0.0018837432	0.067779361	0.0500777311	0.0924923093	0.0159334778	-0.0302858854	0.318492176	-0.0688149328	0.1329486593	-0.198522671	0.1125659523	0.0470826071	-0.0038128819	0.1938618628	-0.1118006301	0.000881485	-0.1779962064	0.1193681562	-0.0791958712	0.0369338793	-0.0891924152	0.1199301874	-0.0332396752	0.1667070615	-0.0408646861	0.0829535577	-0.0360325005	0.0707326029	-0.0021560888	0.0437574101	-0.0793130162	0.0230130442	-0.0239035571	0.0556511527	-0.0562709797	0.16754815	-0.0240990135	0.1130864155	-0.0453931999	0.0644159175	-0.1484744582	0.0082757291	-0.1190351737	0.0389632399	-0.0195748362	0.0480599753	-0.0877936874	0.0668566519	0.2186649312	-0.0276316848	0.2132950216	-0.0063435861	0.0004225566	-0.1990868486	0.0703802496	-0.0054045305	0.0209489996	-0.0033899296	0.1117206557	-0.0196112122	0.1845061423	-0.0214434842	0.0296583306	-0.2251641463	0.0148312393	-0.0743945454	0.0604866672	0.0982345975	-0.0218447753	0.1093197003	-0.0550807775	0.1802806251	-0.009980499	0.0329688328	-0.0384561698	0.0416073891	-0.1456572265	-0.2244998644	-0.0852579203	0.3037603329	-0.0870407688	0.0254958167	-0.0734216842	0.0413167893	-0.1514571735	0.0389315223	-0.2940303976	0.0432485313	-0.1430097737	-0.0146723282	0.1143842207	-0.0399811629	0.0844062276	-0.1406229434	0.01539192	-0.1126111141	0.1343340241	-0.0559052009	0.013974971	-0.070520013	0.1334153591	0.1054052417	0.105393201	0.1053731342	0.1053450429	0.002997368670961	n/a	n/a	8.984218949658513e-06	-0.1223949036862137	n/a	n/a	0.0149805124483575	-0.4524520826588087	n/a	0.2047128871022934	n/a	-0.0071229851348397	n/a	5.073691723114734e-05	n/a	0.0016408965204601	n/a	n/a	2.692541390858063e-06	0.0017203684073829	n/a	2.959667457121176e-06	n/a	0.0	0.0
4460.980801941222	-17.450633877701875	19900349.71528815	304.5246227335964	3794.275798817791	21.298859126984095	453.6414001111138	14396528.837494386	4278.980477876752	-4.032010128087677	18309673.93005036	16.257105673001604	4139.101539170552	3241.974962795828	1.331757	18.701643	0.1509004529884087	0.0800417115611265	-0.0267192444	-0.1750278614	0.1375278621	-0.090040342	-0.0894714898	0.0938800486	-0.1697589776	0.0539548905	0.051053402	-0.0595047606	0.173009062	-0.2341131477	0.0805794601	0.1152731688	0.0585795612	0.1353390146	-0.0852755454	-0.0957177382	-0.11495429	0.1868212395	-0.0355692699	0.1397189241	0.0063458977	0.0426297272	0.0691952344	0.0196471122	0.0095029991	0.0632649559	-0.0874986181	0.1728561506	-0.0175604029	-0.0108886858	0.0058885155	0.0453800769	-0.0410997113	-0.0186740863	0.0665385804	0.0362067539	0.0411898531	-0.0582330684	0.0190153205	0.0873506406	-0.0002176989	-0.0198504331	-0.1143198708	-0.153613169	-0.1015778235	0.0324336059	-0.0127109075	0.0468065134	0.2802956288	-0.0451360038	0.1214070492	-0.0290051455	-0.1194115824	-0.1909172939	-0.03073846	-0.0663508209	0.0358641377	-0.0858432451	0.0300217452	0.0243860577	0.0365280642	0.0855672041	0.119488751	-0.14178352	0.085383706	-0.0891735838	0.0396684041	0.0548350489	-0.0540692413	-0.0200748917	-0.0817029878	0.0967362457	0.0387559549	-0.0468740441	-0.101609979	-0.0886404615	0.1193371906	-0.2134963048	-0.1046308538	0.277136369	-0.0729918233	-0.0730090778	-0.1098981604	-0.0226295821	-0.0485690187	0.0866697028	-0.1470595615	0.0202584545	-0.0655234502	0.1020681857	0.1563939029	-0.0211875224	-0.0130575056	-0.0421572013	0.0569404087	0.0300594182	0.1616528329	-0.036746767	0.1110216904	-0.0347424582	0.0190782107	0.1053731342	0.1052647956	0.1050843138	0.1048318124	0.0044082474268094	0.0014108787558483	1.9905788637043288e-06	1.943264537597169e-05	-0.1183533521951574	0.0040415514910562	1.633413845485938e-05	0.0140075159758309	-0.4318994660354747	0.020552616623334	0.1865371487617281	0.0004224100500657	-0.0061893770910567	0.000933608043783	3.83083887752975e-05	8.716239794163209e-07	0.0027914858553939	0.0011505893349338	1.3238558176634043e-06	7.792393280864214e-06	0.0013066576637363	-0.0004137107436466	1.7073542502008057e-06	1.711565794086229e-07	0.0	0.0
4452.513004727239	-8.467797213983431	19824872.057265185	71.70358965714556	3758.9831588179977	-35.29263999979321	1245.5704381550036	14129954.388277331	4280.590902453271	1.610424576519108	18323458.47416571	2.593467316656749	4138.148329140854	3168.6653436269894	1.227219	17.233629	0.1650917666753756	0.0824841887262604	0.097392613	-0.1662110711	0.0707563191	-0.1812964842	0.0017108215	-0.0211383644	-0.2308730162	0.0127619851	0.0940920518	-0.0340724712	-0.0031106771	-0.2275876007	0.0179472822	0.0251788484	-0.0147134569	0.0421261832	-0.053168711	0.0260462534	-0.129262177	-0.0035084551	-0.0152460307	0.1556254058	0.0285518414	0.0121303691	0.0145620659	-0.0335775512	0.0500124382	0.0187462326	-0.1397346525	-0.086116167	-0.0224745923	-0.0852385806	-0.017854987	0.0248047017	0.0134366764	0.0185227605	0.0533887813	0.0989895224	-0.001673852	-0.2028936944	-0.0270442506	0.0268189417	0.0489635374	-0.0683169909	0.031829304	-0.0303635255	-0.0870039861	-0.021237901	-0.1044785466	-0.0369743548	0.2249904768	-0.0266166096	0.0132949092	0.0228615411	-0.0410928268	-0.1127468732	-0.1426481987	-0.0300669801	-0.0027226839	-0.1313855446	0.0521565081	0.0008641626	-0.0176825601	0.0314486287	0.0219368172	-0.1192773533	-0.0213349602	0.0419841343	0.0391115545	0.1498284368	-0.1119591486	0.0040518817	0.155552764	-0.0961863301	-0.0508676696	0.0575113203	-0.0183677761	-0.0209531434	0.0440071659	-0.1880960036	-0.0907210783	0.1958121984	0.0482689623	-0.0382591071	-0.1210605396	-0.0449657242	0.0177037063	-0.007682509	0.0419776181	0.0383123979	-0.1369802786	0.0420297315	0.090587808	-0.0441606556	-0.0149097649	-0.0589946541	0.0315107092	0.0162739946	0.0578819432	-0.0068987644	0.0702950396	-0.0104117634	-0.0390554825	0.1053089291	0.1050081413	0.1045074645	0.1038078519	0.0028669448231823	-0.0015413026036271	2.375613715947678e-06	8.219372619171789e-06	-0.1100758960644583	0.008277456130699	6.8516279995648e-05	0.0121167028943934	-0.3714984347415253	0.0604010312939494	0.1380110870154033	0.0036482845813726	-0.0052680241762533	0.0009213529148034	2.7752078721589256e-05	8.488911936167213e-07	0.0022311716764111	-0.0005603141789828	3.139519791691693e-07	4.978127049619118e-06	0.0008908852245805	-0.0004157724391557	7.936764833758479e-07	1.7286672116156338e-07	0.0	0.0
4452.643057338842	0.1300526116028777	19826030.196067788	0.0169136817847289	3757.358202737475	-1.6249560805226793	2.640482263627628	14117740.663678588	4273.985880751158	-6.605021702112936	18266955.308860254	43.62631168538286	4133.11180729958	3152.22490364157	1.384889	19.447769	0.1779987219633964	0.1085596792151436	-0.0348936344	-0.191896323	-0.0801171871	-0.1573359473	0.1037322383	0.081420597	-0.0845730444	0.136171503	0.0710774634	0.0435329638	0.0275783058	-0.0881531755	0.081058759	0.1556305977	-0.0577747187	0.1228717383	0.0243629069	8.68406e-05	0.0110725964	-0.0656590476	0.0752255894	-0.0185048606	-0.1091540311	-0.066441289	0.0478698559	0.0173082391	-0.003968909	-0.0889420752	0.1056976496	0.0327943383	-0.1764851831	-0.135224886	-0.0021850743	0.0370406424	-0.0085284781	0.0275727737	0.10583658	0.0722191789	0.1508872661	0.0856871423	0.0179099507	0.0115197534	-0.0973821211	-0.0394799263	-0.0656752227	0.1085971563	0.0309555702	0.0011077667	-0.0806457715	0.0624219187	0.1062955026	-0.1654168147	0.0750145031	-0.0752081667	-0.0049540468	0.0300954937	0.0018488441	0.042493555	-0.1195265567	-0.0789654084	0.0019759964	-0.057648455	0.0679230675	-0.0571715009	0.0803876453	-0.0076776243	-0.1037755299	0.0992760183	-0.0579306167	0.0683529196	-0.1624472379	-0.0108807636	-0.0309119657	-0.0442766942	0.0412270974	-0.0193414787	-0.0026013103	0.0570608083	-0.0271166549	-0.1508115612	-0.0352108792	0.1113660813	-0.0383175741	0.0575084435	0.0002953182	-0.0876721184	0.1123039146	0.0422419511	0.0614534384	-0.1022374	-0.0634203339	0.0139782327	0.04337595	0.0323436566	-0.0137055135	-0.0492288522	-0.0271556326	0.0634524326	-0.0398405599	-0.0830508553	-0.0190206157	-0.0316613402	-0.0680680544	0.1052126458	0.1046235507	0.1036441676	0.10227815	0.0022501967526125	-0.0006167480705697	3.803781825515709e-07	5.0633854254678405e-06	-0.0921868957467921	0.0178890003176662	0.0003200163323654	0.0084984237474299	-0.2689380425318148	0.1025603922097104	0.0723276707208442	0.0105186340502096	-0.0045841603809662	0.000683863795287	2.1014526398420176e-05	4.676696905044765e-07	0.0020440794893603	-0.0001870921870508	3.5003486455451537e-08	4.178260958823465e-06	0.0006231895796094	-0.0002676956449711	3.883652521337407e-07	7.166095833649325e-08	0.0	0.0
4461.67756994912	9.034512610278398	19906566.73818709	81.6224181052794	3812.461667984251	55.10346524677607	3036.391882202658	14534863.96984926	4279.1684228059285	5.182542054770238	18311282.390739378	26.85874214946212	4140.90673684874	3159.2816691112075	1.251172	17.57	0.0939734384873813	0.0453816683305915	-0.1059993074	-0.1178100905	0.115234863	-0.1118905793	-0.0616791016	0.1439366196	-0.083955259	0.0098329129	0.0667157072	-0.0615037015	-0.0293428993	-0.0740001673	0.0922233422	0.0792134772	0.0510825182	0.0117501322	0.0528594029	0.0097279681	0.0295602816	-0.0676705562	0.0216132911	0.0319427257	0.0259086202	-0.0311471353	0.0475549174	0.051266314	-0.0223904486	-0.0146820318	0.0334957238	-0.0579797727	-0.0144536606	0.0807403399	-0.0205476493	-0.0490802032	-0.0662877994	-0.0119716594	-0.0179875294	-0.0371903862	0.1508360302	-0.1653322297	-0.0548396223	0.0315328808	0.0088786911	-0.1718932924	-0.0490490124	0.1364161441	-0.1231275659	-0.1115510272	0.024345491	0.0958667893	0.121668181	-0.035042573	-0.026920669	-0.0679037396	0.0186896589	0.0492208291	-0.0807070945	0.0144496942	-0.0068443424	-0.0450285252	-0.0856902802	0.0439023262	0.0158089879	0.0022686042	0.0411744172	0.0923239483	0.0254377178	0.1109929561	-0.011547804	0.0090582479	-0.0171775218	0.0153254342	0.0776614151	-0.0437062119	-0.0995909485	0.0572517484	-0.1720799389	0.0530048474	-0.059118779	-0.1230178598	-0.0156841883	0.0441566442	-0.0776682795	-0.0132573685	-0.0197128559	-0.0587959544	-0.0569661106	-0.1036066327	0.1940216735	-0.0065893141	-0.0807672405	0.0425848592	0.0104289266	0.0725484277	-0.0496884989	0.02980398	0.0332698166	0.0080312414	-0.0157630014	-0.0239214572	0.0606597504	-0.0157793064	-0.0975138097	0.1050843138	0.1041114925	0.1024967892	0.1002501592	-0.0013240052262091	-0.0035742019788216	1.277491978541224e-05	1.75298983902901e-06	-0.0795937228955097	0.0125931728512824	0.0001585880024622	0.0063351607243671	-0.2535987057586624	0.0153393367731524	0.0643123035624686	0.0002352952526401	-0.0039236740380786	0.0006604863428875	1.539521795709203e-05	4.362422091410356e-07	0.0019076777433004	-0.0001364017460599	1.8605436328189454e-08	3.6392343722837065e-06	0.0001707431308744	-0.000452446448735	2.915321674079249e-08	2.04707788972913e-07	0.0	0.0
4460.227270527419	-1.4502994217009473	19893627.30475647	2.1033684125861023	3777.8828428561096	-34.57882512814149	1195.6951472425892	14272398.77434656	4279.7654416500645	0.5970188441360733	18316392.23554217	0.356431500253573	4139.207528842565	3187.1133057487027	1.305948	18.339205	0.0518238152524213	0.0273691527111696	0.099578223	-0.0888079344	0.0713311356	-0.1021420496	-0.0570723071	-0.0507687197	-0.0746303137	0.0980081993	0.1106658378	-0.052306276	0.0075000563	-0.0745187544	-0.1101999212	0.0411877339	0.0124846551	0.0773170859	-0.0064366356	0.1363312841	0.0791059336	-0.0770801345	0.0932760849	0.0369373975	-0.0627072609	0.0112963922	-0.0266158807	0.0469345791	0.0304434305	0.0786362232	0.123642841	-0.0487391458	0.0078517088	0.0379443776	0.0969501563	-0.0813052646	0.002268274	0.0149858159	0.0557052479	-0.0497542696	0.1908341822	-0.0288360109	-0.0711853293	-0.0296372538	-0.0159910136	-0.0283767407	0.0554133074	0.0652487342	-0.0187497815	0.0589269444	0.0199100644	-0.1059560926	0.0945569929	-0.0635005142	0.0848713045	-0.0092797585	0.0991596282	0.0743902437	0.0128297471	-0.0118836066	-0.0600188384	-0.0604152677	-0.0064776709	0.0198107873	-0.0234473043	-0.0534769875	0.0711313035	0.0686105093	-0.0091392499	0.1421517935	-0.14397426	0.0402615924	0.0206748219	0.1132987033	0.0403840033	-0.0623532822	-0.03495003	-0.0262897546	-0.0053656112	0.1075546248	-0.0440117002	-0.1023854507	-0.0150756509	0.0245472087	0.0840852871	-0.0788151692	-0.0431622835	-0.0625694024	0.1407251595	-0.0354368945	0.0990086124	-0.0749453046	-0.0545638658	0.0192283105	0.0470782214	0.0428386178	-0.0586352479	-0.0003811544	-0.0457399351	-0.0201159004	-0.108589805	-0.0272781892	0.0276862711	-0.0755808055	-0.0405124221	0.104923972	0.1034725904	0.1010684743	0.0977337597	-0.0060413027167811	-0.004717297490572	2.225289561455689e-05	3.64973385157867e-05	-0.0829626457662726	-0.0033689228707629	1.1349641309149358e-05	0.00688280059254	-0.232398833005746	0.0211998727529164	0.0540092175824326	0.0004494346047398	-0.0035877798158844	0.0003358942221942	1.28721640072675e-05	1.1282492850344681e-07	0.001906996883956	-6.808593443999745e-07	4.635694468567629e-13	3.6366371154178936e-06	0.0002849224920992	0.0001141793612248	8.118082650401869e-08	1.3036926529703362e-08	0.0	0.0
4465.792228022561	5.564957495142153	19943300.223866712	30.96875192273882	3733.742443266369	-44.14039958974081	1948.3748759419907	13940832.632648714	4280.218032083142	0.4525904330776029	18320266.40216969	0.2048381001133722	4139.395902059704	3149.9730934178333	1.178729	16.552702	0.09319204067815	0.0515819745350836	0.0480493792	-0.110603437	-0.0691602021	-0.0633280502	0.0551664349	-0.0427604647	-0.0938107535	-0.0601840645	-0.0695371416	-0.0454199459	-0.0948528446	-0.0879027882	-0.011784807	0.0233376022	-0.0946515652	0.0143581507	0.1188690942	-0.0443123011	0.0822810886	-0.0396052241	-0.026778249	0.0315170195	-0.032708584	-0.0978207869	-0.0978870572	-0.1102822599	-0.002028059	-0.0392129392	-0.0819086859	0.0260377192	0.0241111543	0.1713868673	0.0465479797	0.125616879	0.0098557079	-0.1464668632	-0.121893022	-0.0961135169	-0.0013894185	0.0232560138	0.0306461302	0.0307794908	-0.0110508481	-0.0149493824	-0.0841358523	-0.0736430467	0.1213314573	0.001038976	-0.1136614711	-0.0610246477	0.0186844416	-0.0214526226	-0.0653747413	-0.1064160743	-0.04074095	0.0450046878	-0.0405243744	-0.0987527625	0.0269020516	0.0309032259	0.0272243323	0.067064209	-0.0131307219	0.0193239446	-0.1037892592	0.1289185025	0.1374991473	-0.0015785221	0.0040607912	-0.0663644697	-0.0332027275	-0.0322770454	-0.1234569083	0.0768138752	0.0598790267	0.1553266546	-0.0701423762	0.055266974	0.0085952035	-0.0879070047	-0.024635279	-0.0314148283	0.0181939408	0.1093326973	-0.0431014125	-0.0563267769	-0.0295833877	-0.0637028114	0.1299005648	-0.0152155407	0.0118086116	0.110804276	0.0208744325	0.0435337282	-0.0357914549	0.0683840596	-0.0086524569	0.0694823727	-0.0534370327	0.0277413287	0.0587820848	0.01651503	1.42161e-05	0.1047316694	0.102707623	0.0993631376	0.0947412111	0.0017243972150424	0.0077656999318234	6.03060954311235e-05	2.973545755245985e-06	-0.0493540105285177	0.0336086352377549	0.0011295403625444	0.002435818355249	-0.2237953163216843	0.0086035166840616	0.0500843436075227	7.402049933292759e-05	-0.0028452599589128	0.0007425198569716	8.095504233792469e-06	5.513357379971254e-07	0.0017911066170941	-0.0001158902668618	1.3430553953322396e-08	3.208062913798271e-06	0.0002790488394425	-5.873652656699995e-06	7.786825479420615e-08	3.449979553155891e-11	0.0	0.0
4477.8204634117965	12.028235389235306	20050876.10254944	144.6784465788526	3804.6252861224784	70.88284285610962	5024.37741136393	14475173.56780255	4278.099368982863	-2.118663100279264	18302134.21089157	4.488733332484942	4142.29963442346	3153.799315136644	1.281147	17.990936	0.0743505634654502	0.0404364148519407	-0.0747210036	-0.0930548788	0.0797386741	0.0020379473	-0.0382414726	0.0536005163	0.0714207642	-0.0903776474	0.0597813159	0.0399003253	-0.0510300434	-0.0315383021	0.057947714	0.0709216142	0.0491818632	-0.000216597	0.081789061	0.0174144165	0.0382927655	-0.036306505	0.0464804648	0.0058896177	-0.0426711866	0.0679616891	0.0828762053	0.0404565049	0.0931959337	0.0035079749	0.0860729674	0.0281460238	0.0051447878	-0.0802469911	0.0012787464	0.040370105	-0.0220293093	-0.0639244638	0.0696049368	-0.073567868	0.1025726053	-0.0645082498	0.0011966078	-0.167668445	0.1782778514	0.1327935475	0.1220470681	0.0099789571	0.058343371	-0.0205167032	0.0133989434	0.0538148745	0.0695726365	-0.0154818579	-0.0352392021	-0.0933308282	0.0634706749	0.0579775961	0.0387634381	0.0283493552	0.0221483248	-0.0430859498	0.0269607152	0.0153923334	-0.0273588039	0.0293133108	0.1328518001	0.0360374205	0.0053944759	0.1847337288	-0.1039582456	-0.0143777944	0.1633595235	-0.0949356018	-0.0050573526	-0.092808349	-0.0871170073	-0.0950653198	-0.0006573321	-0.0142675671	0.0761486733	-0.1094459812	0.0115213275	0.0061079409	-0.0705603864	-0.0252840096	0.0870323077	0.0672674087	0.1010438702	-0.0918722495	0.10303556	0.0683236602	0.0045323285	0.0441425214	-0.018437307	0.0268401433	-0.005607127	0.0890474703	-0.0044241937	0.0013440007	-0.133274613	-0.1683294925	0.125324586	-0.0043665534	-0.0958401807	0.1045074645	0.1018175221	0.0973854535	0.0912870929	0.0018549989960661	0.0001306017810237	1.7056825206562506e-08	3.441021275406239e-06	-0.0664288101346812	-0.0170747996061635	0.0002915487815906	0.0044127868159095	-0.2165898942818813	0.007205422039803	0.0469111823050365	5.191810677167899e-05	-0.0034530766848095	-0.0006078167258967	1.1923738591174968e-05	3.6944117227978427e-07	0.0018459443867844	5.483776969030007e-05	3.007180984606392e-09	3.407510679100835e-06	0.0006151891446247	0.0003361403051821	3.7845768366407e-07	1.1299030476798252e-07	0.0	0.0
4488.238433998886	10.417970587089258	20144284.24042477	108.53411115345688	3779.230554651331	-25.394731471147225	644.8923864916753	14282583.585210208	4274.288031991875	-3.811336990987911	18269538.18042897	14.526289658872784	4134.21630572873	3220.6085811903004	1.284143	18.033001	0.1191312112834411	0.054651781387124	0.0648444651	-0.0805930276	0.0601377459	0.0744792563	-0.0577304661	-0.0949936206	0.1288477465	0.0080121591	0.0496381688	-0.0116954667	0.0631299218	-0.0234452739	-0.0856196788	0.1100269781	0.0045810976	0.0815884085	0.0752524689	-0.0955390661	0.0288577625	-0.0255484991	-0.0083341986	-0.0694081241	0.1195284141	0.1540095897	-0.02266101	-0.0819251027	0.007413008	0.0021039435	0.0131133838	-0.0167626198	0.1859742367	-0.0099219406	-0.0426493479	-0.1739386027	-0.0408934733	-0.0632942821	0.1036765739	-0.0560734225	0.0019841691	0.0227403918	0.1296049886	0.0401813514	0.125521143	-0.0786291389	0.059957555	-0.0286931804	0.0612884027	0.0924752303	0.087697059	-0.0693077065	0.0435875785	-0.0986319662	0.0050906178	-0.1271310845	-0.0391592439	0.0219901838	0.1753646522	0.0093551063	0.1524657995	0.0325973553	-0.0029367522	-0.0546978606	-0.0235457583	-0.0394796716	-0.0369165823	0.0586823923	-0.0281148069	0.0705793817	0.1630731433	-0.0560447288	0.1861152362	0.010122963	0.1047395392	0.0251746893	0.0618825136	0.0744961993	0.120243675	0.0515234146	0.0828284826	-0.1210972591	0.015640403	0.0053865154	0.0597333603	-0.0840704348	0.0948384145	0.0867492906	0.1074261028	-0.0196294272	-0.0791541945	0.0133645415	0.1314169961	-0.0569354529	-0.0175442753	0.0012208731	-0.1479288991	0.1246427671	-0.0869489152	0.1804354155	-0.1027437533	-0.137876225	0.0674551079	-0.0588634053	0.0751439654	0.1042514257	0.1008033722	0.0951408427	0.0873882332	0.0311756009721193	0.0293206019760532	0.0008596977002381	0.0009719180959728	-0.0481719694235351	0.0182568407111461	0.0003333122327521	0.002320538638142	-0.2298619152229832	-0.0132720209411018	0.0528365000699779	0.000176146539861	-0.0041530174881392	-0.0006999408033297	1.7247554256790033e-05	4.899171281658259e-07	0.0014520803740016	-0.0003938640127828	1.551288605653697e-07	2.1085374125606265e-06	0.000687019281615	7.183013699030001e-05	4.719954933107906e-07	5.159568580045266e-09	0.0	0.0
4487.421803557042	-0.8166304418436994	20136954.44303913	0.6668852785458357	3761.8944117631854	-17.336142888145787	300.54185023820776	14151849.565255083	4287.229000646696	12.940968654820608	18380332.503986064	167.4686697250495	4144.620702981749	3208.525518455564	1.095233	15.380178	0.1557367027220439	0.0910867792904617	0.0480369494	-0.0684183722	-0.0461755493	0.1043811586	0.0717658156	-0.0567918316	0.0632779813	-0.1499843207	-0.0602681974	0.0223647299	-0.031680188	-0.0181174739	0.041401396	-0.0602835426	-0.0204136898	-0.0060734802	0.1843677622	-0.0109789133	0.0549227109	-0.0490228662	0.0098609937	-0.1116374322	0.0759598175	0.0227182957	-0.0217949594	0.0575577014	0.0878203084	-0.0290487013	0.0169267108	-0.0575046592	-0.0142993149	-0.0878396651	-0.0973534837	-0.0542066766	-0.0578433609	-0.0154388324	0.013364264	-0.023146586	0.0427671608	0.135973014	-0.0283308035	-0.0366584083	-0.0939984371	0.037752797	0.0493607942	-0.083441316	-0.0127505885	-0.0150530105	-0.0797047965	-0.0129557196	-0.0276328953	0.0521765782	-0.076017787	-0.1517097776	-0.0391619472	0.0556231445	-0.0197513118	-0.0051628763	0.0857259319	-0.0063720704	-0.0871783172	0.0423735181	-0.0334477744	0.0195395905	0.0215896191	-0.0311124237	-0.1566555635	0.0479457332	0.078255477	-0.0093829814	0.0898819332	-0.0113226375	-0.1300406712	0.0127222578	-0.0524802335	-0.0543430977	-0.1034827009	-0.0132661247	-0.0861737931	-0.0657182461	0.041101625	-0.0519161823	0.0576050686	0.0869056576	0.1125603045	0.0271067322	-0.005312842	-0.0104688495	0.0262542728	0.0774044599	0.1228568216	0.0002225927	-0.0132175625	0.0310715837	-0.0537164796	0.1043027788	-0.0767934339	0.0108608913	-0.1368032486	-0.1059276386	-0.1455400623	-0.0947077351	0.0304917059	0.1039636308	0.099666409	0.0926354574	0.0830636267	0.0240729050397021	-0.0071026959324171	5.044828950837581e-05	0.0005795047570505	-0.0487599724161356	-0.0005880029926004	3.457475193071425e-07	0.0023775349100223	-0.146807510566262	0.0830544046567211	0.0215524451586631	0.0068980341328823	-0.0035369482092774	0.0006160692788618	1.2510002635110606e-05	3.795413563572987e-07	0.0019066972340566	0.000454616860055	2.0667648944626745e-07	3.635494342359089e-06	0.0004578734377257	-0.0002291458438892	2.096480849747505e-07	5.2507817771739435e-08	0.0	0.0
