global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15
4391.811167356607	n/a	n/a	19288005.32971821	3959.317490619162	n/a	15676194.99152282	n/a	4641.317116574087	n/a	21541824.576603595	n/a	4475.164243407804	2871.042613546257	n/a	n/a	n/a	n/a	-0.1887145993	0.3216768842	0.2265114004	0.1521596677	0.0315332267	-0.2558693632	-0.0855969494	0.2129535261	-0.2413664018	0.2166521591	-0.2351004995	-0.0716280994	0.2866672501	-0.2183027653	0.6529793588	-0.1874395311	0.2454297977	-0.2173227942	0.0225481939	0.3468456169	-0.0546395361	0.6276823967	-0.4099811403	0.1433388899	-0.2143447341	-0.0083249371	0.3652595562	0.052067669	0.069791624	0.4206965688	-0.419976802	0.0908061755	-0.5658958746	0.1390670847	-0.1202533301	0.199741563	-0.0036083859	0.125061453	-0.0158271345	0.0658567734	-0.0167061756	0.0009272845	-0.1040252256	0.0105396174	-0.0132679797	8.216e-06	0.0782160719	-0.0062104452	0.0399314124	0.1054052417	0.105393201	0.1053731342	0.1053450429	-0.0260005639320723	n/a	n/a	0.0006760293247857	0.1596641778734948	n/a	n/a	0.0254926496960189	0.6289573334585015	n/a	0.3955873273112286	n/a	0.0238615610116749	n/a	n/a	0.0005693740939138	-0.0007528143743065	n/a	5.667294821624872e-07	n/a	-0.0005626018135575	n/a	n/a	3.165208006181881e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4433.840458467537	42.02929111092999	1766.4613112872987	19658941.21114362	3884.422572260318	-74.89491835884428	15088738.719885465	5609.24879597795	4697.531575875818	56.21445930173104	22066802.906350344	3160.0654345859757	4516.107899767288	2868.2012774671243	3.020155	50.927635	1.307425849904805	0.7801426733991144	-0.0573801553	0.152975088	-0.0519927231	-0.0002938011	0.0283319492	0.0355051323	0.1573455748	0.1415685147	0.0709207651	-0.009995234	0.009670724	0.0041894008	0.1339328871	0.0074648216	0.0648345911	0.04046695	-0.0805928295	-0.0036063577	0.0147772274	0.1100943124	0.0008528363	0.065562044	0.1164047122	-0.0548786433	0.011957836	0.025481538	0.1335768538	0.0785752301	0.0074768008	0.0457482936	-0.0976367737	0.0667175436	0.2133225841	-0.0805251166	0.1525845255	-0.0352354717	-0.0956217472	-0.1495019946	-0.0144625757	-0.0316051191	-0.079795017	0.044467386	-0.0359843529	-0.2958857455	-0.0337452558	-0.1110695134	-0.1705220329	0.0182962685	-0.0591925849	0.1053731342	0.1052647956	0.1050843138	0.1048318124	-0.0537924634913196	-0.0277918995592473	0.0007723896811112	0.0028936291284649	0.1129052347843924	-0.0467589430891023	0.0021863987588099	0.0127475920417187	0.2808627688652763	-0.3480945645932252	0.0788838949346696	0.121169825899347	0.0093024716931859	-0.014559089318489	0.0002119670817837	8.653597960252496e-05	0.0007462839188878	0.0014990982931943	5.569396875905324e-07	2.2472956926580634e-06	-0.0022000230551388	-0.0016374212415813	2.6811483223816457e-06	4.840101443142259e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4461.96087409477	28.120415627232436	790.757775048298	19909094.84195256	3954.343990823497	69.92141856317903	15636836.3977619	4889.004773887277	4707.027265609026	9.495689733207657	22156105.67918678	90.16812350934526	4530.7485847036105	2915.3686487214177	1.12857	19.030603	0.1288183250940353	0.0724170241913569	-0.055892766	0.165567532	-0.0679356208	-0.0948818254	-0.0343343396	-0.0284571557	-0.038463717	0.1798178887	0.0204533119	-0.0029430567	0.0188123207	-0.0670703349	0.1031546759	0.0942217855	-0.0071289745	0.0167359748	0.0218512811	0.0148419194	-0.0543661347	0.1109290345	0.0686198107	-0.0206353372	0.0335716916	0.0347231665	-0.0957608382	0.0202495665	0.1218231003	0.0859833472	0.1062831764	0.0472860487	-0.0696037576	0.0500155358	0.0915104601	-0.1136096543	0.00609241	-0.1399873875	-0.0436144899	0.0015774045	0.0127174453	-0.0653253932	0.0505836803	-0.0238608712	0.1241788244	-0.0449409955	0.0203627932	-0.0262676682	-0.1070579931	0.1062823279	0.0169677597	0.1053089291	0.1050081413	0.1045074645	0.1038078519	-0.0162080089354219	0.0375844545558977	0.0014125912242643	0.0002626995536507	0.1131272337766802	0.0002219989922877	4.92835525767963e-08	0.0127977710219636	0.2555859422021314	-0.0252768266631449	0.0653241738513512	0.0006389179661586	0.0095350337826707	0.0002325620894847	5.40851254655354e-08	9.09168692366715e-05	0.0006301313118017	-0.000116152607086	3.9706547011293133e-07	1.3491428132897912e-08	-0.0012340368540556	0.0009659862010831	9.331293406831522e-07	1.5228469571674426e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4449.206380049469	-12.754494045300817	162.67711835161398	19795437.4122729	3951.952043616253	-2.391947207243902	15617924.955042675	5.721411442241903	4702.643840760675	-4.383424848350842	22114859.09304431	19.2144134011396	4524.710386485398	2927.4034448917096	0.944135	15.920557	0.2012602327808869	0.1118898353418075	-0.0733876323	0.1350749532	-0.0910809165	0.0197298058	0.0012170108	-0.0681005162	-0.0678678564	0.0861036033	0.0617342305	0.0104837997	0.0165319711	-0.0296800888	0.1204449286	0.0887175581	-0.0056649106	0.0397396511	-0.119790506	0.01066976	-0.0190091003	0.1152906731	0.0556462406	-0.0064652217	0.1324147201	-0.0756717831	-0.0735915017	0.0438495014	0.1078144862	0.0946013625	0.0111838455	0.0209588174	-0.068870635	0.0629160043	0.1530080199	-0.0303769815	-0.0110832993	-0.1137496268	0.0254205969	-0.1061482566	-0.0374387421	-0.1027091008	0.0100777943	-0.0232074082	-0.0008459515	-0.1119905305	-0.0436218357	0.0287904651	-0.0496305797	-0.0108457008	-0.0086679849	0.1052126458	0.1046235507	0.1036441676	0.10227815	-0.0058370619224632	0.0103709470129586	0.0001075565419455	3.407129188666978e-05	0.087788063374532	-0.0253391704021481	0.0006420735566691	0.0077067440710508	0.3162003828438315	0.0606144406417001	0.0999826821105856	0.0036741104143061	0.0079812420958895	-0.0015537916867811	2.414268605910362e-06	6.370022539319863e-05	0.0002160570384484	-0.0004140742733533	4.66806438630934e-08	1.7145750385306345e-07	-0.0013648843884027	-0.000130847534347	1.7121077244715488e-08	1.8629093937054125e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4445.890965049284	-3.3154150001846574	10.991976623449432	19765946.473106857	3902.1830742877455	-49.76896932850741	15227032.74525776	2476.9503080219115	4700.357953153753	-2.2858876069212783	22093364.88777574	5.225282151476288	4522.754214722279	2878.930167923625	1.069127	18.028255	0.2382638565600663	0.1518641389212919	-0.0216595248	0.1236277116	-0.0498646311	-0.0947283425	0.0083628424	0.0313671543	0.0927851095	0.0237783592	-0.1053619672	-0.0103293927	0.0055113939	-0.0463126851	0.0754381849	0.0519081854	0.0139873533	0.0106006073	-0.0219217146	0.0016335356	-0.0347345353	0.0755144461	0.0421800527	0.0020523061	0.0355922178	0.0006946394	-0.0484607062	0.0035888739	0.0881795601	0.0556606956	0.0884949799	0.0108466332	-0.0377772766	0.0157900488	0.0762971773	-0.146346805	0.0608097618	-0.0228166196	0.0524396127	-0.0730193285	0.1000150598	-0.0152431422	0.0481190712	-0.0547527281	0.1408686897	0.0326663027	0.0793132763	-0.0540915907	0.0364497548	-0.0110473357	0.102079111	0.1050843138	0.1041114925	0.1024967892	0.1002501592	-0.0173300845184201	-0.0114930225959569	0.0001320895683911	0.0003003318294155	0.1265344727411843	0.0387464093666522	0.0015012842388082	0.0160109727918895	0.1771659720386793	-0.1390344108051522	0.03138778164841	0.0193305673879358	0.008538251219618	0.0005570091237284	3.102591639167899e-07	7.290173388930825e-05	0.0002831952988855	6.713826043709998e-05	8.019957731084766e-08	4.507546014519864e-09	-0.0010092314967222	0.0003556528916805	1.2648897936070148e-07	1.018548213976132e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4441.736312305618	-4.1546527436657925	17.261139420449698	19729021.468054317	3909.179931640625	6.996857352879488	15281687.737941802	48.95601281654376	4696.163929114555	-4.194024039198666	22053955.64911665	17.589837641376295	4521.913081242488	2896.337832198999	1.17419	19.799875	0.3060858190497591	0.2269833392212435	-0.090918343	0.1183371816	-0.1143769401	0.0185254771	0.0532751041	-0.0019294347	0.0420020785	0.1397592028	0.0509473835	-0.0494096646	-0.0264391884	-0.0299869568	0.1014844617	0.0569228008	0.0417269639	0.0833124472	-0.0647322463	-0.0333330135	-0.0150823178	0.1027753671	0.0537981452	0.0449157423	0.1145702093	-0.0163871626	-0.0393481546	0.044452971	0.1212018389	0.1112091171	-0.0083781382	0.0490168442	-0.0704710915	0.0925092818	0.1836551748	-0.0325534155	-0.0093134981	-0.0445670747	-0.1046789166	-0.1614776506	-0.0997502384	-0.0866169898	-0.0470447431	0.0369196021	-0.0179961459	-0.1341067018	-0.0776750008	0.1170025219	-0.1015512749	-0.0711205239	-0.0370298569	0.104923972	0.1034725904	0.1010684743	0.0977337597	-0.0093286916296051	0.008001392888815	6.402228816117925e-05	8.702448752026427e-05	0.0818998938934498	-0.0446345788477344	0.0019922456289146	0.0067075926197583	0.3979210289094368	0.2207550568707575	0.1583411452483448	0.0487327951340113	0.0085380960000735	-1.552195444988469e-07	2.4093106994429516e-14	7.28990833064711e-05	-1.6818574222643434e-05	-0.0003000138731081	2.828644388825662e-10	9.000832405734919e-08	-0.0013629582129186	-0.0003537267161963	1.2512258975108846e-07	1.8576550901622635e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4462.233795485767	20.497483180148265	420.14681672046106	19911530.44557531	3920.39905116869	11.21911952806522	15369528.720404366	125.8686429850144	4706.778585885318	10.61465677076285	22153764.65654859	112.6709383611016	4529.771663684502	2887.589508160974	1.246195	21.014067	0.0893256922189177	0.0471167722519586	-0.0768700716	0.1352608571	-0.1263804948	-0.0860772113	-0.0223127025	0.0176466304	0.074246748	0.1787688239	-0.0281437292	-0.0149855877	0.0253159221	-0.0612006064	0.1729115845	0.1237545789	-0.0104524053	0.0821289052	0.0179128684	0.0193224092	-0.0469782864	0.1776005527	0.0878089402	-0.0218917578	0.0910565074	0.0546450129	-0.1331941951	0.0502984707	0.1302080568	0.1199944302	0.0863954586	0.0723207434	-0.0066521977	0.0580010384	0.0688466311	-0.2112071988	0.1194168597	-0.1070930682	0.0871479376	-0.0899105996	-0.0089929164	-0.1795384184	0.1292269384	0.2198525646	-0.0757527635	0.1818115782	0.1300689666	0.1380903607	-0.087182753	0.1646002537	-0.1371090991	0.1047316694	0.102707623	0.0993631376	0.0947412111	0.0112562141969192	0.0205849058265243	0.0004237383478868	0.0001267023580469	0.0861881439398928	0.0042882500464429	1.8389088460818355e-05	0.0074283961558036	0.3669614285450535	-0.0309596003643833	0.1346606900398264	0.0009584968547223	0.0085622077037054	2.4111703631899545e-05	5.813742520325577e-10	7.331140076139209e-05	0.0002189246493089	0.0002357432235315	4.7928002075024856e-08	5.557486744104325e-08	-0.0009529544204507	0.0004100037924678	1.6810310983806078e-07	9.081221274565294e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4471.196131406862	8.962335921095473	80.32346516255825	19991594.84550769	3955.91074271824	35.5116915495496	15649229.804353576	1261.0802367103522	4707.576594628321	0.7980087430032654	22161277.394292377	0.6368179539096517	4533.850545055932	2973.7509686649355	1.340811	22.609541	0.4334168620193009	0.2569921775561097	-0.0213004868	0.0939207961	-0.0738176705	-0.0785047432	-0.0454575163	0.0487558266	-0.0499171677	0.126918859	0.0123385709	0.0252894366	0.0455931275	-0.1033035561	0.0562068299	0.1078921879	-0.0487508886	-0.0072121338	0.0064054692	0.0441359655	-0.1007560431	0.0851448854	0.0773289014	-0.0691802148	0.0227827867	0.0062418505	-0.0188495792	0.0093880393	0.0623925433	0.0438850232	0.0425094521	-0.010468716	0.0111748705	-0.017061736	0.1559989131	-0.0953661625	0.1658292873	-0.135678275	-0.0988532743	0.2872234854	0.1111623315	0.176094972	-0.1835597653	-0.0858909458	0.0107751133	0.2166249595	0.0698491667	-0.148569529	0.3956270647	-0.128733968	0.1309768046	0.1045074645	0.1018175221	0.0973854535	0.0912870929	0.0102538493952266	-0.0010023648016925	1.004735195672245e-06	0.0001051414274199	0.1211944355054299	0.0350062915655371	0.0012254404491713	0.0146880911974798	0.1214816972628796	-0.2454797312821738	0.0147578027698699	0.0602602984703683	0.0069820619090254	-0.00158014579468	2.49686073244489e-06	4.874918850146341e-05	0.0007369667302086	0.0005180420808996	5.431199614343555e-07	2.683675975828913e-07	-1.2572808632452855e-05	0.0009403816118182	8.843175758458844e-07	1.5807551690828103e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4465.032518624892	-6.163612781970187	37.990122526066266	19936515.392377745	3948.572610606318	-7.338132111921823	15591225.661230393	53.84818289201823	4713.959716929994	6.383122301673211	22221416.21283871	40.74425031811791	4538.966841327773	2902.1803440615663	1.135094	19.140619	0.3087613996442299	0.1604341004354229	-0.0484862064	0.0231809702	-0.1453383677	-0.018986028	-0.0169185178	0.0332917207	-0.0579190442	0.0778950948	-0.0490881181	0.0269884845	0.0480967624	-0.0701139395	0.0202280282	0.0792896318	-0.0252167497	0.0566359965	-0.0729001863	0.0424871784	-0.0733874974	0.0402060689	0.0703987804	-0.0293727307	0.0990872574	-0.0333735158	-0.0648955103	0.0360858262	0.0333188609	0.0779173005	0.0227611496	-0.0266391113	0.043069199	0.0134623492	0.083725386	-0.037281424	0.0349609004	-0.0195386365	0.0588135313	0.0969798143	-0.0283560491	-0.0085566086	-0.0192211924	-0.0206228002	0.0847378273	0.0117729112	-0.0297161195	-0.0432324555	-0.0108949645	0.0276104598	-0.0793518223	0.1042514257	0.1008033722	0.0951408427	0.0873882332	-0.010999951334611	-0.0212538007298376	0.0004517240454636	0.0001209989293638	0.0797433966621952	-0.0414510388432347	0.0017181886211833	0.0063590093112242	0.2302053611874299	0.1087236639245503	0.052994508319435	0.0118208350971785	0.0052871062971739	-0.0016949556118514	2.872874526146892e-06	2.7953492997615907e-05	0.0002724167936414	-0.0004645499365672	7.421090945786112e-08	2.1580664356458962e-07	-0.0005997251831459	-0.0005871523745134	3.447479108967793e-07	3.596702952993833e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4459.276342083114	-5.756176541777677	33.13356838011162	19885145.49506216	3960.9184258502464	12.345815243928428	15688874.776239997	152.41915403721555	4697.255937249736	-16.703779680257867	22064213.3400279	279.0162556065956	4527.273376564737	2965.038626437717	1.268624	21.392284	0.365285418148572	0.2439572940161813	-0.0122068884	0.0195320408	0.0171375531	0.0253004174	-0.0013847256	-0.0445514806	-0.0938014478	-0.0387902224	0.0503403546	0.0508682631	-0.0237089213	0.0018087649	-0.0100231706	0.0370535562	-0.0940032206	-0.0642726439	-0.0454906609	-0.0159456253	0.0018247712	-0.0054505381	0.0091977341	-0.1123291933	-0.0429150654	-0.0888176289	0.0973349066	-0.001275568	0.0004426607	-0.0610343633	-0.0436694844	-0.0963744762	-0.0171998484	-0.1159823974	0.0325317753	0.0672741585	-0.0255581803	-0.089426345	-0.0015738098	0.0984226995	-0.0010685276	0.022875318	0.0714777458	-0.1576817346	-0.022457708	-0.0289532216	0.0291411253	-0.0167771607	0.1297582583	0.0227322191	0.1419514882	0.1039636308	0.099666409	0.0926354574	0.0830636267	0.0105801389794635	0.0215800903140745	0.0004657002979636	0.0001119393408247	0.0937309829370605	0.0139875862748653	0.0001956525697968	0.0087854971623475	-0.0098359256309663	-0.2400412868183962	9.67454330178998e-05	0.0576198193774315	0.0046160235769575	-0.0006710827202163	4.503520173730423e-07	2.130767366302752e-05	0.0008019889899064	0.000529572196265	6.431863399310878e-07	2.804467110569357e-07	-6.8510048025789e-06	0.0005928741783433	3.514997913462681e-07	4.6936266804959147e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
