global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13
5495.994938686324	n/a	30205960.366065685	n/a	4872.6995196174175	n/a	n/a	23743200.608479813	5378.651231396654	n/a	28929889.069004744	n/a	5290.775118826279	4941.616148866679	n/a	n/a	n/a	n/a	-0.0233988167	-0.0802532764	-0.0332896199	0.06556725	-0.0374335774	0.0275817125	-0.0451798986	0.0317018407	-0.053473281	-0.0215210644	-0.0037186265	0.0035101556	0.0468800502	0.0263758741	-0.003889399	0.0731967502	-0.0635997588	0.0631716517	0.0387050465	-0.0240414084	0.043884863	-0.0020401973	0.0302041479	-0.0126404772	0.0204167883	-0.0219855161	0.0519715227	-0.0324505355	-0.0371131835	0.015055739	-0.050229009	0.0572232933	-0.0399563773	0.0422137414	-0.0055735126	-0.0006179411	0.0060119209	0.0405966351	-0.0595087795	0.0283798022	-0.0279100207	0.0160324933	-0.1186575933	0.0076987329	-0.0028197637	0.0710143596	-0.0004049487	0.0132617545	-0.0167871797	0.0124996026	-0.061649805	0.0028010384	-0.0505396764	0.0242979802	-0.0275392072	0.0344278522	-0.031665108	0.025618149	-0.0034281426	0.0400068897	-0.094470936	0.0108444847	-0.0541011342	0.0474655964	-0.0678245486	0.0289966942	-0.0360754197	0.0745185237	-0.0390336945	0.0141229455	-0.0195465815	0.0635977782	-0.0575248677	0.0356635017	-0.1308010041	0.0754207564	-0.0999165616	0.0288360247	-0.0989243281	0.0227527133	-0.0255785252	-0.1977743011	0.1054052417	0.105393201	0.1053731342	0.1053450429	0.0048085080953228	n/a	n/a	2.3121750102784903e-05	-0.018079879134234	n/a	0.0003268820295085	n/a	-0.0138428668172707	n/a	0.0001916249617206	n/a	-0.0008089536060958	n/a	6.544059368153988e-07	n/a	-0.0001432605666527	n/a	2.05235899576527e-08	n/a	0.0006439418907495	n/a	4.14661158662041e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5486.363953631231	-9.630985055092424	30100189.431704115	92.75587313141362	4844.024660357307	-28.67485926011068	822.2475535871552	23464574.910149723	5371.845628157137	-6.8056032395170405	28856725.452750947	46.31623545372484	5285.561299214648	4923.2352787898135	0.834396	12.609351	0.0874786647484125	0.0577596095148553	-0.0269159034	-0.0374895246	-0.0806223065	0.0745774145	-0.0508579925	-0.0093517296	-0.1000875973	0.0572888479	-0.0628228812	0.0338287843	-0.0109235315	-0.0277420375	0.0721709447	0.0280820781	0.0185368438	0.088359862	-0.0350926227	0.074217333	0.0860164706	0.0610242661	-0.0051002051	-0.085911227	0.0632000172	-0.1103110082	-0.0812794074	-0.0063081865	0.0378010692	0.0501403976	-0.0266030148	0.0277094689	-0.1837169096	0.0040673973	0.0156192476	-0.0612948952	0.0037203324	-0.0081978144	-0.0288469568	0.081161368	-0.0308835666	-0.043700765	-0.0312998243	0.0683333521	-0.0902488747	-0.0122338154	0.0483526376	0.0733078409	-0.031387352	0.1016839489	0.0623648916	0.0543689139	0.0205826393	-0.0174393683	0.1192589659	0.032804534	0.0424349176	0.0487666117	-0.0848787436	-0.0424763781	-0.0232586566	-0.0291594891	-0.1150587746	0.0559444911	-0.0020895638	0.0276347062	-0.1334460053	0.0279293061	0.0068813607	0.0335326795	-0.0934343968	0.0563692354	0.0294453108	0.0453458412	-0.1073397766	0.1259303917	-0.155793841	-0.0747467179	-0.1418841554	0.0112493814	-0.0648698863	0.0736840212	-0.193528027	-0.2275331269	0.1053731342	0.1052647956	0.1050843138	0.1048318124	0.0077178568687514	0.0029093487734285	8.464310285450498e-06	5.956531464653317e-05	-0.0159270187265292	0.0021528604077048	0.0002536699255152	4.6348079350628775e-06	-0.0697792529113598	-0.055936386094089	0.0048691441368675	0.003128879289267	-0.0009958826443442	-0.0001869290382483	9.917822413059964e-07	3.494246534047177e-08	-0.0004132848308764	-0.0002700242642237	1.7080435143253454e-07	7.291310326955057e-08	0.0005712938037578	-7.26480869917e-05	3.263766102120557e-07	5.277744543553611e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5493.928142581087	7.564188949855634	30183246.43584447	57.21695446911808	4852.735816147748	8.711155790440898	75.88423520533199	23549044.901323147	5379.544904901144	7.699276744006966	28939503.38384786	59.2788623808065	5291.403798339055	4906.22742559971	0.884312	13.363672	0.0302856289705636	0.0184089844704851	-0.0450588967	-0.0469840988	-0.0470917534	0.098169559	-0.0166768625	0.0019893775	-0.082418135	0.1087600076	-0.0263585823	0.0325702308	0.0218511986	0.0037054304	0.05837021	0.0310951883	0.0721463406	0.0511055792	0.022323824	0.0480328076	0.0861436287	0.0441319393	-0.0238779348	-0.0712678739	0.0347615378	0.1018398161	0.0153047719	0.0449668064	0.0266228041	0.0020733035	-0.0963984613	-0.0209882478	-0.0902549638	0.0714651854	0.0454859159	-0.045107681	-0.0182197827	0.0207354787	-0.0100381161	0.0700337196	-0.0248292162	-0.084871701	-0.0389280326	-0.0138047643	-0.0739614734	-0.0667283435	0.0406760998	0.0160705037	-0.0169514118	0.1003564102	0.0798427873	-0.0147424943	-0.0689744791	0.0668142014	0.0240802347	0.0580733503	0.0381697234	0.0772886585	-0.0455489111	0.0618370688	-0.0330768218	0.0181445149	-0.137123551	-0.0091937321	-0.0474133965	0.0471517605	-0.1412794126	0.0953195187	0.0249071905	-0.0901084113	-0.0321621361	0.0259867566	0.0327922748	0.0471020713	0.0023501165	0.0437582741	-0.0259623539	0.0048381734	-0.0462777201	-0.0384220445	-0.0127370761	0.1710955456	-0.0026554538	-0.1034130233	0.1053089291	0.1050081413	0.1045074645	0.1038078519	0.0101238969114376	0.0024060400426861	5.789028687009407e-06	0.0001024932886734	-0.0074780056616816	0.0084490130648475	5.592056867614207e-05	7.13858217699654e-05	-0.0854580622365546	-0.0156788093251948	0.0073030804012268	0.0002458250618558	-0.0010708815701329	-7.499892578869999e-05	1.1467873372503051e-06	5.624838869458928e-09	-0.0004133057494712	-2.0918594799987453e-08	1.7082164254595037e-07	4.3758760840606203e-16	0.0005712783173846	-1.548637319998079e-08	3.263589159137797e-07	2.3982775488908315e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5513.193991540646	19.265848959558756	30395307.98835988	371.1729361325311	4848.912018899357	-3.8237972483912017	14.621425396804126	23511947.767026637	5392.762663345072	13.217758443927778	29081889.143168632	174.70913828202407	5304.800911307142	4894.482902699467	1.105818	16.711069	0.0561498974784068	0.0303236834205106	-0.0397054113	0.0958621388	0.0641666497	0.0192941351	-0.0368713734	-0.036557017	0.0142359661	-0.0101035352	0.0006642394	-0.0436974081	0.0295290646	0.0512324214	-0.023038711	-0.0416376633	-0.0078457513	-0.0658894634	0.0201075805	0.0684857379	0.011077274	0.1222031548	-0.0040511947	0.0269960971	-0.021782885	-0.0099604182	-0.0547353576	0.0253033581	0.0366930495	0.0981070328	-0.0379874345	0.0088911274	-0.0722741188	0.0636743611	0.1095697584	-0.1882169893	-0.0668736365	0.0322062987	0.0461288229	-0.0144908492	0.0272318172	0.0671776368	-0.006838646	-0.0630712082	0.0282040388	-0.0924937154	0.0235838909	-0.0409578595	0.0430275744	0.0789811742	0.0757152355	0.0298356766	-0.0089950809	0.1017613067	0.078238252	0.0251861524	0.0886738165	0.0774599677	-0.1468665937	-0.0317820523	-0.0377738018	0.0665723609	-0.133754541	-0.0644039031	-0.021068857	0.0359750118	0.001664137	0.099025755	-0.0786329902	-0.035481028	-0.1165262018	0.0379942684	0.0384608752	0.0454574805	-0.1307955905	-0.0010306959	-0.0463091188	-0.0070940267	0.1111755038	0.0004793859	0.0438615468	0.2030987168	-0.0170738629	-0.1000113789	0.1052126458	0.1046235507	0.1036441676	0.10227815	0.0001239647103687	-0.0099999322010688	9.999864402597468e-05	1.5367249416795675e-08	0.0001964256607607	0.0076744313224423	3.85830402052776e-08	5.889689612288347e-05	-0.1118806556937102	-0.0264225934571556	0.0125172811184545	0.0006981534450021	-0.0009614026639513	0.0001094789061816	9.242950822526562e-07	1.1985630898719578e-08	-0.0003202935810662	9.301216840499996e-05	1.0258797807221045e-07	8.651263471400075e-09	0.0006098460527528	3.856773536820002e-05	3.719122080581709e-07	1.4874702114315067e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5512.915254585408	-0.2787369552379459	30392234.60424049	0.0776942902153206	4941.555703555837	92.64368465648022	8582.852306729348	24418972.77134522	5394.093148276814	1.3304849317419212	29096240.892286867	1.7701901535923046	5311.531990951021	4941.277287041619	1.157897	17.498079	0.0476576172481611	0.0230064446615493	-0.0523964733	0.0465447955	0.0844849038	0.036781427	0.090591843	0.0794572104	0.0724072884	-0.1801549962	0.0294313728	-0.0449888862	0.0442032733	0.0595393163	0.0177512118	-0.0193081941	-0.1728789711	0.0380221566	-0.0876125375	0.130179844	0.0115035509	0.0692142551	-0.0120623727	-0.0699147059	-0.0260842837	-0.0540596769	-0.0841460974	-0.0640128964	-0.0890611745	-0.0206604961	-0.0829672407	-0.0827633834	-0.0088493911	0.0108154593	0.0076416298	-0.0643258133	0.0153809565	0.0692845132	0.0583940004	-0.002686202	-0.0233157967	0.149152415	0.0592007671	0.0748275237	0.0245977613	-0.0366710881	0.0749165527	0.118309585	-0.1775224902	0.0287430558	-0.0399827823	-0.0771975055	0.1201940069	-0.068306387	0.1660067687	0.0218567653	0.0355093596	-0.0439706137	0.0550171263	0.1053201199	-0.0445046373	-0.047629095	-0.1160344859	0.0381498069	-0.0453837953	-0.0016330489	0.0523569422	0.055281017	-0.072280869	-0.053909769	-0.0993541893	0.0231762896	-0.0662636934	-0.1193688733	-0.1032037214	-0.0014949964	0.0039329992	3.27867e-05	0.083706521	-0.1310946069	-0.0603023536	0.0538066193	-0.0697409448	-0.0921042472	0.1050843138	0.1041114925	0.1024967892	0.1002501592	0.0086625071638053	0.0085385424534366	7.290670722913913e-05	7.503903036297816e-05	-0.0062640046102444	-0.0064604302710051	3.92377537571631e-05	4.173715928651903e-05	-0.1165790538150446	-0.0046983981213344	0.013590675788411	2.2074944906558687e-05	-0.0008587990990185	0.0001026035649327	7.375358924749874e-07	1.0527491536919288e-08	-0.0004134180913804	-9.31245103142e-05	1.709145182806128e-07	8.672174421259543e-09	0.0009733229055535	0.0003634768528007	9.473574784751076e-07	1.3211542252190174e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5496.012535830472	-16.90271875493545	30206153.794005696	285.70190130844657	4911.209550924862	-30.34615263097476	920.8889795024162	24119979.253095586	5388.360435017291	-5.732713259522825	29034428.177659728	32.864001315908816	5302.889918510671	4932.844659175269	1.020571	15.422812	0.0530424974240151	0.0261348852850878	-0.0590037709	-0.0432531172	0.0646467177	0.0340788858	-0.0089363742	0.071272113	-0.0734903296	-0.0729303013	0.0603226676	-0.0261175092	0.0368607279	0.0581906413	0.0344657097	0.088145688	-0.0412361413	-0.0438132853	-0.0950800245	-0.0422599908	0.0389018344	0.0565173303	-0.0703717619	-0.0519108271	-0.0317597578	0.020370501	-0.0358531878	0.0623955775	-0.0954765043	-0.0624618801	-0.0702182321	0.0003379106	0.0050794065	-0.0422893988	-0.0849872148	0.0927220511	-0.0606677807	0.0494600902	0.0458660601	0.0416217086	-0.0501826837	-0.0089996388	0.0607910052	0.0614018251	0.0895738247	0.0283347133	0.1189449518	0.0120670908	-8.57449e-05	0.0294818582	0.1460350275	-0.046520591	0.1188770115	0.0146502134	-0.0438487042	0.0741053106	0.0077511465	0.0418452551	0.0413922481	-0.0138247635	-0.0389637732	-0.056797412	-0.0702223825	0.0439811351	-0.0480089823	-0.0084073299	-0.0078913415	0.0359262861	0.0064637295	-0.0738000217	-0.0356374678	0.0033543309	-0.045099458	-0.088054273	-0.0175724615	-0.0308299024	0.0127096603	-0.0340645555	-0.0043563742	-0.1293942484	-0.0194351182	-0.0208639428	-0.0440849368	-0.0498057295	0.104923972	0.1034725904	0.1010684743	0.0977337597	0.0083440385813275	-0.0003184685824778	1.014222380254199e-07	6.962297984668184e-05	-0.0097931317169894	-0.003529127106745	9.590542882630376e-05	1.2454738135562334e-05	-0.1042498505959486	0.012329203219096	0.0108680313492776	0.0001520092520177	-0.0006259798965836	0.0002328192024349	3.918508309268146e-07	5.4204781022422955e-08	-4.8261017068673695e-05	0.0003651570743117	2.329125768502813e-09	1.3333968891989965e-07	0.0008339852119862	-0.0001393376935673	6.955313338116669e-07	1.9414992848654813e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5483.206966667696	-12.80556916277601	30065558.63931316	163.9826015826399	4877.127214499081	-34.08233642578125	1161.6056562401354	23786369.86640756	5374.0225667412005	-14.337868276090376	28880118.54784368	205.5744667025188	5288.156381486883	4923.398695242351	0.912828	13.794608	0.0324198659888322	0.0150378023773909	-0.0598426444	-0.0853705011	-0.0038161933	0.0370615584	-0.0061020147	0.0561179825	-0.1183527792	0.0575024182	0.0294588955	0.0027668218	0.0057790105	-0.0099842888	0.0875187312	0.0809094658	0.0070131113	-0.0086491363	0.0556502698	-0.0165463561	0.0238719475	-0.0941995559	-0.1138680669	-0.1338727685	0.0046857058	0.0124890845	0.054896318	-0.0098530637	0.018196047	-0.0935767931	-0.0145478824	-0.0953506624	0.1591243476	-0.0089370043	-0.002303688	-0.1211384261	-0.0417098261	0.0164531773	-0.0193847911	0.1054423678	-0.0631328606	-0.102949983	0.0391048052	-0.0072323692	0.019563639	-0.0346261058	0.0487394411	0.0345874682	0.0443328818	0.0015331295	0.0444497627	-0.0418859814	-0.0985866161	-0.0399751505	-0.0096733121	0.0421888093	-0.202526343	-0.0040482343	0.0531959509	0.0142594512	-0.0424925286	-0.0264425629	-0.0765536959	0.0021886497	-0.053434496	0.0013501397	-0.081717835	0.0657316106	0.0526000608	-0.1120415667	-0.0150966596	0.002424449	0.0136612766	0.02058467	0.0567344259	-0.03512195	0.0028531428	-0.0410327975	-0.0197488978	-0.0939746393	-0.0381352413	0.0032790382	-0.0054723569	-0.037776001	0.1047316694	0.102707623	0.0993631376	0.0947412111	0.0109524927759565	0.002608454194629	6.804033285477625e-06	0.0001199570980073	1.597877448489271e-05	0.0098091104914742	2.5532123403905826e-10	9.621864863395104e-05	-0.1119285009792463	-0.0076786503832976	0.0125279893314611	5.896167170891783e-05	-0.0006629584680678	-3.6978571484199926e-05	4.395139303828042e-07	1.367414749012084e-09	-0.0001197302253903	-7.146920832162631e-05	1.4335326872012042e-08	5.107847738120019e-09	0.0006959599734034	-0.0001380252385827	4.843602845796612e-07	1.905096648583885e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5494.268683068294	11.061716400598016	30186988.361745007	122.36156972725912	4874.619347426471	-2.50786707260977	6.2893972538802965	23761913.782304477	5379.033268191447	5.010701450246415	28933998.90031036	25.10712902350153	5291.730974779761	4925.968856788509	0.8986159999999999	13.579834	0.1530878216509689	0.109492769753106	-0.0144349729	-0.0689013393	-0.0237794971	0.024483403	-0.0195074907	0.0217028645	-0.0344590007	0.1071120615	0.0315235991	0.0433004538	-0.0233935302	0.0035869548	0.0386936337	0.0336333766	0.0124087896	-0.0067792476	-0.0849320421	0.026990857	-0.0390315933	-0.0073951764	0.0726071623	0.0071929816	0.0116619098	0.0961272901	0.0698682402	-0.00208959	-0.0097491526	-0.05035011	0.1097071453	0.0220812962	0.0920433153	0.0268561019	-0.0481401802	0.0387303332	-0.0068752425	-0.0215162282	0.0095343759	0.0370287332	-0.0537342442	0.0148762625	-0.0377263946	-0.0243836861	-0.0292319565	6.47265e-05	0.0246506451	0.0132937811	-0.0186831982	-0.0523230212	0.0018806677	-0.0854578809	-0.0915227447	0.0123391322	-0.0933607725	-0.0634859744	0.0024108018	-0.0844248753	-0.0567702302	-0.082092151	-0.0014032927	0.0136792058	-0.0087173001	-0.0147030552	-0.0656761791	0.0268932842	-0.0593278506	0.0061717781	-0.0106701878	0.0545169422	0.0422736831	-0.0350162263	0.0920966476	0.0039819428	0.0244941135	-0.0112378662	-0.0202572004	0.0644757148	-0.0270660818	0.0618262015	-0.0302872462	-0.0409870785	0.0509685693	0.0154438158	0.1045074645	0.1018175221	0.0973854535	0.0912870929	0.0098682189426	-0.0010842738333565	1.1756497457016e-06	9.738174509908944e-05	0.0001170430351322	0.0001010642606473	1.3699072072957405e-08	1.0213984780186864e-08	-0.0044999471806761	0.1074285537985701	2.024952462887478e-05	0.0115408941712522	-0.0002360715792901	0.0004268868887777	5.5729790548521976e-08	1.8223241581030442e-07	0.0002409299048573	0.0003606601302476	5.804721905454764e-08	1.300757295502158e-07	0.0005940283972608	-0.0001019315761425	3.528697367522348e-07	1.0390046214914656e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5496.336165318132	2.067482249837667	30209711.242184028	4.274482853393821	4857.015892836627	-17.60345458984375	309.881613496691	23590603.383267578	5374.306838653317	-4.726429538130105	28883173.99599581	22.33913617890876	5286.312865126306	4933.425474923481	0.784097	11.849232	0.073943115199549	0.0350156140530243	0.0133558195	-0.0327128066	-0.0634408711	0.0043807008	-0.0088707233	-0.0155402096	-0.0171215134	0.0608497472	-0.0783079303	-0.0104669591	-0.0296065092	-0.0323709026	0.001739507	-0.0171008772	0.0471609647	0.0289068189	0.0128858421	-0.0185917099	0.0502001124	0.0026946599	0.0784536297	0.0109248188	0.0596748497	0.0143501635	-0.0412914871	-0.0898052616	-0.0047945158	0.0603614731	0.1587131641	0.1029380364	0.1415028153	-0.037493613	0.0309911885	0.0275622259	0.0154367432	-0.0351105566	-0.0291172876	0.0047006291	-0.0089533231	0.0071470825	-0.0396734221	0.0090838232	-0.091067934	0.0604488229	-0.0666635965	0.0089353791	0.0097127938	0.0088602954	-0.0333319175	0.0650444471	0.0040919397	-0.1510457884	-0.0167433107	-0.009682669	0.0716879414	-0.1290080471	-0.0721148577	-0.05165222	0.0134927378	-0.0096698619	0.0323072808	0.0201582421	-0.0282947727	0.0292965599	-0.064331818	-0.0290197371	-0.0251587021	0.1094125985	0.0614649528	-0.0218451762	0.0740480769	-0.0367531931	-0.0416661865	0.0395970923	0.0262092528	0.0137320316	-0.023184286	0.0818944277	-0.0052390475	-0.0822787222	-0.0242180172	0.1034391564	0.1042514257	0.1008033722	0.0951408427	0.0873882332	0.0122451690476736	0.0023769501050736	5.649891802009398e-06	0.0001499441650061	-0.0182015908927013	-0.0183186339278335	0.0003312979110252	0.0003355723489819	0.0160439549635924	0.0205439021442685	0.0002574084908737	0.0004220519153132	-9.49812080573825e-05	0.0001410903712327	9.021429884039782e-09	1.990649285458604e-08	-9.10195644010514e-05	-0.0003319494692583	8.284561103757142e-09	1.101904501409012e-07	0.0004129956573044	-0.0001810327399564	1.7056541295229345e-07	3.277285293612154e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5497.741628135108	1.405462816976069	30225163.00972967	1.9753257299023077	4846.16114286535	-10.85474997127767	117.82559693895256	23485277.822617996	5369.773912202166	-4.53292645115107	28834471.868166957	20.547422211545037	5281.942394349032	4932.72383125731	0.7287059999999999	11.012173	0.0794627378238717	0.0459542589027542	0.0063825682	-0.0156117201	-0.0733387762	0.0259794738	-0.0305986151	-0.0457219478	-0.0433455294	0.04513521	-0.05509101	0.0502716519	-0.0366160182	-0.0515318371	0.032174456	-0.0468149848	0.0372252002	0.0408632898	0.0230729891	-0.0148572406	0.0518520466	-0.1185950359	0.0517819293	-0.0301445463	-0.0232805164	-0.0708540348	-0.0178528795	0.0056901478	-0.0118175556	-0.0343498363	0.0897032395	0.0735223675	-0.0016064127	0.0466691895	-0.0501702885	-0.0296964479	-0.0101250517	-0.0458289605	-0.0501476418	0.0449004734	0.0380635623	-0.0540373701	-0.0169046577	0.0027253975	-0.0767625418	0.0411391572	-0.0776272636	0.0680963677	0.047198383	0.0062434262	-0.0422191649	-0.0061911093	0.0229737664	-0.0299354274	-0.0257654529	0.0925628257	-0.0582742995	0.0506295669	-0.0507498554	-0.0428485448	-0.0036677183	-0.0195288438	0.0151044017	0.0087205817	0.014835248	0.0254484873	-0.0780687568	-0.0238097317	0.0362578244	0.0450056872	0.0754555627	0.0091340894	0.0248506962	-0.0158286709	-0.0201341076	0.0183379396	0.0265118092	-0.014427346	-0.0390294755	0.0752027212	-0.0069892977	-0.0299257389	0.0021507397	0.1004735908	0.1039636308	0.099666409	0.0926354574	0.0830636267	0.0087911352591021	-0.0034540337885715	1.1930349412593591e-05	7.728405914382814e-05	-0.0095985539685301	0.0086030369241711	9.213223828678496e-05	7.401224431865302e-05	-0.0225148489046205	-0.0385588038682129	0.0005069184211978	0.0014867813557473	4.3929850631789296e-05	0.0001389110586891	1.9298317765313184e-09	1.929628222614653e-08	0.0003160092532803	0.0004070288176813	9.986184815877281e-08	1.6567245842307885e-07	0.0004439930457922	3.099738848779998e-05	1.9712982471183465e-07	9.608380930635946e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
