global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70	motion_outlier71	motion_outlier72	motion_outlier73	motion_outlier74	motion_outlier75	motion_outlier76	motion_outlier77	motion_outlier78	motion_outlier79	motion_outlier80	motion_outlier81	motion_outlier82	motion_outlier83	motion_outlier84	motion_outlier85	motion_outlier86	motion_outlier87	motion_outlier88	motion_outlier89	motion_outlier90	motion_outlier91	motion_outlier92	motion_outlier93	motion_outlier94	motion_outlier95	motion_outlier96	motion_outlier97	motion_outlier98	motion_outlier99	motion_outlier100	motion_outlier101	motion_outlier102	motion_outlier103	motion_outlier104	motion_outlier105	motion_outlier106	motion_outlier107
4536.073785960998	n/a	20575965.391682543	n/a	3680.7624565745086	n/a	13548012.261728412	n/a	4526.740360851248	n/a	n/a	20491378.294559684	4266.427585455463	4738.601256768512	n/a	n/a	n/a	n/a	-0.0571103896	-0.0030633601	-0.0381919602	0.021117842	0.0127391901	0.0224930046	0.0235628988	-0.0337263287	0.0768334001	-0.0428889283	-0.0559989714	-0.0115037773	-0.022531933	0.0316336021	-0.0017405856	-0.05294357	-0.0161107307	-0.0140733859	0.0183702915	-0.026210777	0.0031572066	-0.0204132543	-0.0306884412	-0.0063154976	0.0447976442	-0.0547473791	0.0186992322	-0.0067848512	0.0670405609	-0.0696606631	0.0085897041	-0.0056143488	0.0436010655	-0.0168252366	0.0027618902	-0.0397063784	0.0248995821	-0.1237857087	0.0033603869	-0.0029442018	0.0304788766	-0.0725490041	0.0224798045	-0.0068731115	0.009940543	-0.0115093884	0.1054052417	0.105393201	0.1053731342	0.1053450429	0.0579154287568002	n/a	0.0033541968880839	n/a	-0.0111271543602953	n/a	0.0001238135641578	n/a	-0.2039360805454038	n/a	n/a	0.0415899249482214	-0.0056218687562532	n/a	n/a	3.16054083125359e-05	0.0008883344503367	n/a	n/a	7.891380956550069e-07	0.000773004044639	n/a	5.975352530282531e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4547.2371266990285	11.163340738030456	20677365.48643004	124.62017643337036	3659.128951807341	-21.63350476716778	13389224.685954688	468.008528511071	4525.81765494377	-0.9227059074773932	0.8513861916936799	20483025.44580073	4265.255775393122	4763.578152461189	0.632108	23.364222	0.3214797270632363	0.1604426725900326	-0.0618993046	-0.0018823258	-0.0063499492	-0.0026956745	0.0068123547	0.0210995677	-0.0486566708	-0.0303981213	-0.0681940221	-0.0118699032	-0.0492597197	0.0344610349	0.0006973879	-0.032339197	-0.011474354	-0.0470835342	0.0386173139	0.0247562366	0.0633597797	0.0027793466	0.0488971409	-0.0651417793	-0.026395914	0.003725807	0.0509049376	-0.0889480157	0.0365807688	-0.0105896043	-0.0086251945	-0.025885778	-0.0071364409	-0.0724160095	0.0271768147	-0.0168256933	-0.019170313	-0.0351417197	0.089661231	-0.1196445006	-0.0533731769	-0.014970238	0.0087805838	-0.0801617172	-0.0386117271	0.0519780075	-0.0342888247	-0.0056592833	0.1053731342	0.1052647956	0.1050843138	0.1048318124	0.0857766820323746	0.0278612532755744	0.007357639180483	0.0007762494340857	0.0053372354054062	0.0164643897657015	2.8486081772721483e-05	0.0002710761303569	-0.3319631936283542	-0.1280271130829504	0.0163909416843545	0.1101995619239361	-0.0058491438082579	-0.0002272750520046	5.165394926373904e-08	3.421248328968173e-05	-0.0002766111772933	-0.00116494562763	1.3570983153342545e-06	7.651374340358544e-08	-0.0008173146945065	-0.0015903187391454	6.680033098562535e-07	2.5291136920773326e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4475.668041779436	-71.56908491959257	20031604.42020577	5122.133916227853	3609.375087172221	-49.75386463511995	13027588.519899476	2475.44704612984	4476.2881299968485	-49.52952494692181	2453.17384146775	20037155.42275068	4217.0974704908285	4473.516257950316	1.112031	41.103325	0.4821565669623109	0.2994761216954904	0.0583672716	0.0938931999	-0.1076579744	0.0105590398	-0.0996721162	-0.0902451891	0.0243812815	-0.0862088986	0.0060523388	-0.0258710469	0.0241171302	-0.0698856812	-0.0281454359	-0.0633773943	0.0683016146	0.0286328439	-0.0798961131	-0.0135621043	0.0455597012	0.0344659	-0.0695362831	-0.0353013012	-0.0194374521	-0.0637507585	0.0802380946	-0.0383791284	0.0471947538	0.068767832	0.1092249294	-0.0400535404	0.0337776347	0.066116776	-0.0455635332	-0.0931310916	-0.0436098274	-0.0874681358	0.0004581926	-0.0958814779	0.0657962507	0.0299828522	-0.0385287276	-0.0177853607	-0.0005648713	-0.028488193	-0.0151299491	0.0150379581	0.1053089291	0.1050081413	0.1045074645	0.1038078519	0.0830967715710215	-0.0026799104613531	0.0069050734455265	7.181920080869797e-06	-0.0608459579569427	-0.0661831933623489	0.003702230599698	0.004380215083638	-0.0714662775482253	0.2604969160801289	0.0678586432872577	0.0051074288265999	-0.007430344541253	-0.0015812007329951	2.500195758024241e-06	5.5210020001728255e-05	-0.0013400103242342	-0.0010633991469409	1.1308177457146338e-06	1.7956276690542458e-06	-0.0004059836332729	0.0004113310612336	1.6482271048546457e-07	1.6919324193555964e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4555.468468634889	79.80042685545322	20752292.968726706	6368.108126312541	3706.118767989309	96.74368081708826	13735316.322442597	9359.339778038651	4543.990715399416	67.70258540256782	4583.640070191989	20647851.6216361	4285.830088271509	4826.137912177172	1.326318	49.023876	0.3454941938975374	0.1620970006475203	-0.075559148	0.0082954063	0.0627610616	-0.1053365661	-0.0465706017	0.0531751719	-0.0661492085	-0.0698927522	-0.0109287632	0.1430393699	-0.0860654879	-0.017070676	0.0067314451	0.0243326205	0.0464684128	-0.0841458531	-0.0254691478	0.0048997617	-0.0473808329	0.0136020543	0.0200547632	-0.0391235653	-0.0422063371	0.0675503369	0.0482322026	-0.0090142806	0.0410654125	-0.0506871114	-0.0888830358	0.0109170847	-0.0524286105	-0.0850538618	-0.0415188441	-0.0310004501	-0.1077404323	0.0141664214	0.0404771154	-0.0027940664	-0.1079197742	0.0114980465	0.0418491264	-0.0160710936	-0.0250155679	0.0469806973	-0.0592451493	-0.0439360857	0.1052126458	0.1046235507	0.1036441676	0.10227815	0.0415471563988631	-0.0415496151721584	0.0017261662048315	0.0017263705209544	-0.1574931069813345	-0.0966471490243918	0.024804078746634	0.0093406714145429	0.0128984347248319	0.0843647122730572	0.0071174046769157	0.0001663696183507	-0.0076549721351868	-0.0002246275939337	5.0457555956487936e-08	5.859859839048635e-05	0.0001952303123831	0.0015352406366173	2.356963812321093e-06	3.811487487320281e-08	-0.0011047697512804	-0.0006987861180075	1.2205162033441571e-06	4.883020387199919e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4536.6586882460615	-18.80978038882768	20581272.05363848	353.80783827592626	3714.3213314074646	8.202563418155478	13796182.95294852	67.28204662886247	4522.848518258194	-21.142197141221917	446.99249995829206	20456158.719110344	4260.192117286156	4690.514932774267	0.9075200000000002	33.544109	0.3534021305197579	0.1801158407968908	-0.0322780661	0.0594488332	-0.0512195423	0.0028378785	-0.0294867225	0.0432318383	0.0296300163	0.0083625625	-0.0201982822	-0.1149771241	-0.0498280427	-0.0184461937	0.0005919225	0.0037770577	0.0530965178	-0.0462010266	-0.0198110023	-0.009393075	-0.0399717045	0.0071552138	-0.0303151351	-0.0224742241	-0.0525021201	-0.019599885	0.0851030178	-0.0382313515	-0.0096903546	-0.0105774663	0.0449423588	-0.0182426062	0.0117335674	0.056944685	-0.0045021438	-0.0572513506	-0.036882381	-0.0336115147	-0.025250762	-0.0930850745	-0.0257713842	0.0224227795	-0.0017164832	-0.040055963	0.0027388564	-0.0141050143	-0.025042261	0.028171612	0.1050843138	0.1041114925	0.1024967892	0.1002501592	0.0507700043018388	0.0092228479029757	0.0025775933368087	8.506092344142328e-05	-0.024775499442569	0.1327176075387655	0.0006138253726287	0.0176139633508137	-0.0133515019270049	-0.0262499366518368	0.0006890591742254	0.0001782626037068	-0.0056848847447765	0.0019700873904102	3.881244325853663e-06	3.2317914561392576e-05	-0.0002948267421258	-0.0004900570545089	2.40155916673939e-07	8.692280787251297e-08	-0.0023488600748848	-0.0012440903236044	5.5171436513878286e-06	1.5477607332861006e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4542.332164638379	5.6734763923177525	20632781.493908383	32.18833437418686	3672.1275839189593	-42.19374748850532	13484520.992578492	1780.3123271237494	4528.460122142881	5.611603884686701	31.49009815863088	20506951.07783832	4272.550159347027	4789.8145983497725	0.681916	25.205223	0.1842270489260809	0.0813675988054127	-0.064152466	0.0310786067	0.0132201362	-0.0201970633	0.012456446	0.042266292	-0.031113994	-0.023314808	-0.084682	0.0542105438	-0.0537569464	0.0399165491	0.0490988633	-0.010147912	0.0247394155	-0.0573832744	0.0369284999	0.0366504223	0.012534133	-0.029602142	0.0270535476	-0.0629588753	-0.0502301206	-0.0042575109	0.0770519875	-0.0617127556	0.0147450733	-0.017260364	-0.034984189	0.0263130058	-0.003297384	-0.0225241015	-0.0143060566	-0.0458943974	-0.0344194334	-0.0218035876	0.029548802	-0.0806468904	-0.0800036904	0.0439273182	0.002936927	-0.0230622552	-0.0306380993	0.0242368546	-0.0798101981	0.0272806778	0.104923972	0.1034725904	0.1010684743	0.0977337597	0.0650714667512772	0.0143014624494384	0.0042342957851625	0.0002045318281926	-0.0158196687132772	0.0089558307292918	0.0002502619181978	8.020690405172733e-05	-0.0695835883881557	-0.0562320864611508	0.0031620475477743	0.0048418757729722	-0.0061462040878858	-0.0004613193431092	2.128155363267957e-07	3.777582468994412e-05	-0.0010109763715864	-0.0007161496294605	5.128702917765545e-07	1.0220732239060026e-06	-0.0032661444880389	-0.000917284413154	1.0667699816746888e-05	8.414106946154614e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4519.895840323431	-22.43632431494825	20429458.407373056	503.3886487655381	3687.479626815285	15.352042896325656	13597505.998177793	235.68522109062303	4516.052267864252	-12.407854278629202	153.95484779969698	20394728.08608185	4260.30437264601	4750.009589836341	0.663354	24.519161	0.1691859752430436	0.0773974092076824	-0.0420993744	0.0333779016	0.0089603213	-0.0611794404	0.0156301633	0.035697499	-0.0674908368	-0.015250985	0.0009906595	0.0177986973	-0.0370996929	-0.0052227662	0.0109350926	-0.0377991167	0.0249630128	-0.033210076	0.0068682441	0.0354768382	0.0066733479	0.0511824717	-0.0105836436	-0.0549153507	-0.0403050173	0.0195202773	0.0944735532	-0.0680636175	0.0261386097	-0.052455596	-0.0628866183	0.0326288674	0.0064279512	-0.0414207789	-0.0282096462	-0.0454786745	-0.0881687583	0.0208846319	0.0305982453	-0.0614225456	-0.0925435963	-0.0245241768	0.0357301812	-0.0496844112	-0.0220694613	-0.0198548046	-0.0395292987	0.0041601103	0.1047316694	0.102707623	0.0993631376	0.0947412111	0.0649431333584544	-0.0001283333928227	0.0042176105704139	1.6469459713410182e-08	-0.0453638724550273	-0.0295442037417501	0.0020578809241159	0.000872859974734	-0.1000193278567564	-0.0304357394686006	0.0009263342370005	0.0100038659449173	-0.0070838863086037	-0.0009376822207179	8.792479470504527e-07	5.018144523322296e-05	-0.0013341971913267	-0.0003232208197403	1.0447169831359157e-07	1.7800821453440549e-06	-0.0041867954203781	-0.0009206509323391	1.752925589209903e-05	8.475981392170375e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4512.958905656921	-6.936934666509842	20366798.08414812	48.12106256742601	3656.9334363435446	-30.54619047174037	13373162.157847406	933.0697523358424	4516.104253230328	0.0519853660762237	0.0027024782860789	20395197.62604506	4260.681963440097	4667.204362142791	0.808473	29.883072	0.2033012207728314	0.1199939914568819	-0.0222294004	0.0421186477	-0.0406910897	0.0258399232	-0.0609437741	0.0124114359	0.0302786549	0.0588716114	0.0566492827	-0.0628997105	-0.0338853607	-0.0389007425	0.0061169856	-0.0158305475	-0.0095760852	-0.034153632	-0.0436750484	0.0202068532	0.0485679114	-0.0226755084	0.0106558945	-0.0395020965	-0.0261732603	-0.0519251675	0.1021902233	-0.1088998614	0.0637869898	0.0266845632	0.0291252784	0.0056084812	0.0234535574	0.0129902864	0.0047237318	-0.0373064573	0.0028238714	-0.0281808038	0.0294739769	-0.0801038582	0.0432319117	-0.0270302056	0.0574595462	-0.0663354598	-0.0038829488	0.0175386898	-0.0513734076	0.0299195077	0.1045074645	0.1018175221	0.0973854535	0.0912870929	0.0589224006472193	-0.0060207327112351	0.0034718492980314	3.624922238013643e-05	-0.0779593687566233	-0.032595496301596	0.0060776631769311	0.0010624663791473	-0.2153579107251317	-0.1153385828683753	0.013302988698085	0.0463790297118937	-0.0075607460147561	-0.0004768597061524	2.273951793517533e-07	5.716488029965025e-05	-0.0014068519663557	-7.265477502900008e-05	5.278716334514614e-09	1.9792324552389e-06	-0.003749381723727	0.000437413696651	1.4057863310218051e-05	1.9133074201798005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4508.885384544421	-4.073521112500202	20330047.41095829	16.593574253984887	3677.905139977852	20.971703634307232	13526986.218675502	439.8123533252152	4503.113751907511	-12.99050132281718	168.75312461811492	20278033.46261854	4244.621617309883	4675.675327329968	0.840974	31.084408	0.7267015120979107	0.3661096625921258	-0.0322090698	0.0359204465	-0.0180225976	-0.0369529275	0.0350100963	-0.0009130058	-0.0777693609	0.0143224585	0.0283057231	-0.0335154887	-0.0119103454	0.0128186482	-0.0095178559	-0.0093115746	-0.0087220796	-0.0058689187	0.0277658004	0.0116351912	0.020355977	-0.0046382536	-0.0131259672	-0.0161250937	0.0079173849	-0.0023248873	0.1508300452	-0.0778759813	0.047974128	-0.038451625	0.0099788684	0.0669571482	0.0263728795	-0.021307972	-0.0367827244	0.0030985924	-0.1231300027	0.0426937284	0.0164969054	0.0191234578	0.0529833134	-0.0316893038	0.0408254121	-0.0613196138	0.0024648548	-0.015065418	0.0793577279	-0.0232407428	0.1042514257	0.1008033722	0.0951408427	0.0873882332	0.0857118788941591	0.0267894782469398	0.0073465261835669	0.0007176761447432	-0.2125359362429435	-0.1345765674863202	0.0451715241946645	0.0181108525164	-0.071228658265241	0.1441292524598907	0.0207732414146469	0.0050735217582664	-0.0125066822973381	-0.004945936282582	2.446228571136105e-05	0.0001564171020865	-0.003918196165072	-0.0025113441987163	6.306849684426014e-06	1.5352261187984928e-05	-0.0047162255205239	-0.0009668437967968	2.224278316044093e-05	9.347869274046452e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4410.94860530132	-97.93677924310124	19456467.598609656	9591.612728511944	3562.696178673557	-115.20896130429492	12692804.061535165	13273.104764814523	4437.887013170117	-65.22673873739404	4254.5274463162605	19694841.14166398	4180.697100471048	4447.704587343068	1.612464	59.600517	2.859054598414141	1.504529585255662	0.0868114164	-0.0207061889	-0.0907302688	0.0941204289	0.1268342573	-0.1071453594	0.1361188598	0.0385354287	0.1416550033	0.0444259543	0.103783437	0.1190371006	-0.0237903366	0.1443642276	0.0252346777	0.1100451288	0.0825988454	-0.0747784907	-0.1824415496	-0.0656756044	0.066164604	0.019058798	0.2004843804	0.0530669239	0.0683209026	-0.0319600665	-0.0457920338	-0.0590976467	0.0958370574	-0.045574294	0.1261129709	0.0394076587	-0.0896572646	0.143372873	-0.1136894556	-0.044491779	-0.0929681427	-0.0581898928	0.0675215222	-0.0964592185	-0.2607366489	-0.1583564841	-0.1016061279	-0.1775994837	-0.0235099249	-0.041478072	0.1039636308	0.099666409	0.0926354574	0.0830636267	0.1470741431929383	0.0613622642987791	0.0216308035959369	0.0037653274798732	-0.6788618522169969	-0.4663259159740534	0.4608534143954917	0.2174598599090398	0.4715493344240968	0.5427779926893378	0.2946079493478668	0.2223587747958086	-0.035080097215235	-0.0225734149178969	0.0005095590610555	0.0012306132206303	-0.0075460673170806	-0.0036278711520085	1.3161449095576204e-05	5.6943131953912e-05	0.00485425691861	0.0095704824391339	2.356381023187305e-05	9.15941341177704e-05	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
