global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20
4958.512432766974	n/a	n/a	24586845.54590465	4120.912203508823	n/a	n/a	16981917.389027942	4644.350165836985	n/a	21569988.46291003	n/a	4622.821796480664	4055.684241209295	n/a	n/a	n/a	n/a	-0.0023963445	-0.0907828206	-0.0639235532	-0.0211768075	0.0305605915	0.0655341071	-0.0278239721	0.055196617	0.0815977614	-0.0243055269	0.1279185812	-0.0033945737	0.0157818217	-0.03230502	0.1175559973	-0.006851717	0.0100288937	-0.073801539	0.0335400656	-0.0222798932	0.0327067004	-0.0196374903	0.0095124922	-0.0633185839	0.007219416	-0.0793449554	0.0629754775	-0.0822404259	0.0060114734	-0.0544707447	0.0299764397	-0.042399036	0.0133909642	-0.0759318461	0.0199132505	-0.0534660347	0.0450576917	-0.0361821785	0.0005172793	-0.0153497765	0.0559021032	-0.1006551605	0.0448931098	-0.0257640864	0.0004664778	-0.0801940593	0.003534607	-0.0438065903	-0.0265787531	0.0191561815	-0.0653752628	0.0220021812	-0.0723783044	0.0709447407	-0.0316908319	0.015001962	-0.0172420306	0.0539591959	-0.0194929216	0.0724230283	-0.107651882	0.0077513946	-0.001761933	0.0260097018	-0.0297811437	0.1364646905	-0.04762167	0.0168094052	-0.0534727777	0.0010567953	-0.0545060183	0.081951288	-0.0360162515	-0.0424201905	0.0308894351	-0.0468050682	0.0608682459	-0.0208475261	0.0255204801	-0.0758752797	0.0359487507	-0.047608992	0.0535142086	-0.1428931725	0.0132667928	-0.0129630567	0.1054052417	0.105393201	0.1053731342	0.1053450429	-0.0001506034246006	n/a	2.268139150142861e-08	n/a	-0.0272046984198652	n/a	n/a	0.0007400956161158	0.0624647466768664	n/a	n/a	0.003901844577405	0.0009562806328865	n/a	9.14472648833805e-07	n/a	0.0007197923059085	n/a	n/a	5.181009636450757e-07	0.0006111563662921	n/a	3.7351210405936353e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4956.870298848793	-1.6421339181806616	2.696603805239372	24570563.15960932	4122.868491405278	1.956287896455251	3.827062333817311	16998044.597422436	4644.636369509813	0.2862036728283783	21572647.0049733	0.0819125423404534	4625.967508033637	4039.2496481486287	1.03398	16.246756	0.0454713195396901	0.0244986526115758	0.0224902381	0.0105369938	-0.0872358473	-0.0204269281	0.0894569238	0.0126046545	-0.0713595547	-0.0097246911	-0.0262565021	-0.0417790945	0.1027940908	0.0227826078	-0.0362135306	0.0509279781	0.001264397	0.0520719223	0.0093397741	0.0699342137	0.0161319497	0.0107565221	0.0371547962	-0.0961486307	0.0182481613	-0.0055248546	-0.0708647793	-0.0642024872	-0.0468738942	0.0335691382	-0.100111895	0.0276466251	0.0393000882	-0.0499219797	0.031744903	-0.0054727398	-0.0299092416	-0.1557467159	0.0266829259	-0.0178545958	0.0235870003	-0.0697610606	0.0366407628	-0.0911485137	-0.0072978124	0.0057581684	0.049878724	-0.0092454331	-0.020712978	0.0734373825	0.0500101844	0.0201450567	0.0765592409	-0.021694692	0.051247178	-0.0114242218	-0.0471161485	0.11225721	-0.0150594569	-0.057996018	0.0140825463	-0.0499493048	-0.0220633613	0.0491107492	0.0036683301	0.0221013744	0.0041803034	0.1415203861	-0.006208469	0.0365796999	0.0543321467	-0.0787006504	-0.0391844893	0.0843745801	-0.0597944905	-0.0701426725	0.0199053725	-0.0599748959	0.0317928918	-0.0599467867	-0.0175826169	-0.0217799756	0.0488879811	-0.0230938988	-0.0027234484	-0.0259529332	0.0183551923	-0.0685834063	0.1053731342	0.1052647956	0.1050843138	0.1048318124	1.7327009629752865e-05	0.0001679304342303	3.0022526270954847e-10	2.8200630740794872e-08	-0.0187965784702441	0.0084081199496211	7.069648108721637e-05	0.000353311362188	0.0432895066110177	-0.0191752400658486	0.0003676898315829	0.0018739813826253	0.0011007062906553	0.0001444256577688	1.21155433828815e-06	2.0858770621950552e-08	0.0008408855761523	0.0001210932702437	1.4663580098337967e-08	7.070885521809856e-07	0.0007000380200793	8.888165378720001e-05	4.900532295565465e-07	7.899948379947687e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4952.801547995948	-4.068750852845369	16.554733502529917	24530243.173831057	4050.678628342662	-72.1898630626165	5211.376328999321	16407997.350111987	4642.459578053545	-2.176791456268802	21552430.93386109	4.738421044084852	4621.841666589346	4007.9134658837593	0.979006	15.382954	0.0468211265543057	0.0206010261264047	0.0383243685	0.0747344341	-0.0616630614	0.095226682	0.0075731148	-0.0605592264	-0.0163577127	-0.0593410961	-0.1111809676	-0.0182351792	-0.036973439	0.0189566031	-0.0466614076	0.0443056252	-0.0591881146	0.0645261072	0.0441101046	-0.0185679045	-0.0926297616	-0.0194383909	0.0489992878	-0.0437856035	0.0002024038	0.0367294726	-0.0067234945	0.0552507875	-0.017377643	-0.0049001068	0.0223358546	0.0430529677	0.0858859639	-0.0639925557	-0.0812695588	0.0966716068	0.0800065408	-0.0014671155	-0.0168796636	-0.0685256348	-0.0494838495	-0.0565417465	-0.0540691334	0.004130938	-0.0560346643	0.0183298205	0.0483621476	0.0397739424	-0.0480328464	0.0603951129	-0.0611580797	-0.0738826267	0.0255165914	-0.0117322934	0.022420811	0.0402491938	0.0207226339	0.0374677411	-0.0400285991	0.0362662223	-0.0961412331	0.0095942895	0.0459735486	-0.0455829329	0.0144665047	0.0228089133	-0.0166404486	0.0968657895	0.0204685397	0.014193142	0.0384385182	-0.1386870621	0.0355387536	0.1033683351	-0.0432364627	-0.0931468621	0.0018689483	-0.0474993839	0.0395128759	-0.0290501581	0.0226602731	0.0903935265	0.018972291	-0.0742680787	0.1057019157	-0.0685949848	-0.0218439726	-0.0129231854	0.1053089291	0.1050081413	0.1045074645	0.1038078519	-8.621131013342165e-05	-0.0001035383197631	7.43238999492101e-09	1.0720183659381374e-08	-0.0273867318666418	-0.0085901533963977	7.379073537364298e-05	0.0007500330823353	0.0306562875261278	-0.0126332190848899	0.0001595982244468	0.0009398079648846	0.0008012799137193	-0.000299426376936	6.420495001300088e-07	8.965615520501961e-08	0.000708249358329	-0.0001326362178232	1.7592366278469877e-08	5.016171535734403e-07	0.0006222162997735	-7.782172030580009e-05	3.87153123703826e-07	6.056220151354177e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4954.376692707502	1.575144711554458	2.4810808623379765	24545848.413243327	4056.4609989906426	5.78237064798077	33.43581031062955	16454875.83633216	4645.19753209556	2.7379540420151898	21577860.11218668	7.4963923361873155	4625.948567515031	4011.0562716137138	0.913211	14.349134	0.0891192229734476	0.0516191331757232	0.0028627719	0.0250095453	0.0112300026	0.1355107783	-0.0236721802	-0.0546349668	-0.0443975266	-0.0767151824	-0.0510494192	-0.0280294614	-0.0620154374	-0.0420318695	0.0131994633	0.0546318382	-0.0094036762	-0.0091852614	-0.0421537363	-0.0692160476	-0.0398031619	-0.0039815984	-0.0948162532	-0.0965054719	0.0020549733	0.0390547606	-0.0128337799	0.0567004828	-0.0216526296	-0.0378178795	-0.0246684704	-0.1166826942	-0.0395472062	-0.1579721558	-0.0521074212	-0.0092949517	-0.0764120177	0.0795778703	0.1152439074	0.0145105881	-0.0541338077	-0.0613536266	-0.0514030101	0.056003641	0.0217962994	0.0554730654	0.0004051137	-0.0014062491	0.0595269456	0.01428671	-0.0295497652	-0.0551062741	-0.0345143052	0.0590345753	0.1177886724	0.0006176441	0.0174865569	0.0768309877	-0.0185324532	0.0379980851	-0.0415939258	0.0604651446	-0.0089451996	-0.0001109029	-0.0082690532	0.0686166928	-0.035640875	0.0685270439	0.0886229292	0.0201811165	-0.0745368781	-0.072149805	0.1027193313	0.0907810482	-0.0076285068	-0.1006454069	0.0539697901	-0.0246459771	0.0953190971	-0.0803440253	0.0287382656	-0.0854035515	0.0418344224	0.0612128576	0.0567833842	-0.0345237903	-0.0129590155	-0.0816752599	0.1052126458	0.1046235507	0.1036441676	0.10227815	0.0149709380243621	0.0150571493344955	0.0002241289853292	0.0002267177460812	-0.0271854900612851	0.0002012418053566	4.0498264223223656e-08	0.0007390508698722	0.0804584977878732	0.0498022102617454	0.002480260146955	0.0064735698662811	0.0009538813322616	0.0001526014185423	9.09889596037165e-07	2.328719294112223e-08	0.0006126862892865	-9.556306904250002e-05	9.132300164821628e-09	3.753844890796608e-07	0.0003892083559213	-0.0002330079438521	1.5148314431896137e-07	5.4292701898229964e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4960.084431403549	5.707738696047272	32.57828102235541	24602437.566651877	4058.0946577840778	1.6336587934351885	2.6688410533681157	16468132.25153567	4637.549064822313	-7.648467273246752	21506861.32863431	58.4990516299266	4614.404502161891	4032.0130470923073	1.061891	16.68531	0.0511545877507502	0.0259455495213709	-0.0241635987	-0.0630476199	0.0889557234	0.0627557084	-0.0600676867	-0.0373190404	-0.0009817711	0.0160039974	0.0092628168	0.0399672192	-0.047757961	-0.0509086618	0.0159153351	0.0098103437	-0.0489524837	-0.0597941698	-0.0257056055	0.0032005968	-0.0013450915	-0.0176409318	-0.0042822929	-0.0492673755	-0.0030516777	0.0374627736	-0.0081151475	0.0061336076	0.0140204734	0.0263288827	0.0334543317	0.1057594158	-0.0369873156	0.0024085514	-0.0548522396	-0.0460003853	0.0137482464	0.0891984052	-0.0818106824	-0.0340765579	-0.0481021706	0.0277889438	-0.0748944066	0.0436958312	0.0406262173	0.0278723268	-0.0426995238	0.0403915104	0.0258475753	-0.0192427568	0.0047826767	-0.0021626796	-0.0471127425	0.000753193	-0.004113428	-0.0089423734	-0.0120062065	0.0834316365	0.009945637	-0.0178175423	-0.0015166566	0.0108048661	0.0765301625	-0.0139598925	-0.0135674883	0.0650182013	-0.0473966405	0.0747132812	0.0689464401	0.0346778883	-0.0983750051	0.0293452224	0.0273220674	0.100184542	-0.0531507745	-0.0401528933	0.0467341869	-0.0743699069	0.0540602742	0.077317244	0.0541202384	0.0258396084	-0.0046904297	-0.0913471525	0.0943310163	-0.0557497677	0.022596773	-0.1353297694	0.1050843138	0.1041114925	0.1024967892	0.1002501592	0.0314258979371118	0.0164549599127497	0.0009875870611537	0.0002707657057301	-0.0192632986257734	0.0079221914355117	6.276111714089496e-05	0.0003710746739457	0.0798726847431794	-0.0005858130446937	3.43176923333414e-07	0.0063796457680833	0.0011007744115669	0.0001468930793053	1.211704305160455e-06	2.1577576747793158e-08	0.0008407963245833	0.0002281100352968	5.2034188203107345e-08	7.06938459432786e-07	0.0005380377084751	0.0001488293525537	2.894845757411367e-07	2.2150176181583283e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4964.510663334635	4.426231931085567	19.59152910776147	24646366.126363296	4106.99870907608	48.904051292001895	2391.6062327707523	16867438.396352585	4636.368051817359	-1.181013004954366	21495908.71191269	1.3947917178713412	4617.317619994247	4085.7951776526297	0.958908	15.067155	0.0514484129574957	0.024755997732885	-0.0290902759	-0.0871098156	-0.0274128252	-0.041239203	-0.0061259849	0.048554473	-0.0521551107	0.0376434335	0.0955134571	0.0409978703	0.0510272216	-0.008237276	0.0392822501	-0.002520099	0.0075202107	-0.0429768701	0.0140111047	0.0314155413	0.0317482824	-0.1090878761	0.0191649642	-0.0629362404	0.082174994	-0.1293940672	-0.1235109652	-0.1203116427	0.0001897887	-0.0025888221	0.0133386459	-0.0423204676	0.0476873642	-0.0558969001	-0.0996492631	0.0932441927	0.1628673584	0.0834065669	0.110556053	-0.0119666747	0.0594003753	0.0257077842	0.0141252883	-0.0471326978	0.0360601964	0.0238339465	-0.0288089738	-0.0221721811	-0.0249387074	0.0161213298	0.069235564	0.0309200654	-0.1102670087	-0.0799920174	0.0559104567	0.1047360313	-0.0730659236	0.095618825	0.0530754255	0.0211537411	-0.082017422	0.1520820349	-0.1293170909	-0.0815264183	-0.0110329409	0.0505508975	-0.0156485579	0.1325243209	-0.0152064869	0.0527795463	-0.0477341868	0.0159641875	-0.0646016166	0.0852463551	-0.0340500761	-0.0287852209	0.1009307528	-0.0272164844	0.0664407483	0.020661623	0.0720847111	-0.0144731047	-0.0070927156	-0.0329965055	0.1079138331	-0.0778093497	0.0058484289	-0.0114692973	0.104923972	0.1034725904	0.1010684743	0.0977337597	0.0238456081651605	-0.0075802897719512	0.0005686130287663	5.746079302674947e-05	-0.0272067140772236	-0.0079434154514501	6.309784903433777e-05	0.0007402052908797	0.0962701689395686	0.0163974841963892	0.0002688774879708	0.009267945427653	0.0011008293527108	5.4941143899991947e-08	1.211825263789679e-06	3.0185292930396214e-15	0.0010261834889213	0.000185387164338	3.436840070128465e-08	1.053052552934692e-06	0.0003329353432029	-0.0002051023652722	1.1084594275363281e-07	4.206698024025095e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4954.222708971347	-10.287954363288009	105.84200498109678	24544322.65008739	4145.61647390489	38.61776482881032	1491.3317603732996	17186135.948711615	4635.766185034775	-0.6018667825837838	21490328.12231187	0.3622436239777556	4620.44811944063	4068.960611589192	1.289604	20.263321	0.1879078839145425	0.0989898567107522	-0.0120248563	-0.0407673439	-0.1103669655	-0.0566523214	0.0593166656	0.1110695809	-0.0669144986	0.0072156819	0.0860176604	0.0338113619	0.0769987748	0.0055242947	-0.0783770129	0.1221165922	-0.0890286076	0.0921082932	0.0266218973	0.122747966	0.1109297298	-0.0010415028	-0.0489403426	-0.054220788	0.2403333443	0.1382070659	-0.2516712464	-0.0261520475	0.2215407913	-0.0306079904	0.0473905549	0.1490178017	0.0255831974	0.0529531761	0.1995078834	0.1393050569	-0.0266929062	0.0604176048	0.1660885556	-0.0172832793	0.0397083774	-0.0081574882	0.0220199542	-0.1042876251	0.0059169929	0.0134126193	0.0992951912	0.0584225535	-0.065117861	-0.0080936392	0.1716502262	0.0522331806	0.091654551	-0.2206310592	0.280663994	0.0371086375	0.0098787295	0.1010396629	-0.2549847394	0.0346500484	-0.001839599	0.0189080864	0.1067739386	0.0221001787	-0.0353260039	0.0037809613	0.0606716752	0.0809771523	-0.0520770755	0.0622851251	0.0881194086	-0.0506133564	0.0152864596	0.0254086361	-0.2292475398	-0.0414439418	0.2148150552	0.1438669686	-0.0083238727	-0.0947803023	-0.1673580882	0.0931346268	-0.0626146182	0.0467839158	-0.1222190147	-0.0731187732	-0.1627272613	-0.0701368286	0.1047316694	0.102707623	0.0993631376	0.0947412111	0.02332013620817	-0.0005254719569905	0.0005438287527676	2.761207775834262e-07	0.0167359730753275	0.0439426871525511	0.0019309597541869	0.000280092794778	0.0314275209222927	-0.0648426480172759	0.0042045690018923	0.0009876890713211	0.0018926108683467	0.0007917815156358	3.5819758989840496e-06	6.269179685026829e-07	0.0008392539883426	-0.0001869295005787	3.494263818660223e-08	7.043472569489611e-07	-0.000260295176337	-0.0005932305195399	6.775357882430993e-08	3.519224493135796e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4971.142896866171	16.920187894824267	286.29275839615764	24712261.70106299	4020.984179824146	-124.63229408074405	15533.208727829064	16168313.77439606	4647.03735172923	11.271166694455133	21594956.14836661	127.03919865419464	4623.900417687302	4009.661752722586	2.0323	31.93318	0.7083663420104126	0.4163737956118911	-0.1068397944	0.0546417181	-0.0460245771	0.1485501537	-0.0829357196	-0.0332114326	0.0241214374	-0.0267626689	-0.0131578054	-0.0656386908	-0.0359240001	0.0556202725	0.1326771346	-0.1436562931	-0.279438934	0.0387719989	-0.0363944728	-0.0063247312	0.1566902972	-0.1054000388	-0.057915342	0.2987697741	-0.293071942	0.2289568957	-0.0682984091	0.36742069	0.0762543657	-0.0380888651	0.0703831172	0.0663745392	-0.1224258293	0.020702838	0.1724351658	-0.0397574819	-0.004501657	0.0446154571	-0.0176443242	0.0298283384	0.0606185255	0.0008155276	0.079471735	0.0747853095	0.0074581674	0.0157949555	-0.1294920073	0.281948285	-0.1355867295	0.0160808065	0.0624178526	0.0769461658	-0.1605711518	0.1264695234	-0.0961925268	-0.266795827	0.4469159185	-0.224935606	-0.2700112425	-0.019124828	-0.1022017013	-0.2324579328	0.1266177632	0.0413006905	-0.1413614938	-0.0793325209	0.0588593642	-0.4062244758	-0.2321587809	-0.1621322905	0.056199619	0.208915949	0.1059556754	-0.1339672975	0.0467074586	0.0962657887	-0.228398147	0.1304567281	0.1093172648	-0.2942679995	0.2046078956	0.2682504364	-0.1012157974	0.006022349	-0.0918142858	-0.0310538438	0.0460658081	-0.0174712065	0.1045074645	0.1018175221	0.0973854535	0.0912870929	0.0458322526980197	0.0225121164898497	0.0021005953873751	0.0005067953888525	0.08149995446729	0.0647639813919625	0.0041943732857384	0.0066422425781703	-0.0701542606828127	-0.1015817816051054	0.0103188583540673	0.004921620291952	0.0087787877029432	0.0068861768345965	7.706711353334674e-05	4.741943139733348e-05	-0.0007819230685313	-0.0016211770568739	2.6282150497343203e-06	6.11403685101404e-07	-0.0021431105353365	-0.0018828153589995	4.5929227666703e-06	3.544993676084417e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4985.900675393179	14.757778527007758	217.7920270522113	24859205.54488616	4136.146597791074	115.16241796692792	13262.382511989406	17107708.678418674	4653.72358338891	6.686231659679834	21657143.19059012	44.70569380690495	4629.76398096515	4132.114603562223	1.629815	25.609009	0.3428986434174477	0.2083717094178918	-0.1104369885	-0.0756679448	-0.0533377663	-0.1131177713	0.0414706187	0.1023181969	-0.0290509851	0.0666868202	0.1210739884	-0.0838455726	0.1083966884	0.051488354	-0.0266838493	-0.0838781517	0.0228842164	-0.120636494	0.1381745941	0.1582733326	-0.0155588673	-0.0496036995	0.0449897165	0.0008682218	0.0234172802	-0.0017232737	-0.0219472989	0.0698000932	0.051124312	-0.0256881592	-0.0296752927	-0.066974432	0.0275307475	0.0735977356	-0.0787327563	-0.0032638512	0.0636357305	0.0453296978	-0.0690230843	0.054766969	0.0682225068	-0.027194767	0.0864916832	-0.0825160333	-0.0143704832	-0.0414171874	-0.1562422305	-0.0328806513	-0.1206931033	-0.0315332485	0.158759733	-0.0499851347	0.0202429437	-0.0756183242	-0.0950510121	0.1216763944	0.0498860949	-0.0284007842	-0.0341249083	0.0078217835	0.0409639726	-0.0684571985	-0.0804037604	-0.0233670159	-0.1155324133	-0.0897440256	0.0625198055	-0.1563295045	-0.1340327585	0.0042402528	0.050870386	0.1069597358	-0.0302389299	-0.05116576	-0.0218486007	0.0886841641	-0.0549668692	0.0203541486	-0.0531981365	-0.0419598963	0.0025124655	0.0707264614	-0.0461418145	-0.0104671729	-0.0028249955	-0.0414327538	-0.0348370994	0.0917185367	0.1042514257	0.1008033722	0.0951408427	0.0873882332	0.0334975567214428	-0.0123346959765769	0.0011220863063062	0.0001521447248345	0.0551294983064138	-0.0263704561608761	0.0006954009581326	0.0030392615835168	-0.025196996218483	0.0449572644643297	0.0020211556281156	0.0006348886184342	0.0052842558240353	-0.0034945318789079	2.7923359613850983e-05	1.2211753052703578e-05	0.0002979525465385	0.0010798756150697	1.1661313440223783e-06	8.8775719988777e-08	-0.0015327934930009	0.0006103170423356	2.3494558921859e-06	3.724868921652746e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4967.13170430053	-18.768971092648822	352.2742758766873	24672397.36786749	4113.9963022108695	-22.15029558020433	490.6355942904194	16924965.57460471	4646.304565429688	-7.419017959221492	21588146.114732765	55.04182747925103	4626.7862940265	4064.5278285961554	1.212233	19.047611	0.1647275522164392	0.096854384919361	-0.120753288	0.0044799498	-0.0843685678	0.0085115857	0.0588948586	0.0090897978	-0.108021783	0.018972735	0.0329313535	-0.0602214748	0.1124066226	-0.0324083464	0.0747960548	-0.0049314401	0.0118770584	-0.0218701186	-0.0095591346	0.1764095092	-0.0576835431	-0.0760714188	0.0453000063	-0.0399745873	-0.0166989554	-0.1158314522	-0.0015218481	0.0531502331	-0.0015971749	-0.141483558	-0.0221402448	-0.0450216083	0.0587728023	0.1144180505	-0.0363132226	-0.0293012744	0.0162219317	-0.0628168542	-0.1515763505	-0.0450905635	-0.061970765	-0.0840969247	0.0659298339	-0.0795057311	0.0756709153	0.0544133754	-0.0617915763	0.044041149	0.0387730692	0.1571725818	0.101492282	-0.0359978458	0.0419390288	-0.0013457853	-0.0410730376	0.0990838618	-0.0278396564	-0.0416371767	0.0369337907	0.0453458552	0.0302111304	-0.0430665726	-0.1786956566	0.1033162156	-0.1348060971	-0.0285252894	0.0504466833	-0.0840949501	-0.0911444124	0.0159669421	0.10201771	0.0368542479	0.0066572042	-0.0849512508	-0.0661552704	-0.0583535124	-0.0298281372	0.0251391525	0.0142675683	0.0346642678	-0.0806979934	-0.0194556251	-0.0417097589	0.0391507572	-0.0165179965	0.0921843259	-0.036231575	-0.0235820996	0.1039636308	0.099666409	0.0926354574	0.0830636267	0.0400208616628106	0.0065233049413678	0.0016016693682338	4.255350735807361e-05	0.0315005221154649	-0.0236289761909489	0.0005583285158324	0.0009922828935468	0.0527648995977045	0.0779618958161875	0.006078057199254	0.0027841346295558	0.0049571444914996	-0.0003271113325357	2.4573281509604825e-05	1.0700182387328137e-07	0.0003261290306004	2.817648406190003e-05	7.939142540905064e-10	1.0636014460035665e-07	-0.0007558138042398	0.0007769796887611	5.712545066794388e-07	6.036974367472959e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
